scenario,binding_freq_%,avg_envelope_util_%,p95_util_%,avg_slack_MW
1,8.403361344537815,44.34151101925338,100.0,282.2999203335293
2,6.707317073170732,61.14617566670528,99.86939839011012,346.7075912728049
3,2.307692307692308,44.106197076634814,94.56226984162889,330.7511668703615
