h,s,p_grid,omega,p_wt,p_el,p_comp,m_in,m_out,m_tank
101,2,35.32065575,35.3215,854.2680294,870.2309204,19.35776469,17439.42765,25000,95167.95909
101,3,0,544.0494,516.1824128,504.9501008,11.23231202,10119.20002,25000,60928.23321
102,1,0,0,635.3816896,621.5555591,13.82613048,12455.9734,12455.9734,0
102,2,400.8328018,573.6172,782.7902583,1157.867003,25.75605677,23203.65475,25000,93371.61384
102,3,163.8335058,909.1774,641.204366,787.5199627,17.51790906,15781.90005,25000,51710.13327
103,1,0,0,575.7798299,563.250657,12.52917291,11287.54317,0,11287.54317
103,2,0,33.1876,557.1237573,545.0005471,12.12321017,10921.81096,25000,79293.4248
103,3,0,733.368,561.6320024,549.4106912,12.22131118,11010.19025,25000,37720.32352
104,1,43.40074728,43.7929,983.5126659,1004.567414,22.34599938,20131.53097,20930.72205,10488.35209
104,2,107.3994569,418.4878,637.7956933,728.97944,16.21571025,14608.74798,25000,68902.17278
104,3,420.2134796,1128.329,781.7506191,1175.808934,26.15516426,23563.21104,25000,36283.53456
105,1,0,0,740.2420566,724.1341274,16.10792918,14511.64791,25000,0
105,2,0,233.7004,378.6098045,370.3711211,8.238683367,7422.237268,25000,51324.41005
105,3,551.6943747,1352.0833,821.7959862,1343.602724,29.88763644,26925.7986,25000,38209.33316
106,1,97.14559278,97.1461,768.3123181,846.6252404,18.8326705,16966.36982,16966.36982,0
106,2,0,60.7786,127.8151416,125.0338388,2.781302725,2505.67813,25000,28830.08818
106,3,433.4763308,1205.9582,766.3491963,1173.716899,26.10862819,23521.28665,25000,36730.61981
107,1,508.4152983,682.5093,919.8837737,1397.218779,31.0802934,28000.26432,25000,3000.264324
107,2,0,66.9119,405.9862485,397.151844,8.834404478,7958.922953,25000,11789.01113
107,3,265.2411699,1061.2586,687.4596976,931.9697594,20.73110812,18676.67398,25000,30407.29379
108,1,448.8068781,815.2205,843.9691828,1264.644796,28.1312647,25343.48172,25000,3343.74604
108,2,142.5900154,387.8513,656.4517659,781.6543493,17.38743201,15664.35316,25000,2453.36429
108,3,700.0311759,1553.8967,919.1255934,1583.923345,35.23342445,31741.82383,25000,37149.11762
109,1,419.6440967,703.736,835.6173119,1227.946476,27.31493259,24608.04738,8568.03951,19383.75391
109,2,395.3883911,986.8472,754.7199967,1125.081622,25.02676564,22546.63571,25000,0
109,3,551.544321,1664.6085,1067.612448,1583.923345,35.23342445,31741.82383,25000,43890.94145
110,1,105.9654731,114.2882,753.6803575,840.939633,18.70619757,16852.43024,25000,11236.18415
110,2,350.705486,1469.8457,924.549504,1247.50499,27.75,25000,25000,0
110,3,616.7770584,1489.9728,1002.379711,1583.923345,35.23342445,31741.82383,25000,50632.76529
111,1,0,0,702.0949935,686.817158,15.27783559,13763.81585,25000,0
111,2,562.6837519,1730.1873,1056.473017,1583.923345,35.23342445,31741.82383,25000,6741.823831
111,3,669.7112219,1469.378,949.4455474,1583.923345,35.23342445,31741.82383,25000,57374.58912
112,1,0,47.1893,579.0052409,566.4058819,12.599359,11350.77387,11350.77387,0
112,2,274.6020514,1762.2017,1092.086908,1336.949324,29.73963554,26792.46445,25000,8534.28828
112,3,622.5192175,1138.4623,896.8810489,1486.337579,33.06268764,29786.20508,25000,62160.79419
113,1,0,0,684.3442434,669.4526704,14.89157298,13415.83151,0,13415.83151
113,2,602.6340644,1527.5882,1016.522705,1583.923345,35.23342445,31741.82383,25000,15276.11211
113,3,435.393541,958.1946,799.8865494,1208.399958,26.88013203,24216.33517,25000,61377.12936
114,1,0,0,535.2056206,523.5593569,11.64626376,10492.12951,11149.65327,12758.30775
114,2,0,1310.3139,977.8263072,956.5484606,21.27784658,19169.23115,25000,9445.343262
114,3,387.2984724,868.1984,810.7064994,1171.93596,26.06901226,23485.59663,25000,59862.72599
115,1,0,0,624.451165,610.8628866,13.58827839,12241.69225,25000,0
115,2,629.5951793,1184.884,989.56159,1583.923345,35.23342445,31741.82383,25000,16187.16709
115,3,361.8817208,715.4108,811.553614,1147.900967,25.53436826,23003.93537,25000,57866.66136
116,1,0,0,477.0382593,466.6577379,10.38052139,9351.821069,9351.821069,0
116,2,0,693.5849,852.6386192,834.084901,18.55371817,16715.06142,25000,7902.22851
116,3,418.2665258,934.8396,819.1686503,1210.508149,26.92702746,24258.5833,25000,57125.24466
117,1,0,91.8357,601.4365107,588.3490394,13.08747137,11790.51475,11790.51475,0
117,2,0,327.4625,872.1607364,853.1822101,18.97852635,17097.77149,25000,0
117,3,84.59221718,544.4486,680.2391747,748.18839,16.64300182,14993.69534,25000,47118.93999
118,1,0,0,442.3692755,432.7431635,9.626112026,8672.172996,8672.172996,0
118,2,575.7477956,793.6136,1043.408974,1583.923345,35.23342445,31741.82383,25000,6741.823831
118,3,160.0739068,586.9837,717.3865879,858.3666437,19.09385097,17201.66754,25000,39320.60753
119,1,0,0,570.7217974,558.3026891,12.41910834,11188.38589,11188.38589,0
119,2,536.8764333,1329.4672,1082.280336,1583.923345,35.23342445,31741.82383,25000,13483.64766
119,3,45.86671177,357.312,691.9950903,721.8056681,16.056134,14464.98559,25000,28785.59312
120,1,0,0,558.7114171,546.5536589,12.15775821,10952.93532,10952.93532,0
120,2,476.70052,1247.6802,1142.456249,1583.923345,35.23342445,31741.82383,25000,20225.47149
120,3,533.1788209,902.8082,900.1154829,1402.105312,31.18899141,28098.19046,25000,31883.78358
121,1,330.4938018,330.519,1020.022003,1321.128102,29.38770196,26475.40717,25000,1475.407174
121,2,549.2989394,1283.4981,1069.85783,1583.923345,35.23342445,31741.82383,25000,26967.29532
121,3,534.9518192,1276.3847,1084.20495,1583.923345,35.23342445,31741.82383,25000,38625.60741
122,1,294.8210672,294.8613,1032.874379,1298.804323,28.89112289,26028.03864,25000,2503.44581
122,2,666.2629554,1541.9626,952.8938139,1583.923345,35.23342445,31741.82383,25000,33709.11916
122,3,410.9900748,654.8969,877.5899642,1260.540081,28.03995778,25261.22323,25000,38886.83064
123,1,414.1098424,414.334,1141.719898,1521.974335,33.85540589,30500.36567,25000,8003.81148
123,2,542.3003439,1835.8703,1076.856425,1583.923345,35.23342445,31741.82383,25000,40450.94299
123,3,150.1401701,332.9272,785.0235574,914.8142337,20.34949374,18332.87724,25000,32219.70788
124,1,409.5206794,411.581,1180.685832,1555.603054,34.60345658,31174.28521,25000,14178.09669
124,2,476.5813798,1063.8716,1142.57539,1583.923345,35.23342445,31741.82383,25000,47192.76682
124,3,319.2987561,544.1707,872.3147569,1165.683581,25.92993185,23360.29897,25000,30580.00685
125,1,0,0,933.647677,913.331173,20.31650395,18303.15671,25000,7481.253398
125,2,449.5396574,970.4437,1169.617112,1583.923345,35.23342445,31741.82383,25000,53934.59065
125,3,450.1024232,627.2317,966.8224753,1386.092111,30.83278736,27777.28591,25000,33357.29276
126,1,116.2931322,116.2958,999.0529491,1091.075756,24.27032554,21865.15815,25000,4346.411544
126,2,560.6424952,1096.6569,1058.514274,1583.923345,35.23342445,31741.82383,25000,60676.41448
126,3,495.8812644,763.6449,941.0253632,1405.639031,31.26759685,28169.00617,25000,36526.29893
127,1,242.7892692,242.7948,1036.701987,1251.649073,27.84218265,25083.04743,25000,4429.458972
127,2,486.994931,935.4247,1132.161838,1583.923345,35.23342445,31741.82383,25000,67418.23831
127,3,0,114.5841,676.2074097,661.4928971,14.7145126,13256.31766,25000,24782.61659
128,1,524.7788855,812.9017,1094.377884,1583.923345,35.23342445,31741.82383,25000,11171.2828
128,2,0,156.8023,584.906278,572.1785103,12.72776766,11466.45735,25000,53884.69566
128,3,268.2728516,508.6069,795.8050032,1040.923144,23.15471078,20860.09981,25000,20642.7164
129,1,403.9338021,403.99,1022.704797,1395.594438,31.04416092,27967.71254,25000,14138.99534
129,2,168.9614096,215.391,925.2202032,1070.371834,23.80977922,21450.25155,25000,50334.9472
129,3,597.0643496,1191.5839,1022.09242,1583.923345,35.23342445,31741.82383,25000,27384.54023
130,1,518.6164484,664.9041,1100.540321,1583.923345,35.23342445,31741.82383,25000,20880.81917
130,2,323.6766101,366.6778,1126.843051,1418.95584,31.56382128,28435.87503,25000,53770.82223
130,3,586.5256316,1139.874,1032.631138,1583.923345,35.23342445,31741.82383,25000,34126.36406
131,1,451.1355906,976.4705,1168.021179,1583.923345,35.23342445,31741.82383,23004.46436,29618.17864
131,2,482.4828184,679.5918,1136.673951,1583.923345,35.23342445,31741.82383,25000,60512.64607
131,3,616.0480373,962.4256,1003.108732,1583.923345,35.23342445,31741.82383,25000,40868.18789
132,1,438.3670217,1139.2781,1180.789748,1583.923345,35.23342445,31741.82383,25000,36360.00247
132,2,456.4396362,1168.9097,1162.717133,1583.923345,35.23342445,31741.82383,25000,67254.4699
132,3,626.4292867,1295.2724,992.7274827,1583.923345,35.23342445,31741.82383,25000,47610.01172
133,1,466.0399872,1042.48,1153.116782,1583.923345,35.23342445,31741.82383,25000,43101.8263
133,2,494.5611948,1307.565,1124.595574,1583.923345,35.23342445,31741.82383,25000,73996.29373
133,3,550.1154416,1582.4255,1069.041328,1583.923345,35.23342445,31741.82383,25000,54351.83555
134,1,136.9715256,136.9746,913.3612579,1027.47717,22.85561317,20590.64249,25000,38692.4688
134,2,527.7350735,1485.317,1091.421696,1583.923345,35.23342445,31741.82383,25000,80738.11756
134,3,524.1698911,1441.1184,1094.986878,1583.923345,35.23342445,31741.82383,25000,61093.65938
135,1,232.8103849,232.8157,985.0873496,1191.395849,26.50188582,23875.57281,25000,37568.04161
135,2,534.2514737,1600.9796,1084.905296,1583.923345,35.23342445,31741.82383,25000,87479.94139
135,3,609.9816172,1271.9642,1009.175152,1583.923345,35.23342445,31741.82383,25000,67835.48321
136,1,51.49754602,51.4987,932.8715136,962.9488404,21.42021919,19297.49476,0,56865.53637
136,2,524.6193863,1625.5863,1094.537383,1583.923345,35.23342445,31741.82383,25000,94221.76522
136,3,627.6248796,993.2702,991.5318897,1583.923345,35.23342445,31741.82383,25000,74577.30705
137,1,0,0,788.6430433,771.4818915,17.16115179,15460.49711,25000,47326.03347
137,2,643.7508096,1182.0444,975.4059597,1583.923345,35.23342445,31741.82383,25000,100963.5891
137,3,555.3352272,1063.2183,1063.821542,1583.923345,35.23342445,31741.82383,25000,81319.13088
138,1,0,0,675.7309296,661.0267854,14.70414422,13246.97678,25000,35573.01025
138,2,0,634.2103,806.8559833,789.2985115,17.55747181,15817.54217,25000,91781.13122
138,3,217.5863881,230.1829,776.6294323,972.5813323,21.63448819,19490.5299,25000,75809.66078
139,1,0,0,695.3835437,680.2517516,15.13179206,13632.2451,25000,24205.25535
139,2,0,587.3046,776.8373607,759.9331047,16.90425595,15229.05942,25000,82010.19064
139,3,0,0,610.250802,596.9715285,13.27927347,11963.30943,25000,62772.97021
140,1,0,0,849.2116604,830.732514,18.47914634,16647.87958,25000,15853.13494
140,2,25.73718336,486.2118,843.2818657,850.108887,18.91016213,17036.18209,25000,74046.37274
140,3,0,29.1682,551.8091583,539.8015957,12.00756261,10817.62398,25000,48590.59418
141,1,0,35.3776,726.7440721,710.9298638,15.81420826,14247.03447,25000,5100.169407
141,2,0,728.0684,955.1100352,934.3265028,20.78353246,18723.90312,25000,67770.27585
141,3,0,0,698.2329259,683.0391303,15.19379563,13688.10417,25000,37278.69836
142,1,41.55466178,41.5556,973.5396688,993.0055186,22.08881196,19899.83059,25000,0
142,2,591.8154024,1315.5876,1027.341367,1583.923345,35.23342445,31741.82383,25000,74512.09968
142,3,0,0,587.2520314,574.4732193,12.77881208,11512.44331,25000,23791.14167
143,1,414.0048645,414.2579,1087.995855,1469.316652,32.68406734,29445.10571,25000,4445.105711
143,2,0,1141.1178,908.6251231,888.8531188,19.77200431,17812.6165,25000,67324.71618
143,3,0,0,638.7853078,624.8851133,13.90019442,12522.69767,25000,11313.83934
144,1,136.1576048,136.1607,989.8697225,1101.524574,24.50275324,22074.55247,25000,1519.658177
144,2,0,1076.1731,884.8237995,865.5697204,19.25407909,17346.0172,25000,59670.73338
144,3,79.206,79.206,702.7765349,764.9663181,17.01621677,15329.92502,25000,1643.764356
145,1,533.319,533.319,1039.822194,1538.909084,34.23210924,30839.73805,18183.69617,14175.70006
145,2,0,1154.2756,927.0573338,906.8842381,20.17309574,18173.96013,25000,52844.69351
145,3,86.74830134,216.0235,642.3039384,713.1878049,15.86443481,14292.28361,15936.04797,0
146,1,413.4626094,413.7678,982.8912394,1365.968695,30.38515403,27374.01264,25000,16549.7127
146,2,0,1120.6926,890.9512542,871.5638395,19.38741467,17466.13934,25000,45310.83286
146,3,0,0,630.2452989,616.5309381,13.7143608,12355.28,0,12355.28
147,1,586.7606836,597.8852,1018.15571,1569.992845,34.92354885,31462.65662,25000,23012.36932
147,2,0,1152.9595,832.7314513,814.6109201,18.12053115,16324.80284,25000,36635.63569
147,3,0,0,541.2532663,529.4754037,11.77786267,10610.68709,22965.96709,0
148,1,504.6095916,765.3031,1114.547178,1583.923345,35.23342445,31741.82383,25000,29754.19315
148,2,0,1195.9469,929.1277521,908.9096033,20.21814878,18214.54845,25000,29850.18414
148,3,0,0,704.3552465,689.028227,15.32701949,13808.12567,13808.12567,0
149,1,0,0,633.5336301,619.7477141,13.78591605,12419.74419,25000,17173.93734
149,2,529.1706484,1376.8552,1089.986121,1583.923345,35.23342445,31741.82383,25000,36592.00798
149,3,67.50544355,67.507,848.6642458,896.2335126,19.93617675,17960.51959,5744.043957,12216.47564
150,1,0,0,399.2090185,390.5220889,8.686929555,7826.062662,25000,0
150,2,511.4245226,1120.0557,1107.732247,1583.923345,35.23342445,31741.82383,25000,43333.83181
150,3,0,0,652.0901295,637.9004174,14.18971205,12783.52436,25000,0
151,1,0,0,509.8421582,498.7478124,11.09434584,9994.90616,9994.90616,0
151,2,0,682.037,1018.447319,996.2855448,22.16177417,19965.56232,25000,38299.39412
151,3,0,0,659.1273908,644.7845454,14.34284534,12921.48229,12921.48229,0
152,1,520.0064788,915.4961,835.3498022,1325.863249,29.49303245,26570.2995,25000,1570.2995
152,2,236.7875826,236.793,1034.223319,1243.353254,27.65764712,24916.79921,25000,38216.19333
152,3,0,0,690.5703992,675.5433428,15.02705634,13537.88859,13537.88859,0
153,1,329.7964823,356.7975,812.2467068,1117.191925,24.85126406,22388.52618,23958.82568,0
153,2,318.8986882,318.9973,1013.373338,1303.281315,28.99071088,26117.75755,25000,39333.95088
153,3,605.9140318,676.412,899.8844516,1473.031775,32.76670802,29519.55678,8924.626444,20594.93033
154,1,524.4797048,1136.443,1094.677064,1583.923345,35.23342445,31741.82383,25000,6741.823831
154,2,517.2411782,517.6962,1093.065889,1575.266216,35.04085181,31568.33496,25000,45902.28585
154,3,0,41.5867,224.7034829,219.8138555,4.889627328,4405.069665,25000,0
155,1,637.7728425,1246.3165,981.3839269,1583.923345,35.23342445,31741.82383,0,38483.64766
155,2,538.8302077,635.2016,1080.326562,1583.923345,35.23342445,31741.82383,25000,52644.10968
155,3,513.458741,513.8448,939.4215179,1421.26507,31.61518873,28482.15201,0,28482.15201
156,1,674.88766,950.2659,891.3363061,1532.142378,34.08158792,30704.13326,25000,44187.78092
156,2,526.7508653,1051.2649,1092.405904,1583.923345,35.23342445,31741.82383,25000,59385.93351
156,3,281.4118164,467.8313,752.1016458,1011.023843,22.48961878,20260.91782,25000,23743.06983
157,1,652.615696,1054.0853,966.5410733,1583.923345,35.23342445,31741.82383,21248.95985,54680.6449
157,2,0,1233.2751,1131.773001,1107.14522,24.62778113,22187.1902,25000,56573.12371
157,3,354.1007504,850.8347,761.2658734,1091.095851,24.27077255,21865.56086,0,45608.63069
158,1,149.972,149.972,788.1809806,917.7384397,20.41454095,18391.47833,25000,48072.12323
158,2,637.3062694,1131.0829,981.8504999,1583.923345,35.23342445,31741.82383,25000,63314.94754
158,3,226.821512,650.5467,697.7708644,904.472919,20.1194574,18125.6373,25000,38734.26798
159,1,247.0796,247.0796,818.1463383,1042.046245,23.17969349,20882.60675,25000,43954.72998
159,2,0,1051.9946,851.0875031,832.5675378,18.51996534,16684.65346,25000,54999.601
159,3,0,249.1122,614.9722426,601.5902289,13.38201369,12055.86819,0,50790.13617
160,1,0,0,670.4163306,655.8278339,14.58849667,13142.78979,25000,32097.51977
160,2,0,815.188,707.243133,691.8532721,15.38986092,13864.73957,25000,43864.34057
160,3,111.2142474,261.4611,673.8983094,768.0282296,17.08432715,15391.28572,25000,41181.42189
161,1,0,0,589.0846516,576.2659611,12.81869054,11548.36986,25000,18645.88963
161,2,0,390.9861,656.378461,642.0954333,14.28302766,12867.59248,25000,31731.93306
161,3,295.2132906,375.515,745.3632421,1017.933219,22.6433137,20399.38171,0,61580.8036
162,1,0,0,324.1244382,317.0713757,7.05306251,6354.110369,25000,0
162,2,248.2787885,343.8913,788.7585584,1014.471047,22.56629976,20329.99978,25000,27061.93284
162,3,0,0,645.4193927,631.3748382,14.04455445,12652.75176,25000,49233.55536
163,1,0,0,611.8091398,598.4959564,13.31318345,11993.85897,0,11993.85897
163,2,277.5388347,367.3865,810.8605211,1064.715401,23.68395526,21336.89663,25000,23398.82947
163,3,0,0,548.4756227,536.540599,11.9350237,10752.2736,25000,34985.82896
164,1,0,0,654.6179242,640.3732065,14.24471775,12833.07906,24826.93802,0
164,2,0,159.1447,770.779215,754.0067865,16.77242856,15110.296,25000,13509.12547
164,3,0,0,630.0098772,616.3006393,13.70923794,12350.66481,25000,22336.49377
165,1,0,0,677.1237204,662.3892685,14.73445185,13274.28094,4800.569063,8473.711879
165,2,0,90.0876,640.2147516,626.283452,13.93129962,12550.72038,25000,1059.845848
165,3,0,0,570.9050603,558.4819641,12.4230962,11191.97856,21893.28817,11635.18416
166,1,7.736463176,7.7366,835.2727925,824.6650759,18.34417981,16526.28812,25000,0
166,2,418.533121,833.5239,802.6589208,1194.618471,26.57357111,23940.15415,25000,0
166,3,0,0,681.7419234,666.9069778,14.83494558,13364.81584,25000,0
167,1,339.7701813,453.895,935.4848087,1247.50499,27.75,25000,25000,0
167,2,340.9949358,988.0428,934.2600542,1247.50499,27.75,25000,25000,0
167,3,0,0,639.7382703,625.8173391,13.92093122,12541.37948,5203.160702,7338.218774
168,1,252.0252981,477.7642,1023.229692,1247.50499,27.75,25000,25000,0
168,2,333.5803126,1062.7963,941.6746775,1247.50499,27.75,25000,25000,0
168,3,98.87659535,98.8771,802.0543903,881.3264085,19.60457716,17661.78123,25000,0
