h;Pfree1;Pfree2;Pfree3;Pfree4
4321;220.7199;235.2197;223.9075;231.8624
4322;222.724;232.747;223.023;229.5243
4323;213.9934;234.9102;223.6578;224.3743
4324;213.6549;234.8026;225.0237;223.8196
4325;220.9926;233.8167;230.0858;229.824
4326;218.2835;232.0417;226.5639;233.4284
4327;221.0828;230.1412;221.926;235.1393
4328;207.0441;226.1893;213.2431;234.5054
4329;215.3675;228.4081;227.0419;234.009
4330;208.0956;232.0501;230.5425;231.9763
4331;197.1724;231.684;220.5006;228.5553
4332;182.3319;229.1842;205.9288;224.732
4333;169.5042;214.7818;188.1697;221.0592
4334;152.8138;197.7157;162.8348;206.8405
4335;128.3818;174.7386;131.5733;186.023
4336;117.6529;160.1903;113.918;169.5273
4337;117.4246;151.3147;105.6486;156.9019
4338;110.8019;139.7734;96.589;132.8773
4339;136.747;155.7422;122.6427;144.5853
4340;176.6592;190.1689;162.2403;173.9776
4341;194.3503;202.1008;179.0137;198.7498
4342;193.2414;204.6336;176.1809;208.1314
4343;203.8857;226.3366;186.6823;227.9649
4344;220.8445;236.4132;199.4848;237.684
4345;216.237;191.1685;182.4496;116.763
4346;209.3353;183.3169;168.3156;80.535
4347;207.8889;200.757;163.5697;64.0471
4348;191.2192;178.1383;153.9295;62.2974
4349;181.9993;161.3509;149.1183;85.4641
4350;193.5366;157.9021;157.0888;97.2756
4351;193.993;160.364;155.87;99.1957
4352;193.6325;150.8279;157.3996;106.4578
4353;205.3868;147.8062;160.7887;102.6303
4354;204.5311;144.8572;128.2484;72.5674
4355;195.1043;142.713;114.0426;59.8722
4356;180.9398;138.1738;82.9485;62.9641
4357;166.3774;129.02;66.3372;51.3482
4358;143.1564;113.9611;44.3375;41.6839
4359;110.8115;84.7349;12.3599;32.0481
4360;111.1242;83.7235;27.9761;54.1906
4361;107.2587;88.6222;50.0892;66.0355
4362;106.7165;82.4604;72.7881;79.1908
4363;132.1401;121.0877;111.0394;140.1607
4364;158.0716;153.075;159.1949;181.1062
4365;162.4643;165.7744;147.5594;189.3963
4366;191.8765;195.5756;167.0956;201.7993
4367;210.3486;213.9619;182.5602;214.0029
4368;212.6128;212.0131;189.4412;211.4702
4369;203.8043;202.0396;192.7407;200.066
4370;200.377;198.1915;187.7287;195.4832
4371;199.7859;204.5507;178.3995;198.5743
4372;185.724;194.0266;163.6822;191.5708
4373;182.6642;184.5644;162.9917;190.1316
4374;189.3271;190.2186;171.9679;207.1524
4375;200.3204;190.7557;162.0361;210.1705
4376;208.8721;206.2486;165.5848;218.3671
4377;218.579;174.2428;160.9972;192.2104
4378;214.819;149.4727;122.4587;193.198
4379;208.8985;146.2795;86.9255;185.5366
4380;197.2646;137.4292;61.6724;177.0652
4381;191.785;111.3765;49.9631;167.6164
4382;176.713;111.736;36.5045;147.9815
4383;157.1758;105.9067;18.11;125.0202
4384;152.254;128.8099;28.15;129.0427
4385;163.422;135.7012;41.789;132.8728
4386;157.5977;112.5298;72.0702;125.6591
4387;175.1358;144.3255;143.9908;156.0139
4388;190.6731;171.5976;177.2341;181.3525
4389;202.1589;184.2318;189.9986;181.4707
4390;224.5159;200.5768;208.163;195.1627
4391;230.1294;204.429;219.5036;205.0387
4392;228.7729;196.2036;222.8817;212.7772
4393;218.4196;192.6961;213.7538;210.1293
4394;208.079;193.5574;209.6739;200.9721
4395;202.8409;207.657;222.3961;194.1224
4396;180.4288;201.9477;221.3625;181.3757
4397;169.3522;194.3725;215.1393;162.6415
4398;173.5461;180.523;209.4496;161.2793
4399;172.107;177.8977;209.0752;155.4875
4400;172.031;173.1841;189.2634;136.8973
4401;200.7562;177.6436;200.8321;126.2396
4402;188.3082;149.9408;182.6733;156.6412
4403;167.4969;131.5419;161.1487;166.4191
4404;160.4162;115.4921;146.5726;162.9515
4405;143.7144;105.9678;132.7656;161.4104
4406;122.5019;80.0592;113.7632;147.0888
4407;94.2649;59.1575;103.4534;124.9507
4408;94.3768;71.8359;118.5477;117.2971
4409;107.7759;80.293;126.9476;114.4387
4410;106.7451;72.2221;113.7528;103.4974
4411;135.4831;101.8377;142.4448;133.7047
4412;171.454;126.9868;164.2078;148.367
4413;171.6874;145.9407;176.5579;154.9285
4414;180.6823;175.8048;199.2961;172.111
4415;187.3243;190.5322;211.0332;184.0517
4416;196.0188;185.6639;210.4373;190.8299
4417;200.5883;184.2669;202.0741;185.2234
4418;198.8035;183.8495;205.0787;173.888
4419;190.7023;184.581;207.9922;173.3762
4420;175.3067;196.6557;203.5765;173.9375
4421;174.792;196.9823;191.9797;164.3942
4422;185.0027;192.2782;188.2453;173.0718
4423;175.3871;180.5471;198.2343;184.8904
4424;185.4666;163.6442;194.1094;177.9581
4425;163.1464;135.9432;179.1373;171.7655
4426;145.2756;123.0654;178.4931;153.54
4427;137.7676;104.9025;171.0982;146.0617
4428;123.3048;78.5001;168.3723;136.7849
4429;117.8205;63.2543;169.7666;128.5161
4430;123.8927;52.0879;165.8748;108.9951
4431;117.8482;39.6928;148.7897;80.6835
4432;123.3865;51.8267;148.1913;70.9753
4433;133.6681;74.5835;143.0521;69.7299
4434;121.0665;80.0633;125.8789;65.1582
4435;149.6392;114.4414;147.8784;106.4248
4436;167.8043;146.0179;172.7881;144.703
4437;171.8328;161.4837;182.4673;153.9297
4438;187.2032;182.6068;203.9593;168.993
4439;207.0477;198.5311;215.9907;173.908
4440;217.4104;190.3537;212.3743;171.3484
4441;211.6963;176.6967;200.6855;172.1736
4442;198.3338;165.3409;204.9101;183.6855
4443;196.6975;163.7725;197.8882;184.6013
4444;188.2459;161.5747;187.2256;167.8059
4445;176.0401;160.2721;181.9461;164.7431
4446;178.6604;166.2696;189.2259;164.3921
4447;167.2009;150.8481;186.3985;164.1562
4448;110.9888;141.0675;157.5609;143.6157
4449;84.0793;134.7329;143.195;131.5979
4450;93.6568;129.7672;130.4215;154.0761
4451;109.7623;108.1442;140.0022;151.0539
4452;120.5212;73.7557;144.063;156.3985
4453;139.3591;50.3558;138.9912;161.1285
4454;149.8131;23.7036;115.4273;157.1698
4455;144.3085;14.1925;83.7892;146.9485
4456;148.8343;32.9061;89.7359;154.8136
4457;151.1665;51.2449;101.6054;159.9448
4458;134.86;47.0259;94.9544;147.8692
4459;160.2628;83.3082;123.825;179.0461
4460;195.2675;126.1538;144.8818;195.6348
4461;199.5796;143.6188;146.2004;199.4467
4462;219.4114;173.7469;169.3053;214.083
4463;232.3955;176.716;190.2101;222.4705
4464;233.3256;165.9168;197.3596;221.8638
4465;233.204;150.4263;195.2435;214.1521
4466;232.3705;144.1192;191.4906;206.4705
4467;223.5184;143.4359;175.4401;202.6504
4468;213.6226;133.8601;181.7428;190.5901
4469;226.9212;144.4149;200.6523;182.1892
4470;232.4211;152.499;192.388;177.4452
4471;235.7155;138.7459;177.6643;196.258
4472;238.0744;131.6201;176.0719;187.8192
4473;238.6222;128.6025;170.518;192.9082
4474;237.7073;141.3232;150.511;184.4983
4475;233.9051;126.2581;134.6683;187.4327
4476;232.0585;109.4115;141.2509;191.6205
4477;230.1947;95.9833;130.2347;187.7695
4478;214.3521;71.089;103.2581;189.0654
4479;198.7306;44.7645;65.3906;161.2796
4480;199.8897;53.362;74.4566;145.9458
4481;192.6619;71.2081;81.9533;150.4826
4482;153.8136;69.9283;74.7219;133.2404
4483;159.5589;115.4532;112.9129;180.3194
4484;186.7628;145.0168;137.4646;217.8215
4485;198.1289;157.1647;147.684;226.0533
4486;212.5805;184.977;170.7592;229.5628
4487;217;203.8183;192.5713;229.846
4488;211.5161;208.4722;199.3262;230.071
4489;204.5173;203.9937;189.2449;225.6807
4490;196.9786;196.8586;183.0384;216.996
4491;201.1132;200.6793;177.0486;214.481
4492;207.2228;196.8281;178.0547;197.2205
4493;211.5324;190.0222;183.8233;182.1524
4494;206.5375;187.0357;181.2803;178.1577
4495;213.0084;197.4321;186.7144;161.6879
4496;230.3361;196.2203;189.3406;159.1082
4497;231.903;174.3627;173.3788;135.7802
4498;224.962;154.3669;158.5949;140.9493
4499;211.9069;136.6462;140.4055;141.3047
4500;198.6745;133.6004;120.1032;150.5191
4501;181.2152;127.5378;96.6689;154.997
4502;156.5735;112.3519;72.9327;124.6492
4503;115.6127;100.6007;52.9597;88.3076
4504;99.7904;93.5475;51.9625;80.7898
4505;88.3219;88.603;65.9587;65.2565
4506;49.7555;71.9871;65.022;60.6392
4507;84.5921;107.6159;99.791;125.8829
4508;127.8019;121.2685;137.5942;170.0481
4509;137.332;135.1715;153.0588;182.6125
4510;165.2015;162.4145;187.221;208.3455
4511;181.4463;179.5848;210.0055;216.8348
4512;183.3536;189.374;210.5461;207.1094
4513;168.6165;188.395;195.5375;188.4116
4514;149.0794;193.5051;179.8425;183.2532
4515;139.4047;190.3604;175.1953;195.7037
4516;122.9027;171.4468;163.8576;189.4907
4517;124.1833;176.6453;170.8695;183.7343
4518;131.5179;185.7347;163.3804;179.797
4519;167.8339;191.2183;166.9389;183.8678
4520;177.0506;198.6791;164.7901;174.9803
4521;159.0737;189.7285;161.716;163.3387
4522;122.5928;175.4963;145.3576;150.2246
4523;96.7975;160.6853;125.5852;151.4441
4524;80.8878;163.7799;107.8244;155.3509
4525;62.8732;158.4192;91.6313;152.2139
4526;21.6475;135.5128;61.2695;132.3317
4527;0;109.8317;31.281;106.8353
4528;0;105.9865;27.8769;106.5962
4529;0;113.6363;42.6022;115.8569
4530;18.5174;110.2818;63.6369;110.0474
4531;110.6783;158.4522;125.5046;147.0706
4532;160.9741;178.9392;169.2541;169.6886
4533;160.5951;182.3859;175.7983;181.1283
4534;170.2751;191.3347;179.8492;198.6828
4535;181.1745;193.2834;180.9224;203.1214
4536;180.401;191.3014;186.8704;200.6283
4537;161.8483;185.7368;182.3948;197.1067
4538;136.715;184.3486;173.7361;192.3381
4539;132.9732;181.2;161.4094;189.0535
4540;136.8055;164.9339;142.8379;185.4582
4541;136.1738;160.3949;142.3158;188.5456
4542;171.7635;157.136;160.6051;191.9085
4543;163.6183;176.7889;164.6689;196.9902
4544;167.1191;185.6796;168.234;197.342
4545;143.3708;176.0416;165.9244;186.4183
4546;118.4105;161.1609;155.8441;168.9563
4547;86.8935;142.3447;134.0211;172.0965
4548;74.2442;124.9331;117.4727;177.3128
4549;66.3275;107.2045;107.872;174.2818
4550;46.8674;98.1131;94.2057;162.8644
4551;30.3112;78.1238;75.1464;155.4037
4552;47.225;101.0109;75.5611;154.6891
4553;57.2398;105.5098;79.6758;163.1485
4554;69.0521;89.0497;100.5524;133.144
4555;143.089;131.9928;167.1556;163.6129
4556;180.6275;149.9837;207.245;179.2342
4557;194.5201;157.5028;215.4193;186.5007
4558;212.1835;168.5666;218.07;210.028
4559;206.2844;178.6623;216.5847;226.4998
4560;200.7209;180.1375;209.935;226.8489
4561;195.4763;176.4493;203.3946;223.9582
4562;193.2664;184.8099;198.9594;225.5787
4563;197.0676;184.3804;194.9602;222.082
4564;172.8685;158.5284;178.3731;210.6559
4565;165.6761;148.3467;158.8407;202.5351
4566;170.6171;161.1475;152.2153;204.9451
4567;162.2846;145.2401;146.7729;201.9414
4568;164.5573;169.0699;148.9744;203.7394
4569;140.8128;159.9333;136.4122;215.9449
4570;147.1578;139.2805;129.2671;220.8196
4571;145.0999;119.0428;116.1046;205.5318
4572;144.554;99.3129;99.635;186.9723
4573;128.7082;82.1508;86.2537;181.0531
4574;118.1409;60.9933;69.2514;167.1883
4575;106.4706;37.3915;45.0566;140.2159
4576;110.1725;32.7663;44.3613;144.9664
4577;103.5757;36.9336;42.3228;138.262
4578;101.1289;39.1321;42.5274;123.7471
4579;131.6733;88.4794;96.4183;157.2113
4580;163.5187;132.3411;147.5607;175.1838
4581;163.1147;140.7743;146.1904;171.9806
4582;180.7543;163.6022;137.7352;185.6521
4583;188.8925;179.3654;124.9459;201.1213
4584;189.8976;186.317;128.6963;204.5382
4585;178.1259;183.1916;127.5953;203.576
4586;189.2122;176.2486;128.942;203.0693
4587;182.5909;161.1531;140.0904;209.8581
4588;170.7652;147.1027;128.2053;197.2917
4589;161.3441;134.3102;121.9225;195.1924
4590;149.1095;129.9379;107.0351;195.3863
4591;147.255;125.8222;90.6143;195.4164
4592;151.855;117.103;79.159;204.5158
4593;159.5916;100.5054;58.7417;199.5543
4594;156.5033;111.6214;73.8796;187.835
4595;132.7765;102.9886;62.0754;160.3322
4596;104.724;100.7049;44.6003;163.7005
4597;83.3569;95.7579;29.0634;147.1232
4598;63.892;78.4207;0;116.6923
4599;39.8977;57.5544;0;81.0196
4600;51.6064;58.6011;0;76.2058
4601;71.1316;67.1287;22.8509;87.7204
4602;87.9644;67.1479;68.4176;84.5898
4603;132.3341;115.1455;127.3978;119.7112
4604;164.6719;134.8177;148.3305;158.0494
4605;171.3659;148.392;151.7785;164.1786
4606;176.2959;176.3415;143.0469;182.5905
4607;173.0455;188.5395;143.9178;194.8402
4608;156.7852;188.6794;145.0741;197.6016
4609;153.0832;179.7359;148.0194;189.6885
4610;146.3684;173.7278;142.2966;181.7181
4611;145.2278;158.8065;137.5504;178.9597
4612;135.1644;133.6957;126.7774;172.6567
4613;125.4398;133.4266;117.0691;176.2441
4614;134.778;126.1054;116.8816;167.4304
4615;119.5424;125.0608;95.6505;180.4255
4616;128.7117;112.7443;91.8687;190.752
4617;141.1952;96.8971;100.2796;181.178
4618;113.9747;116.0575;69.4171;167.1427
4619;73.9927;103.4279;39.8668;137.9547
4620;50.0398;98.4531;9.8892;115.8672
4621;33.9412;110.1835;0;110.2883
4622;10.7736;102.9089;0;86.7894
4623;0;95.2846;0;62.1277
4624;10.3187;102.7407;0;69.9758
4625;6.2038;109.9213;0;75.532
4626;14.8813;99.6726;0;81.683
4627;83.9167;118.6839;72.0193;133.7514
4628;125.7217;135.8213;124.0876;147.0442
4629;126.0353;155.9858;133.1247;158.9846
4630;142.9111;198.2287;153.1484;181.007
4631;150.9188;213.9583;168.3714;195.8862
4632;158.5068;201.8809;174.739;204.2644
4633;165.6043;182.2042;179.6989;204.2474
4634;169.4267;159.0075;172.4167;200.9998
4635;166.6027;150.5341;156.8132;201.6551
4636;132.0987;135.5353;113.9892;193.9482
4637;107.9532;137.7264;91.9846;178.3871
4638;92.4307;142.6852;87.9363;170.7435
4639;76.6396;129.3719;89.1786;164.6515
4640;87.9727;145.9587;118.6699;150.0633
4641;89.149;131.0947;84.7221;129.9806
4642;85.0156;149.0749;65.4546;140.6072
4643;83.1921;145.0739;50.5487;147.8924
4644;79.9269;159.3886;44.7673;127.1897
4645;77.37;152.5102;42.5559;105.0861
4646;71.5341;128.8982;33.7677;75.4448
4647;57.0438;96.5002;22.6852;51.2432
4648;67.7998;99.7051;32.2483;75.7024
4649;68.9185;97.0987;43.7377;86.5534
4650;62.8567;66.9816;58.9161;90.7684
4651;100.7009;97.8976;112.38;129.2793
4652;151.5597;136.4257;145.3089;153.8499
4653;158.2082;146.7628;139.132;159.804
4654;182.9286;165.0633;158.4442;179.8442
4655;203.9677;175.9605;176.4529;200.0291
4656;205.7559;174.977;187.7817;206.9711
4657;204.5421;164.233;183.5755;197.4763
4658;195.0142;156.4468;170.0594;184.007
4659;185.4235;171.2028;153.9766;186.741
4660;165.5464;166.7094;120.8313;173.325
4661;163.2901;151.5866;103.7625;174.7259
4662;166.9942;148.6546;99.0782;174.1375
4663;187.1852;154.1553;118.5066;184.6191
4664;199.4189;152.6535;138.0162;197.0805
4665;180.8236;143.254;117.8468;171.5472
4666;176.4493;146.6039;107.5;146.9034
4667;171.2976;134.302;99.2868;93.8154
4668;158.8747;119.3126;95.6847;57.9962
4669;156.0091;105.1646;90.8833;39.0421
4670;151.2465;85.0342;82.7993;15.283
4671;136.713;71.4921;73.4488;0
4672;158.3659;84.0456;75.2068;14.4175
4673;164.8048;86.9996;83.0482;53.5391
4674;168.9381;73.7585;99.55;77.7819
4675;184.3733;100.1533;144.207;137.5855
4676;204.1069;127.876;180.4767;164.6419
4677;215.7103;133.1014;176.8067;153.6747
4678;228.7133;159.81;174.7335;154.9075
4679;230.096;185.0752;171.7201;160.5004
4680;230.0848;194.0549;168.5446;166.4152
4681;224.31;187.7888;167.2645;168.2057
4682;220.1178;184.7673;166.2355;167.0384
4683;221.0998;185.5207;169.2891;160.7167
4684;210.3012;173.4477;169.4287;148.0015
4685;213.3964;185.0433;167.3488;141.0181
4686;222.5916;185.8513;172.4857;144.2991
4687;214.4109;185.4751;152.5822;130.476
4688;214.4776;182.826;145.1039;132.3765
4689;202.6627;146.8827;140.3306;122.3662
4690;205.0525;141.7226;139.1873;95.0306
4691;204.3886;132.3639;144.4445;64.0597
4692;201.7146;124.3019;147.2593;46.1378
4693;197.7907;116.7255;149.8253;34.2035
4694;189.7053;96.6022;138.0426;11.3833
4695;170.5911;66.7834;111.9627;0
4696;166.7029;72.8512;100.782;11.8174
4697;163.7869;76.9876;99.8737;36.3694
4698;155.3273;59.6914;86.8069;60.6838
4699;170.7928;82.778;117.2742;128.6827
4700;205.1641;114.0486;164.4363;171.1733
4701;215.4404;127.6732;178.3176;173.6781
4702;231.3541;158.737;205.7312;173.7445
4703;236.2606;181.9343;218.2375;172.8435
4704;235.9539;190.5952;217.4512;174.5046
4705;233.203;181.6739;217.3012;164.4404
4706;230.8084;159.5594;218.5123;158.2774
4707;225.2452;162.4658;213.4195;158.3887
4708;217.3077;139.8294;210.7669;144.0163
4709;196.0625;124.2514;202.5483;137.6322
4710;187.9787;115.5906;202.6956;139.3202
4711;177.8629;103.1074;203.9688;127.1866
4712;182.6374;101.1271;197.1751;127.1648
4713;175.1145;82.1068;202.861;101.5478
4714;181.6472;74.7351;202.5189;84.6089
4715;179.3947;66.4531;190.791;52.1387
4716;189.5791;52.6341;177.9948;47.5456
4717;193.7743;45.1313;169.6552;35.5216
4718;184.7828;39.8437;150.0646;6.3766
4719;177.7397;32.8302;131.6131;0
4720;180.3157;33.2758;132.9243;0
4721;178.0412;20.409;133.3662;0
4722;171.0217;0;112.3816;27.4567
4723;187.8512;26.8044;128.1634;125.9763
4724;206.9424;62.4198;150.7639;172.7546
4725;211.3002;80.3946;157.2466;173.4412
4726;229.1367;99.091;173.1691;189.5653
4727;232.7895;111.9557;185.6995;195.5371
4728;230.704;122.3267;186.148;193.8567
4729;224.4996;127.8542;184.5295;172.4932
4730;225.8314;135.7284;186.2553;140.7583
4731;232.0009;153.1654;191.6556;122.9564
4732;226.6219;136.9435;186.2119;103.543
4733;233.4017;120.1131;187.7447;82.1435
4734;233.3485;103.1086;186.1435;103.9098
4735;236.0211;93.4723;196.7494;133.6474
4736;234.8657;81.151;214.7185;136.9196
4737;234.3841;49.2258;202.8352;115.3745
4738;233.9622;27.2734;195.6216;110.0011
4739;233.5035;32.7816;173.0025;76.7119
4740;225.261;40.0597;149.8698;59.212
4741;216.4213;40.6509;132.3772;44.8592
4742;199.4958;31.9734;107.4871;19.2394
4743;199.6465;16.5375;79.2271;2.699
4744;195.9437;21.4203;69.3893;0
4745;186.3405;21.8746;72.5096;29.5198
4746;158.4561;0;64.0808;38.8867
4747;180.5225;17.5618;92.951;107.0628
4748;201.3326;72.9969;112.0921;162.7296
4749;214.1725;118.627;123.6222;184.2863
4750;223.3767;158.0466;145.4778;190.1595
4751;230.6118;178.1196;169.0939;191.4644
4752;233.1124;185.3173;179.2634;177.5162
4753;227.8986;187.9186;171.9457;160.6706
4754;225.4651;182.2012;164.8233;148.6921
4755;215.7774;168.9796;145.6639;142.0122
4756;211.7343;177.2434;125.6776;127.2301
4757;218.2858;169.0372;143.5718;126.9632
4758;218.7891;168.0046;158.8807;139.9651
4759;218.5788;155.4875;169.045;137.6614
4760;228.0127;151.1121;162.121;112.1974
4761;235.3667;139.198;159.3085;86.1722
4762;221.7415;141.8646;144.2714;72.4985
4763;203.4364;122.9131;116.8265;71.9445
4764;179.7946;106.6855;81.5551;66.3735
4765;161.5221;100.1076;56.9854;57.8623
4766;139.3015;96.7885;34.6394;36.8179
4767;105.436;78.5412;3.217;28.421
4768;109.5898;82.9265;11.5525;38.5124
4769;108.6532;79.0793;24.6627;51.9317
4770;113.3196;81.4255;41.1038;74.0458
4771;158.064;139.9414;94.5242;140.2484
4772;183.8037;168.7564;119.8594;186.3606
4773;188.8032;177.3618;126.5347;183.7867
4774;203.3883;191.2916;152.3131;174.6502
4775;221.8355;186.3714;180.3895;166.6368
4776;222.1716;189.5329;187.8046;157.2443
4777;203.3031;187.2595;164.6092;151.3362
4778;187.2238;177.3853;140.6506;154.8229
4779;176.5172;159.6087;127.3882;165.2737
4780;166.6264;131.6127;107.5301;150.1626
4781;157.6488;115.3027;87.2536;125.9766
4782;140.1084;131.7263;73.5979;116.9618
4783;126.6167;146.271;60.352;112.7595
4784;117.8629;131.9853;58.4814;102.6895
4785;119.378;123.3982;41.8501;101.5359
4786;113.292;111.3898;26.416;101.0717
4787;102.5059;93.2479;18.8979;96.8434
4788;98.4964;82.594;21.4333;98.104
4789;103.886;79.8343;10.476;91.0477
4790;101.308;74.7412;0;77.9236
4791;93.5338;64.4367;0;58.9311
4792;101.4962;66.0771;0;55.8735
4793;116.4744;73.8745;0;58.4981
4794;110.714;65.9752;46.5937;80.6515
4795;149.5846;112.9774;118.4355;154.6714
4796;178.0825;137.4559;164.0013;188.3887
4797;188.7396;145.7857;161.3804;191.1436
4798;208.6192;164.0131;178.4545;201.6834
4799;219.2254;174.5563;205.4427;208.7613
4800;220.5757;168.919;213.6967;210.2281
4801;211.5299;158.2375;199.216;205.9348
4802;198.6344;155.4232;178.1854;206.4841
4803;193.4161;159.4402;160.8964;210.1431
4804;174.668;139.7086;131.5843;202.3541
4805;175.5213;117.1205;130.5257;197.0455
4806;205.3577;123.019;151.2202;213.8761
4807;212.2027;99.98;149.9798;215.9334
4808;208.9924;79.5141;135.6841;224.0729
4809;196.4689;66.827;124.5899;215.368
4810;200.3134;54.8016;129.6424;215.65
4811;188.0675;42.8764;116.5774;210.6618
4812;182.7472;39.3324;82.4519;208.144
4813;169.7062;31.4716;64.8091;192.2927
4814;156.6748;14.0235;62.0329;173.565
4815;132.5428;2.539;47.3131;135.4733
4816;139.4446;14.2357;50.4437;136.5223
4817;132.4813;30.5655;72.8058;139.4552
4818;123.433;43.789;90.0551;123.6463
4819;129.5738;101.9278;126.9013;150.0226
4820;161.9397;141.7867;153.1502;166.0294
4821;163.9692;151.1329;163.7248;175.6399
4822;181.039;164.8785;191.1817;200.1851
4823;215.8101;165.3934;212.9149;221.9163
4824;207.6008;169.4535;217.1679;216.3829
4825;193.1676;173.2211;207.079;210.715
4826;178.0174;165.5611;190.6594;207.5349
4827;170.2888;153.6924;197.9542;210.3334
4828;157.7185;118.1436;174.1373;206.1034
4829;154.2469;90.3645;157.2583;197.7972
4830;159.1669;78.1825;134.8387;197.8459
4831;138.1849;101.6921;99.0405;192.2734
4832;122.5944;96.109;96.8475;191.0286
4833;133.4341;92.8956;69.6812;200.3893
4834;133.2157;66.5609;82.6345;188.9151
4835;126.6094;37.2035;81.3479;155.0155
4836;107.2958;4.6483;58.9465;125.0945
4837;85.9021;0;43.9957;107.1285
4838;69.3351;0;19.9993;90.2414
4839;55.0632;0;0;69.5313
4840;69.6778;0;0.7187;83.4148
4841;79.1748;2.2527;20.6962;96.6298
4842;93.4586;42.3904;47.1793;100.8019
4843;139.1107;120.6506;115.8897;121.1072
4844;179.9913;152.4091;155.9122;150.9703
4845;193.5704;148.087;148.1854;156.7594
4846;206.5468;150.5878;156.7659;186.7687
4847;204.1648;149.1315;163.9327;203.2782
4848;200.3709;149.5743;173.2691;199.6131
4849;195.0408;153.716;179.4349;184.0866
4850;189.649;142.9657;181.7911;171.3368
4851;178.554;127.182;181.6946;171.9652
4852;153.3807;97.3625;163.9179;165.6247
4853;150.9295;83.2144;148.3885;167.6394
4854;160.0392;78.2908;141.8046;152.6418
4855;159.1641;63.109;151.5477;139.3029
4856;178.9967;41.4241;168.844;108.1244
4857;169.7896;24.8779;172.1275;103.5877
4858;155.7894;17.285;149.539;102.0682
4859;138.7201;9.6424;135.1891;106.636
4860;138.8056;0;136.3867;107.3059
4861;136.1005;0;136.2107;101.0919
4862;124.6162;0;125.2465;84.6204
4863;111.6418;0;96.2312;59.1292
4864;115.486;0;97.1479;67.9831
4865;113.1966;2.6895;106.4968;81.8967
4866;104.0041;22.5664;99.8786;90.1482
4867;122.6305;101.6838;123.6502;136.6417
4868;165.062;151.0249;152.7474;161.3579
4869;186.3041;149.7346;164.2662;161.4908
4870;211.3963;138.9619;193.0085;170.3144
4871;224.7168;141.6653;209.5058;189.9828
4872;225.4383;153.1704;212.424;203.9476
4873;219.3792;158.5692;209.984;197.6986
4874;210.9988;155.908;203.7054;181.5729
4875;217.6439;143.0188;207.6679;178.2253
4876;213.2766;105.9684;203.1685;173.86
4877;201.3311;83.3508;193.1865;173.2702
4878;211.9042;85.4675;188.826;160.079
4879;200.9847;90.0898;186.2097;157.2414
4880;217.3579;93.9303;192.1506;147.8531
4881;215.784;114.237;198.4891;122.6443
4882;189.2267;101.4775;185.6026;104.4174
4883;169.3052;77.4801;166.1804;100.6198
4884;154.5037;58.8609;141.3159;86.9122
4885;147.3606;48.1909;122.1859;75.8617
4886;126.6428;41.2173;93.0565;60.1393
4887;105.4066;35.2347;58.7429;44.193
4888;116.1309;55.6518;62.3951;56.1976
4889;128.5491;66.6595;84.3736;72.2301
4890;127.7248;76.1946;97.165;76.3444
4891;145.5552;124.1863;143.1125;131.1189
4892;179.7116;156.174;180.3656;167.3364
4893;191.1283;173.0282;177.3712;180.7055
4894;217.7812;190.2174;188.9009;195.3895
4895;228.4159;188.7787;209.3984;200.705
4896;229.2947;186.4802;216.6027;192.6037
4897;226.4229;173.4119;210.8073;183.4769
4898;223.8212;153.1294;202.9565;176.1632
4899;223.1148;137.4102;198.6732;180.8024
4900;217.2895;110.7951;185.9527;164.0769
4901;218.7592;100.7566;179.5761;156.9265
4902;221.118;99.3288;173.7713;149.9615
4903;221.3488;91.3509;171.7777;145.9357
4904;220.4271;83.3347;181.0054;149.8536
4905;220.011;61.1366;170.8308;130.9943
4906;207.7497;74.5246;157.9386;136.8328
4907;200.9005;86.5482;139.5032;140.6113
4908;184.5637;88.786;110.3628;137.3144
4909;170.4251;100.7373;76.7105;136.3692
4910;158.0509;100.9159;42.2519;134.3997
4911;146.3005;96.1422;16.4432;122.8759
4912;146.0589;99.9442;25.7239;130.1436
4913;148.68;103.3531;52.1581;132.1748
4914;141.0326;84.8958;107.059;121.4322
4915;158.5234;123.58;154.4186;156.0129
4916;178.6463;158.0491;183.0193;177.5003
4917;193.7117;171.3487;190.2765;185.3995
4918;208.1757;186.8047;201.5308;209.2192
4919;212.1531;202.0898;198.0805;225.1091
4920;206.6995;209.1075;190.8137;226.711
4921;198.6463;203.8684;190.2847;212.2098
4922;193.7766;193.477;188.5102;188.7129
4923;198.643;184.7761;179.2771;163.7499
4924;193.5362;183.6318;166.726;151.4527
4925;190.048;193.98;160.6807;151.0981
4926;197.3314;184.2018;164.1942;154.8601
4927;191.6293;190.92;144.8346;160.3878
4928;191.94;192.7788;113.1278;153.0322
4929;189.7817;184.3889;116.5754;161.9002
4930;178.4266;166.3709;103.822;157.5676
4931;148.1646;157.9141;79.7648;150.6242
4932;124.6082;163.6653;70.5935;149.4175
4933;99.1577;165.0223;61.2458;142.4934
4934;70.8061;156.307;44.0874;126.8404
4935;43.4068;130.3064;32.7544;103.672
4936;52.5008;131.7843;54.4606;103.2759
4937;53.3533;131.947;74.1135;106.2763
4938;59.032;108.3782;85.2818;97.3596
4939;108.7263;128.836;136.0642;141.4111
4940;149.1825;157.4364;157.7572;174.1561
4941;153.9666;164.6848;149.5961;175.2976
4942;176.6028;188.3047;167.2948;189.4109
