h;Pfree1;Pfree2;Pfree3;Pfree4
1725;28.039;78.3177;9.798;116.9907
1726;67.6375;95.62;32.0653;159.9912
1727;61.0012;114.6602;67.1776;205.3728
1728;50.3558;150.5273;69.4669;206.1139
1729;21.1159;143.1475;62.8855;204.6435
1730;17.6099;118.8705;60.4234;197.4506
1731;21.2902;100.097;62.0884;184.6164
1732;15.81;54.5713;56.4032;153.608
1733;0;12.3043;43.6487;115.3468
1734;0;2.1556;54.6618;95.9921
1735;0;0;53.3462;93.6955
1736;0;0;17.8354;83.4693
1737;0;0;42.3662;133.352
1738;0;0;20.3439;106.167
1739;0;0;0;50.3861
1740;0;0;0;32.5586
1741;0;0;0;0
1742;0;0;0;0
1743;0;0;0;0
1744;0;0;0;0
1745;0;0;0;0
1746;0;0;0;1.7209
1747;0;0;39.1612;86.185
1748;21.4533;0;68.8835;137.5236
1749;36.5196;6.6022;53.0815;97.8247
1750;36.7796;31.1635;56.1015;97.686
1751;43.9389;18.9355;80.3512;166.0025
1752;21.1907;7.3975;115.9759;181.5405
1753;0;4.6053;112.667;172.6843
1754;0;0;99.8631;142.0046
1755;0;0;94.4669;130.4054
1756;0;0;59.3347;113.2141
1757;0;0;23.3997;96.0149
1758;0;0;10.4842;75.6478
1759;0;0;0.1993;56.4908
1760;0;0;0;15.0376
1761;0;0;0;39.8278
1762;0;0;0;11.206
1763;0;0;0;0
1764;0;0;0;0
1765;0;0;0;0
1766;0;0;0;0
1767;0;0;0;0
1768;0;0;0;0
1769;0;0;0;0
1770;0;0;0;0
1771;0;0;0;35.3555
1772;0;0;0;80.8463
1773;0;25.6783;0;83.6564
1774;0;41.464;0;116.9371
1775;0;48.6799;0;134.033
1776;18.2625;36.6835;0;136.8592
1777;17.6953;42.1659;0;135.2472
1778;5.762;42.3678;0;109.6
1779;0;33.3135;0;81.4547
1780;0;34.2295;0;51.6641
1781;0;0;0;40.1678
1782;0;0;0;4.168
1783;0;0;0;0
1784;0;0;0;16.0466
1785;0;0;0;7.8259
1786;0;0;0;0
1787;0;0;0;0
1788;0;0;0;0
1789;0;0;0;0
1790;0;0;0;0
1791;0;0;0;0
1792;0;0;0;0
1793;0;0;0;0
1794;0;0;0;0
1795;0;0;0;2.7002
1796;0;33.417;0;40.4691
1797;6.1439;50.5588;0;66.7092
1798;38.4809;56.3301;0;78.4013
1799;60.5698;66.4528;0;99.781
1800;59.5451;62.8662;0;121.0478
1801;40.6096;61.5389;7.1495;132.1922
1802;10.6327;62.5564;10.2227;123.6617
1803;0;69.9358;0;101.7542
1804;0;45.2395;0;63.7082
1805;0;28.2415;0;35.1514
1806;0;35.2363;0;72.3605
1807;0;24.7083;0;86.4074
1808;0;0;0;52.4323
1809;0;0;0;16.7444
1810;0;0;0;0
1811;0;0;0;0
1812;0;0;0;0
1813;0;0;0;0
1814;0;0;0;0
1815;0;0;0;0
1816;0;0;0;0
1817;0;0;0;0
1818;0;0;0;0
1819;0;28.4012;0;0
1820;0;87.0041;0;0
1821;0;109.5916;0;47.6362
1822;16.9888;103.7137;15.2747;85.5556
1823;0;94.9788;27.7231;106.7827
1824;0;102.2889;35.4961;125.704
1825;0;115.5253;33.2206;142.8962
1826;0.4297;112.7502;42.1321;168.5127
1827;0;104.7159;39.6683;175.1218
1828;0;79.5582;41.6767;164.8981
1829;0;51.5062;16.0553;124.8691
1830;0;33.5452;23.9581;111.9973
1831;0;15.6604;34.964;101.0452
1832;0;0;39.1774;108.6016
1833;0;0;21.6619;101.4073
1834;0;0;0;71.0674
1835;0;0;0;23.9605
1836;0;0;0;0
1837;0;0;0;0
1838;0;0;0;0
1839;0;0;0;0
1840;0;0;0;0
1841;0;0;0;0
1842;0;0;0;0
1843;0;3.901;14.9999;0
1844;0;69.9145;61.7777;42.3531
1845;0;87.4942;66.3587;96.3027
1846;0;97.957;93.2569;142.785
1847;18.6973;101.641;127.9115;165.0966
1848;71.0766;98.431;140.9023;176.4968
1849;46.0719;88.7587;129.9171;180.0844
1850;27.693;78.6105;109.6364;173.3746
1851;18.8049;49.1649;94.0469;164.7139
1852;0;0.3943;80.8456;159.9006
1853;0;0;73.9936;148.5478
1854;0;0;74.9111;167.0809
1855;0;0;64.3958;143.3796
1856;6.0502;0;50.7661;140.4281
1857;0;0;55.0378;82.9472
1858;0;0;28.8724;27.5585
1859;0;0;0;0
1860;0;0;0;0
1861;0;0;0;0
1862;0;0;0;0
1863;0;0;0;0
1864;0;0;0;0
1865;0;0;0;0
1866;0;0;0;0.9596
1867;22.1434;0;47.7976;51.3462
1868;43.0012;0;114.0445;113.9087
1869;48.2234;0;121.6517;123.1636
1870;72.4507;0;120.6903;153.682
1871;93.5026;26.5113;131.0998;194.1204
1872;129.9986;41.5392;139.7851;212.1782
1873;125.0062;30.8592;145.4745;216.6714
1874;117.2618;29.5488;162.2818;222.1999
1875;95.647;44.3893;178.5588;214.1796
1876;56.925;52.1085;173.5543;181.5368
1877;54.6766;55.3194;152.413;178.7144
1878;74.3229;60.9064;139.8777;172.0397
1879;68.9413;62.7549;144.8095;166.0225
1880;101.4979;57.5269;164.7384;171.1553
1881;70.4643;35.6153;148.135;145.7747
1882;37.8827;0;75.0638;64.1938
1883;17.452;0;2.3302;0
1884;9.0736;0;0;0
1885;0;0;0;0
1886;0;0;0;0
1887;0;0;0;0
1888;0;0;0;0
1889;0;0;0;0
1890;0;0;0;0
1891;0;0;0;27.8696
1892;99.6517;0;81.0859;129.5665
1893;108.8155;0;126.3509;143.3329
1894;143.9944;10.9477;181.7032;163.5554
1895;174.5562;74.9078;189.5381;165.7296
1896;181.417;93.6756;187.8461;157.2579
1897;169.7883;92.7283;170.2786;169.2422
1898;147.3418;98.1088;160.796;180.8392
1899;148.6284;76.4652;152.5051;182.4628
1900;138.4795;58.5915;112.6521;154.1158
1901;132.7968;50.2762;85.6064;127.2653
1902;123.3664;69.6153;79.2964;93.4644
1903;123.948;48.1537;91.1558;52.9825
1904;126.7373;8.0593;100.9088;12.5293
1905;105.9344;0;103.1194;4.3679
1906;85.974;0;79.7275;0
1907;70.9593;0;49.8502;0
1908;50.781;0;1.7114;0
1909;0;0;0;0
1910;0;0;0;0
1911;0;0;0;0
1912;0;0;0;0
1913;5.8;0;0;0
1914;6.6406;0;24.4849;0
1915;18.3297;22.4655;112.4234;23.0071
1916;36.7981;25.2727;126.0605;128.1002
1917;50.6002;31.587;130.2071;134.8511
1918;78.5121;44.9789;140.0618;143.8616
1919;88.462;57.6849;147.3128;153.892
1920;56.2216;75.9126;150.4908;184.9415
1921;36.1116;84.9288;145.9621;190.2454
1922;34.1917;85.5116;144.1858;168.0583
1923;35.1948;69.6781;123.4258;170.0421
1924;19.4944;42.8476;93.2806;163.6573
1925;21.196;18.2295;73.1266;79.1191
1926;34.8645;17.4488;32.0516;54.0922
1927;48.0622;11.6833;31.3166;36.6626
1928;29.1571;0.9781;29.4116;139.4087
1929;46.2507;0;32.5052;98.4878
1930;32.9147;0;10.99;66.8869
1931;0;0;0;14.9828
1932;0;0;0;0
1933;0;0;0;0
1934;0;0;0;0
1935;0;0;0;0
1936;0;0;0;0
1937;0;0;0;0
1938;0;0;0;0
1939;0;0;58.1932;0
1940;0;43.3548;125.7823;0
1941;22.3302;27.0987;155.345;0
1942;37.4733;49.9974;175.758;0
1943;46.4766;54.6225;199.9648;37.5118
1944;50.3227;52.7128;196.6111;112.6672
1945;33.7078;51.526;177.0806;117.5807
1946;9.4917;59.2156;161.9825;90.6022
1947;11.9403;53.3379;161.2703;65.0583
1948;3.3451;5.7502;138.8354;55.2922
1949;0;0;97.5187;54.0218
1950;0;0;106.5539;51.4775
1951;0;0;92.7668;43.9307
1952;0;0;59.2163;15.8928
1953;0;0;64.5619;14.2342
1954;0;0;26.8796;15.4082
1955;0;0;17.8111;0
1956;0;0;0;0
1957;0;0;0;0
1958;0;0;0;0
1959;0;0;0;0
1960;0;0;0;0
1961;0;0;0;0
1962;0;0;55.3214;0
1963;0;0;112.0811;0
1964;0;0;156.9001;0
1965;4.4389;0;149.5118;0
1966;22.9789;49.4445;152.7519;0
1967;27.8401;55.1811;167.2882;3.1274
1968;41.2052;25.5543;179.7614;58.0837
1969;43.0678;0;180.9507;130.0323
1970;38.5524;0;167.0305;170.0114
1971;26.4483;0;140.2089;177.2656
1972;5.8033;0;115.6808;147.9247
1973;0;0;102.1385;120.8653
1974;0;0;117.2525;137.8279
1975;0;0;124.3539;139.6761
1976;0;0;126.4106;86.9612
1977;0;0;143.1091;89.7157
1978;0;0;125.6973;72.5446
1979;0;0;93.1627;47.8858
1980;0;0;52.2447;0
1981;0;0;0;0
1982;0;0;0;0
1983;0;0;0;0
1984;0;0;0;0
1985;0;0;0;0
1986;4.8854;0;26.4547;0
1987;0;0;64.3966;0
1988;19.0434;0;100.8593;72.6145
1989;1.0995;0;150.0302;109.7932
1990;10.9057;0;192.1833;132.1315
1991;43.4491;0;208.9532;168.7859
1992;61.6626;0;212.6881;190.6504
1993;58.7137;0;221.4186;180.5345
1994;50.0298;0;220.027;162.4117
1995;37.4282;0;215.5136;164.8811
1996;45.6478;0;185.6904;156.5126
1997;35.4441;0;150.6919;139.9957
1998;40.4059;0;122.1248;124.7778
1999;54.6757;0;143.5572;134.3916
2000;92.758;0;148.1686;128.3823
2001;68.5739;0;121.6139;111.3215
2002;56.5399;0;89.4212;67.9856
2003;47.8954;0;40.1689;21.269
2004;15.028;0;0;0
2005;0;0;0;0
2006;0;0;0;0
2007;0;0;0;0
2008;0;0;0;0
2009;0;0;0;0
2010;0;0;0;0
2011;0;0;0;0
2012;0;0;41.1469;46.4601
2013;0;0;95.6138;91.7899
2014;0;0;120.6845;135.2377
2015;0;0;96.6184;150.3961
2016;0;0;97.1904;160.7272
2017;0;0;104.7862;147.3048
2018;0;0;78.8804;119.6129
2019;4.2786;0;52.3909;105.577
2020;6.9374;0;51.3517;96.6866
2021;0;0;48.029;88.3822
2022;3.4647;0;56.101;90.0268
2023;12.7414;0;104.8253;133.5287
2024;0;0;101.0546;136.9985
2025;0;0;86.2451;122.636
2026;0;0;33.7689;54.7279
2027;0;0;6.7709;0
2028;0;0;0;0
2029;0;0;0;0
2030;0;0;0;0
2031;0;0;0;0
2032;0;0;0;0
2033;0;0;0;0
2034;0;0;0;0
2035;83.7582;0;27.3323;0
2036;58.6533;45.5511;66.5821;40.0462
2037;58.3459;59.1805;68.9336;81.6481
2038;74.9814;59.8686;65.4374;122.5976
2039;82.576;78.1209;71.9749;144.6158
2040;87.4117;95.8783;79.2866;142.474
2041;107.666;89.1203;96.1018;145.1901
2042;119.9475;86.0311;127.8714;149.4791
2043;124.9006;74.908;121.8428;130.4356
2044;103.6602;56.6614;116.3744;89.9805
2045;87.1667;46.1981;105.7162;76.6232
2046;67.3279;49.0824;111.6646;75.7579
2047;64.1489;41.9887;122.8739;99.7261
2048;58.9545;50.8687;143.2076;108.8011
2049;58.9852;50.5045;127.903;98.4565
2050;39.3248;40.5189;80.6959;46.3624
2051;11.2602;22.8115;42.7079;6.391
2052;0;11.5579;2.8325;0
2053;0;0;0;0
2054;0;0;0;0
2055;0;0;0;0
2056;0;0;0;0
2057;0;0;0;0
2058;0;0;32.7347;0
2059;42.0143;25.1053;98.8114;0
2060;61.9128;54.4906;149.7811;47.0867
2061;86.9378;62.9279;165.6314;59.3806
2062;113.7954;85.3671;196.7038;113.6027
2063;148.3269;103.9639;219.5244;152.9971
2064;152.839;133.711;228.8539;181.6694
2065;137.8795;136.306;220.933;184.9298
2066;137.9137;115.8655;225.4386;188.9334
2067;99.9309;101.2234;222.4063;173.3305
2068;97.0669;84.4195;193.6159;132.6852
2069;64.6069;77.3847;180.5025;111.1562
2070;54.2158;89.8842;170.0263;116.5654
2071;48.4162;112.9263;191.02;123.0741
2072;77.6271;119.9073;197.0833;138.5747
2073;84.1075;115.8719;201.8597;127.343
2074;58.7259;91.2897;171.368;65.0657
2075;23.9723;55.0889;138.1054;12.8707
2076;0;23.4437;102.1941;0
2077;0;0;50.6917;0
2078;0;0;31.2417;0
2079;0;0;21.4963;0
2080;0;0;46.2545;0
2081;0;0;56.6681;0
2082;0;14.2295;73.8662;5.9227
2083;0;87.6273;132.2533;65.8248
2084;0.2888;124.5875;159.8007;92.5667
2085;26.9314;125.0463;196.311;108.233
2086;39.6988;125.2528;225.021;142.1466
2087;62.9689;135.4336;232.2879;171.345
2088;71.344;146.8036;231.7801;176.4725
2089;29.6847;140.8912;231.0103;164.9758
2090;8.7604;127.7939;229.7305;142.2077
2091;0;100.3403;205.3567;111.6757
2092;0;79.2798;182.7904;86.7758
2093;0;78.2746;183.48;82.8961
2094;0;80.2329;166.6128;52.8332
2095;0;77.7303;166.829;50.3111
2096;0;85.3618;171.0103;22.3441
2097;0;100.1395;177.1821;34.1911
2098;0;76.8459;159.6646;5.4958
2099;0;44.5767;135.9077;0
2100;0;12.7305;111.7679;0
2101;0;0;62.5689;0
2102;0;0;42.1561;0
2103;0;0;24.757;0
2104;0;0;50.033;0
2105;0;0;67.5731;0
2106;0;10.2315;62.3407;0
2107;0;67.2321;117.1701;7.6787
2108;0;100.8976;129.0271;70.4694
2109;11.1869;125.0291;143.7405;65.1902
2110;38.7396;138.3769;194.6016;103.0447
2111;53.715;153.4087;224.5003;129.3921
2112;54.3562;160.2651;227.7821;136.0133
2113;52.0705;149.1436;229.9197;121.1394
2114;26.7763;121.611;222.0117;110.2953
2115;14.7762;105.2524;201.1586;96.4225
2116;23.1715;78.7117;180.2721;71.5921
2117;17.5163;68.4655;148.0692;34.6718
2118;8.4092;81.6379;133.2775;1.456
2119;4.6852;93.73;121.7294;0
2120;23.6239;91.9699;189.9577;0
2121;15.5794;87.7648;185.0555;0
2122;0;54.4826;146.4604;0
2123;0;27.8484;122.6041;0
2124;0;0;85.1517;0
2125;0;0;18.3688;0
2126;0;0;0;0
2127;0;0;0;0
2128;0;0;0;0
2129;0;0;0;0
2130;0;0;43.2918;0
2131;0;55.8664;131.5199;19.3505
2132;0;78.9357;161.3599;66.4064
2133;0;104.5558;154.0716;69.8316
2134;44.3846;134.0663;137.1772;82.3793
2135;97.3262;141.328;141.9584;105.0927
2136;121.3782;142.1122;176.6257;146.754
2137;114.7631;137.5171;199.5295;156.6847
2138;88.9638;127.3947;198.51;134.2056
2139;61.4656;106.8863;168.0142;101.1287
2140;49.5364;91.2361;123.4155;71.6573
2141;35.4241;98.189;90.1975;27.9496
2142;53.0005;105.5164;70.9966;15.8168
2143;50.4068;91.483;52.5108;6.446
2144;0;89.452;51.8559;4.0982
2145;0;71.0442;53.4152;0
2146;0;30.0928;27.8703;0
2147;0;0;0;0
2148;0;0;0;0
2149;0;0;0;0
2150;0;0;0;0
2151;0;0;0;0
2152;0;0;0;0
2153;0;0;0;0
2154;0;0;0;0
2155;32.9373;11.3974;78.0265;76.1173
2156;86.7348;38.2552;136.723;115.0748
2157;117.0067;77.4489;146.4565;97.1178
2158;138.1295;119.8859;163.4722;113.3339
2159;147.8113;129.8579;183.1284;130.0428
2160;145.2097;125.6859;212.457;148.4654
2161;84.8833;66.9954;90.3778;27.3001
2162;65.0316;45.8797;73.9974;0
2163;49.9555;31.8361;75.9101;0
2164;33.1074;19.6665;45.6692;0
2165;12.4812;8.8037;23.2997;0
2166;1.4844;0;0;0
2167;11.7126;4.6223;0;0
2168;25.336;4.0754;0;0
2169;23.1769;0;0;0
2170;0;0;0;0
2171;0;0;0;0
2172;0;0;0;0
2173;0;0;0;0
2174;0;0;0;0
2175;0;0;0;0
2176;0;0;0;0
2177;0;0;0;0
2178;0;0;0;0
2179;47.4432;65.6483;35.067;0
2180;72.4513;79.1475;65.9442;26.8564
2181;69.777;103.1092;79.2754;56.8064
2182;75.5557;108.1254;100.6975;82.243
2183;60.5781;103.3345;121.4728;77.8602
2184;44.5053;101.5516;129.6925;75.0795
2185;19.4707;79.6216;106.5964;65.0585
2186;0;43.2854;72.2664;16.89
2187;0;33.4549;62.7942;25.4768
2188;0;12.9133;27.025;15.6727
2189;0;1.8244;0;0
2190;0;0;0;0
2191;0;15.1552;0;0
2192;0;0;0;0
2193;0;0;0;0
2194;0;0;0;0
2195;0;0;0;0
2196;0;0;0;0
2197;0;0;0;0
2198;0;0;0;0
2199;0;0;0;0
2200;0;0;0;0
2201;0;0;0;0
2202;0;0;39.3861;0
2203;36.1974;45.7556;74.6103;11.2583
2204;47.7148;63.2647;83.5152;15.7883
2205;57.2937;84.865;60.6951;20.4052
2206;69.2521;88.7914;68.5407;43.6256
2207;61.5784;78.2826;83.0389;34.3641
2208;50.8653;85.2381;96.2318;27.4193
2209;43.2801;100.3303;95.3409;15.4276
2210;27.5851;76.9357;88.6619;3.6016
2211;36.4147;98.7105;90.5497;15.2977
2212;20.9052;68.3788;73.3287;0
2213;0;36.3188;59.9439;0
2214;0;9.9328;66.519;0
2215;10.5049;19.6147;72.7432;0
2216;0;0;60.5521;0
2217;0;0;83.7235;0
2218;0;0;66.5412;0
2219;0;0;2.0765;0
2220;0;0;0;0
2221;0;0;0;0
2222;0;0;0;0
2223;0;0;0;0
2224;0;0;0;0
2225;0;0;16.823;0
2226;0;0;73.3509;0
2227;47.8053;40.5815;81.0926;0
2228;83.7599;78.6756;94.7749;0
2229;93.5391;94.3449;114.217;0
2230;94.2222;98.9877;134.4418;0
2231;96.5275;96.7892;138.1863;0
2232;115.2194;93.4646;134.7087;0
2233;114.6565;89.5012;128.5803;0
2234;81.5156;61.5478;95.5909;0
2235;79.2061;58.5786;87.4941;0
2236;65.5333;23.957;66.0931;0
2237;51.443;0;57.1158;0
2238;34.3918;0;52.4559;0
2239;35.6654;0;80.4003;0
2240;26.62;0;83.3751;0
2241;0;0;83.1958;0
2242;0;0;64.4048;0
2243;0;0;36.1831;0
2244;0;0;0;0
2245;0;0;0;0
2246;0;0;0;0
2247;0;0;0;0
2248;0;0;0;0
2249;11.3917;0;0;0
2250;82.5179;52.7485;31.963;0
2251;118.502;115.3334;89.0736;0
2252;134.0734;132.5433;88.8681;0
2253;147.2065;148.6206;90.2946;0
2254;161.3194;163.3797;90.154;0
2255;167.8929;152.8612;81.3238;0
2256;161.3757;132.5433;66.7341;0
2257;146.3663;108.8322;59.7259;0
2258;121.0411;69.1411;50.2867;0
2259;116.9855;73.6046;39.3041;0
2260;113.2441;67.4393;31.4636;0
2261;113.7306;57.8092;65.8843;0
2262;113.8056;34.4333;60.0115;0
2263;118.2305;30.6558;64.2107;0
2264;112.8337;14.7976;42.2157;0
2265;107.6581;0;32.0083;0
2266;95.1292;0;0;0
2267;58.2964;0;0;0
2268;29.7667;0;0;0
2269;10.3843;0;0;0
2270;3.0568;0;0;0
2271;0;0;0;0
2272;6.1676;0;0;0
2273;59.1126;0;0;0
2274;101.0551;29.699;0;0
2275;124.5039;102.0687;47.7435;0
2276;137.8524;142.2325;48.4153;0
2277;153.1783;156.8557;56.8224;0
2278;162.5404;166.9938;59.5764;0
2279;158.9916;152.0728;50.5138;0
2280;153.5598;145.8636;38.539;0
2281;136.1734;132.5716;29.6248;0
2282;112.2512;96.6889;3.8356;0
2283;104.7445;72.9714;4.9579;0
2284;95.3665;42.6967;0;0
2285;118.3455;51.1493;0;0
2286;120.6295;33.5551;0;0
2287;140.6294;45.7334;0;0
2288;144.7115;0;0;0
2289;136.5712;0;0;0
2290;115.5088;0;0;0
2291;63.7561;0;0;0
2292;0;0;0;0
2293;0;0;0;0
2294;0;0;0;0
2295;0;0;0;0
2296;0;0;0;0
2297;26.7181;0;0;0
2298;68.4224;4.0684;0;0
2299;137.7278;96.2416;55.712;0
2300;161.9376;139.1985;81.2011;0
2301;159.8902;155.0271;93.058;1.3795
2302;165.8859;165.0262;81.6835;28.1371
2303;164.6698;164.2509;57.5689;24.2066
2304;158.4486;156.8666;51.6863;33.6878
2305;138.0091;142.9139;57.9161;37.8083
2306;113.3038;116.3862;53.24;0
2307;127.1164;120.0448;65.9344;2.8806
2308;112.5008;106.5625;45.4781;0
2309;92.47;96.3274;24.7294;0
2310;86.2305;62.7076;0;0
2311;90.0664;73.3915;0;0
2312;109.1741;48.352;0;0
2313;94.9;19.7353;0;9.2932
2314;62.1725;0;0;0
2315;10.4662;0;0;0
2316;0;0;0;0
2317;0;0;0;0
2318;0;0;0;0
2319;0;0;0;0
2320;0;0;0;0
2321;0;0;0;0
2322;52.6096;61.9985;0;19.5458
2323;116.7662;94.4876;23.9218;81.0694
2324;134.5558;107.2939;56.1366;118.3406
2325;146.9324;119.27;62.5693;138.0029
2326;153.1438;137.3902;86.8748;140.5855
2327;147.2903;151.388;98.072;127.3935
2328;144.4587;154.1796;103.6504;129.3982
2329;133.5695;135.3072;90.9275;115.3468
2330;110.8873;106.9051;64.8741;87.5392
2331;111.6394;104.9191;74.915;75.0007
2332;96.293;90.0053;58.2418;67.4845
2333;81.3811;54.8243;40.6442;64.7891
2334;85.9025;37.5773;0;62.2603
2335;88.444;34.8467;0;56.2654
2336;93.6553;25.035;0;33.1877
2337;48.2567;4.0474;0;0
2338;14.785;0;0;0
2339;0;0;0;0
2340;0;0;0;0
2341;0;0;0;0
2342;0;0;0;0
2343;0;0;0;0
2344;0;0;0;0
2345;0;0;0;0
2346;0;2.8376;0;0
2347;36.9992;78.9149;0;23.8963
2348;74.3908;126.7618;2.0334;49.9283
2349;84.9602;127.6234;33.7507;51.337
2350;94.6697;124.4437;68.5465;80.2182
2351;96.4872;111.2426;83.3308;97.1176
2352;84.1666;94.6335;76.2613;99.928
2353;62.5834;66.8466;61.3285;73.8458
2354;36.9529;34.2417;35.3274;21.5116
2355;42.1646;43.0776;19.48;21.9574
2356;13.3868;36.3596;0.3841;11.0317
2357;7.3756;19.5904;0;0
2358;0;0;0;0
2359;15.8753;13.9259;0;0
2360;20.8936;12.4105;2.0516;0
2361;0;0;0;15.1222
2362;0;0;0;0
2363;0;0;0;0
2364;0;0;0;0
2365;0;0;0;0
2366;0;0;0;0
2367;0;0;0;0
2368;0;0;0;0
2369;0;0;0;5.6467
2370;52.0088;0.4455;0;31.7888
2371;109.3891;41.5572;24.1039;69.281
2372;140.0269;78.9876;44.5097;94.8091
2373;154.8529;98.2999;67.0634;103.4206
2374;153.367;113.0833;58.5797;100.2971
2375;152.0293;107.4886;65.6542;109.4075
2376;147.0608;97.8792;75.0744;125.6908
2377;149.0113;91.3918;63.3488;122.777
2378;124.3132;65.6886;30.0551;103.8287
2379;115.5747;72.9031;34.784;106.1396
2380;98.9683;78.7405;12.781;102.7022
2381;87.2749;81.4606;3.674;99.9823
2382;79.6079;74.0284;2.6476;79.3415
2383;89.939;67.7451;0;71.702
2384;120.1673;70.9459;0;51.8812
2385;96.6007;21.7303;0;60.7737
2386;54.3569;9.8137;0;43.9132
2387;3.3251;0;0;9.2276
2388;0;0;0;0
2389;0;0;0;0
2390;0;0;0;0
2391;0;0;0;0
2392;0;0;0;0
2393;26.2771;0;0;1.5638
2394;68.285;7.9689;0;42.8126
2395;108.5346;53.1178;16.3321;71.5868
2396;128.7743;64.1365;53.049;100.5217
2397;141.1043;73.2631;77.9149;130.7704
2398;141.5276;86.4948;90.2137;138.1811
2399;139.1163;102.9654;84.6316;144.1518
2400;131.4202;106.2828;67.7105;135.1166
2401;118.261;84.1585;53.2128;120.2576
2402;122.7602;66.1029;36.3649;98.1788
2403;141.247;70.8151;36.5989;98.2502
2404;122.4781;43.9201;35.0352;98.7029
2405;96.289;38.8744;24.574;83.3558
2406;73.7191;45.7964;10.255;61.934
2407;99.8197;75.5324;21.8483;61.7015
2408;72.111;35.3176;0;30.0014
2409;66.9165;35.8684;0;33.3836
2410;31.2374;19.8961;0;14.963
2411;0;0;0;0
2412;0;0;0;0
2413;0;0;0;0
2414;0;0;0;0
2415;0;0;0;0
2416;0;0;0;0
2417;0;0;0;0
2418;63.2374;34.4061;0;14.4098
2419;104.0982;100.212;31.4773;82.1878
2420;108.2746;118.3;71.9233;129.9598
2421;116.3514;144.8336;125.0501;139.3236
2422;126.9025;153.8946;153.9961;145.7653
2423;131.7523;159.7849;161.8043;143.0176
2424;130.9252;157.4428;153.3616;146.5471
2425;101.9338;136.0711;143.3202;138.5153
2426;37.9854;97.3828;132.6604;118.4697
2427;35.124;88.5434;149.1685;115.7361
2428;34.5897;71.1402;148.2925;101.0828
2429;35.9191;68.3714;153.8908;102.742
2430;10.4442;58.2726;136.3198;105.8873
2431;0;46.6755;138.419;98.1726
2432;0;42.1185;101.5113;90.7407
2433;0;20.9043;64.3987;72.2483
2434;0;0;34.1137;48.715
2435;0;0;0;15.2174
2436;0;0;0;0
2437;0;0;0;0
2438;0;0;0;0
2439;0;0;0;0
2440;0;0;0;0
2441;0;0;9.208;11.8014
2442;3.9328;3.356;54.745;41.0721
2443;77.043;89.0091;108.8793;104.5348
2444;96.7169;142.7013;137.0775;143.3713
2445;100.972;141.1249;156.3803;145.5204
2446;108.2467;135.0351;169.8365;144.4985
2447;89.1621;139.4026;173.1565;137.0188
2448;71.5375;149.9422;165.8881;126.7606
2449;31.8673;143.2313;150.193;124.9671
2450;0;107.6936;121.6317;111.6069
2451;0;74.6358;138.448;129.8176
2452;0;60.2659;142.4538;124.5767
2453;0;60.3971;139.4849;106.529
2454;0;38.7741;123.3572;85.1835
2455;0;55.8189;135.6296;87.0712
2456;0;44.845;103.7689;62.4136
2457;0;42.2754;39.7672;60.5214
2458;0;15.3364;1.1646;39.1871
2459;0;0;0;11.0245
2460;0;0;0;0
2461;0;0;0;0
2462;0;0;0;0
2463;0;0;0;0
2464;0;0;0;0
2465;0;2.4617;0;0
2466;0;61.9033;59.821;40.0935
2467;39.952;92.3565;89.8517;99.4642
2468;58.0552;113.5705;109.108;105.2782
2469;71.5044;147.418;135.5383;113.2036
2470;94.8174;169.3809;164.6832;124.2151
2471;106.1697;169.6268;168.1772;121.2295
2472;112.0961;154.1773;153.8902;117.7321
2473;95.5098;131.4541;128.8558;96.0798
2474;29.4325;91.7103;88.3848;67.4727
2475;38.2185;97.9234;105.8594;46.1796
2476;16.7316;101.5102;93.2563;31.7374
2477;7.4655;102.4223;76.0357;23.9593
2478;0;88.0291;67.003;45.9708
2479;15.9477;105.3638;56.1515;48.6357
2480;2.277;127.1634;39.8894;12.7573
2481;0;85.6708;0;14.9686
2482;0;51.6389;0;0
2483;0;0;0;0
2484;0;0;0;0
2485;0;0;0;0
2486;0;0;0;0
2487;0;0;0;0
2488;0;0;0;0
2489;0;14.0596;0;0
2490;50.5557;71.4671;0;0
2491;108.4644;109.3907;76.9584;49.1845
2492;127.063;145.758;110.0572;63.387
2493;136.292;164.9132;139.3005;77.7244
2494;135.3735;169.9617;158.3464;93.7533
2495;147.5585;166.7808;164.866;97.0681
2496;151.5304;157.7736;155.9052;93.7229
2497;123.6997;136.5016;124.5875;91.4898
2498;81.6996;113.44;72.5386;63.5721
2499;80.6847;116.5815;78.5252;52.7629
2500;90.8407;107.2507;65.4541;54.0156
2501;68.5977;91.6984;59.5428;38.8603
2502;60.7681;88.7281;37.8968;29.1535
2503;58.6443;108.3197;16.5062;26.3356
2504;69.7827;122.8009;0;3.989
2505;63.8722;100.3457;0;0
2506;36.7867;64.4497;0;0
2507;0;17.222;0;0
2508;0;0;0;0
2509;0;0;0;0
2510;0;0;0;0
2511;0;0;0;0
2512;0;0;0;0
2513;0;4.5602;0;0
2514;45.4006;50.8218;0;9.7675
2515;93.9742;83.9505;54.17;101.4711
2516;110.7617;98.7321;107.8723;124.1383
2517;136.4455;133.6282;125.507;126.5754
2518;147.5539;156.4882;134.4783;130.7284
2519;142.7164;159.0609;125.9017;139.0897
2520;132.2176;152.7258;106.5973;142.5985
2521;112.9308;131.6017;82.9903;115.6085
2522;85.1523;98.2499;49.6431;70.6199
