h,s,p_grid,omega,p_wt,p_el,p_comp,m_in,m_out,m_tank
15,3,171.8271631,171.9145,1012.220872,1158.282731,25.76530438,23211.98593,24953.84445,18262.20699
16,1,0,0,909.5029127,889.7118074,19.79110533,17829.82462,25000,59251.91844
16,2,0,160.91,695.0933189,679.9678423,15.12547667,13626.55556,25000,31109.86985
16,3,86.17343798,96.8899,936.4469001,1000.367758,22.25258055,20047.36986,25000,13309.57685
17,1,0,0,1061.338516,1038.243414,23.09510179,20806.39801,25000,55058.31645
17,2,0,0,903.5579754,883.8962341,19.66174139,17713.28053,25000,23823.15038
17,3,236.4134514,406.8043,989.2016011,1198.945235,26.66981739,24026.86251,25000,12336.43936
18,1,0,0,1079.652757,1056.15913,23.49362616,21165.42897,25000,51223.74542
18,2,0,0,869.1828168,850.269091,18.91372577,17039.39258,25000,15862.54296
18,3,0,0,966.3633555,945.3349468,21.02840869,18944.51233,25000,6280.951694
19,1,0,0,1047.578863,1024.783176,22.79568689,20536.65485,25000,46760.40028
19,2,0,0,878.7714246,859.6490473,19.12237727,17227.36691,25000,8089.909872
19,3,0,0,1130.999751,1106.388796,24.61095493,22172.03147,25000,3452.983166
20,1,291.9317454,292.094,1197.549215,1457.069328,32.41163295,29199.66933,25000,50960.0696
20,2,0,0,930.0017568,909.7645894,20.23716743,18231.68237,25000,1321.592243
20,3,0,0,1099.117629,1075.200441,23.91718869,21547.01683,25000,0
21,1,196.6331919,197.109,1198.872048,1365.138552,30.366688,27357.37658,25000,53317.44618
21,2,168.3158732,168.4014,1039.524433,1181.557273,26.28303261,23678.40776,25000,0
21,3,0,0,1098.258651,1074.360154,23.898497,21530.17748,10696.48768,10833.6898
22,1,356.2468028,868.5852,1264.263344,1585.247273,35.26287443,31768.35534,25000,60085.80153
22,2,425.5593979,785.4373,1194.950749,1585.247273,35.26287443,31768.35534,25000,6768.355343
22,3,0,0,1066.516364,1043.30859,23.2077736,20907.90414,25000,6741.59394
23,1,452.899568,1048.2211,1167.610579,1585.247273,35.26287443,31768.35534,25000,66854.15687
23,2,0,852.8361,1223.343859,1196.723464,26.62039542,23982.33822,25000,5750.693561
23,3,0,0,931.3649375,911.0981068,20.26683073,18258.40606,25000,0
24,1,361.2936604,1189.9621,1259.216487,1585.247273,35.26287443,31768.35534,25000,73622.51221
24,2,0,1068.9152,1363.517588,1333.846962,29.67062537,26730.29312,25000,7480.986686
24,3,0,0,858.7312343,840.0449387,18.68629563,16834.50057,10464.15592,6370.344652
25,1,379.5930569,1048.3489,1240.91709,1585.247273,35.26287443,31768.35534,25000,80390.86756
25,2,0,1353.9905,1386.304054,1356.137587,30.16646694,27176.99724,25000,9657.983927
25,3,0,0,950.3024378,929.6235204,20.67891744,18629.65535,25000,0
26,1,426.871489,512.6514,1091.926174,1485.748088,33.04957477,29774.39168,25000,85165.25924
26,2,0,1113.9773,1391.250813,1360.976703,30.27411016,27273.97312,25000,11931.95705
26,3,0,0,683.9580964,669.0749261,14.88317029,13408.26152,0,13408.26152
27,1,237.9146329,367.3211,980.2188946,1191.626511,26.50701676,23880.19528,25000,84045.45451
27,2,0,1145.5201,1399.880559,1369.418663,30.4618965,27443.15,25000,14375.10705
27,3,0,0,749.3090713,733.0038406,16.30523063,14689.39697,18431.20179,9666.4567
28,1,403.7962225,698.8044,1057.742787,1429.735403,31.80360621,28651.89748,25000,87697.35199
28,2,224.2650413,957.8895,1242.115264,1434.471351,31.90895453,28746.80588,25000,18121.91293
28,3,0,0,782.1671043,765.1468713,17.02023306,15333.5433,25000,0
29,1,0,0,1071.905161,1048.580125,23.32503574,21013.54571,25000,83710.8977
29,2,0,1314.1093,1233.482788,1206.641766,26.84102211,24181.101,25000,17303.01393
29,3,0,0,843.2282806,824.8793347,18.34894587,16530.58187,0,16530.58187
30,1,211.2520091,211.757,1186.672451,1367.505129,30.41933109,27404.80278,25000,86115.70048
30,2,0,1570.3795,1294.254022,1266.090596,28.16342566,25372.45555,25000,17675.46947
30,3,0,0,711.0203378,695.5482836,15.47205424,13938.7876,8112.974401,22356.39507
31,1,348.9488291,607.0307,1271.561318,1585.247273,35.26287443,31768.35534,25000,92884.05583
31,2,0,596.8596,907.9687354,888.2110143,19.75772109,17799.74873,25000,10475.2182
31,3,0,0,749.0352554,732.7359831,16.2992723,14684.0291,25000,12040.42417
32,1,251.6100183,1390.6829,1368.900129,1585.247273,35.26287443,31768.35534,25000,99652.41117
32,2,0,491.2723,740.9120189,724.7895111,16.1225078,14524.7818,25000,0
32,3,0,0,921.5845577,901.5305515,20.0540062,18066.67225,25000,5107.096423
33,1,300.7313721,1264.9524,1319.778775,1585.247273,35.26287443,31768.35534,25000,106420.7665
33,2,0,1524.4976,1337.791335,1308.680522,29.11081301,26225.95767,25000,1225.957668
33,3,242.7216294,355.7826,927.7859898,1145.036959,25.47066013,22946.54066,25000,3053.637083
34,1,170.3354346,1951.8497,1450.174712,1585.247273,35.26287443,31768.35534,25000,113189.1219
34,2,0,1640.3083,1400.692984,1370.213409,30.47957515,27459.07671,25000,3685.034377
34,3,38.63702103,38.7294,1080.851332,1095.12789,24.36046284,21946.36292,25000,0
35,1,155.593552,1778.0603,1464.916595,1585.247273,35.26287443,31768.35534,25000,119957.4772
35,2,0,1641.492,1466.426634,1434.516672,31.90996265,28747.7141,25000,7432.748476
35,3,411.5157485,748.4447,976.7190527,1358.02632,30.20848068,27214.84746,25000,2214.847463
36,1,202.8465318,1510.6591,1417.663615,1585.247273,35.26287443,31768.35534,25000,126725.8325
36,2,0,1688.9684,1478.961147,1446.778429,32.18271809,28993.43972,25000,11426.18819
36,3,422.7999656,674.2966,1197.710181,1585.247273,35.26287443,31768.35534,8253.314595,25729.88821
37,1,312.8220445,1395.3237,1307.688103,1585.247273,35.26287443,31768.35534,25000,133494.1879
37,2,0,1677.731,1463.562556,1431.714916,31.84763928,28691.56692,25000,15117.75512
37,3,276.5660997,276.7139,1199.089898,1443.5452,32.11079686,28928.64582,25000,29658.53403
38,1,446.9362386,701.9526,1173.573908,1585.247273,35.26287443,31768.35534,25000,140262.5432
38,2,0,1269.8177,1413.222365,1382.470146,30.75221891,27704.70172,25000,17822.45683
38,3,345.0922798,399.4959,1275.417867,1585.247273,35.26287443,31768.35534,25000,36426.88937
39,1,424.8332321,578.9313,1195.676915,1585.247273,35.26287443,31768.35534,25000,147030.8986
39,2,217.217407,825.1571,1403.29274,1585.247273,35.26287443,31768.35534,25000,24590.81218
39,3,177.4440718,177.8735,1160.494147,1308.82421,29.11400925,26228.83717,25000,37655.72654
40,1,205.1263161,205.6227,1196.766164,1371.386804,30.50567662,27482.59155,25000,149513.4901
40,2,219.6185712,444.6685,1400.891576,1585.247273,35.26287443,31768.35534,25000,31359.16752
40,3,0,0,730.8264286,714.9233868,15.90304179,14327.06467,25000,26982.79121
41,1,51.75797184,51.8832,1077.015889,1104.211342,24.56251878,22128.3953,25000,146641.8854
41,2,248.6792743,494.7932,1371.830873,1585.247273,35.26287443,31768.35534,25000,38127.52286
41,3,0,0,767.654806,750.9503657,16.70444031,15049.04533,25000,17031.83654
42,1,0,0,1041.298325,1018.639305,22.65902016,20413.53168,25000,142055.4171
42,2,217.2896231,612.4489,1403.220524,1585.247273,35.26287443,31768.35534,25000,44895.87821
42,3,0,0,774.3671241,757.5166214,16.85050273,15180.63309,25000,7212.469629
43,1,0,0,1000.387732,978.6189406,21.76879116,19611.52357,25000,136666.9407
43,2,367.5023845,399.3913,1253.007763,1585.247273,35.26287443,31768.35534,25000,51664.23355
43,3,0,0,907.3454746,887.6013159,19.74415871,17787.53037,25000,0
44,1,0,0,729.3204356,713.4501648,15.87027084,14297.5413,25000,125964.482
44,2,209.2679962,209.3743,1146.224974,1325.996964,29.49600686,26572.97915,25000,53237.2127
44,3,169.0910211,169.4952,1120.691997,1261.716883,28.06613503,25284.80634,25000,284.8063378
45,1,0,0,914.9204759,895.0114825,19.90899342,17936.03011,25000,118900.5121
45,2,295.0659859,295.8474,1212.70552,1474.961864,32.8096417,29558.23576,25000,57795.44846
45,3,342.9579561,408.2548,1277.552191,1585.247273,35.26287443,31768.35534,25000,7053.161681
46,1,531.3812802,615.3411,1078.837724,1575.180069,35.03893552,31566.60857,25000,125467.1207
46,2,0,718.0779,1220.649177,1194.087418,26.56175817,23929.51187,25000,56724.96033
46,3,0,297.8372,1187.035534,1161.205221,25.83031342,23270.55263,25000,5323.714309
47,1,386.600564,920.1767,1233.909583,1585.247273,35.26287443,31768.35534,25000,132235.476
47,2,0,948.6851,1209.728238,1183.404124,26.32411469,23715.41864,25000,55440.37896
47,3,306.3186181,404.5989,1314.191529,1585.247273,35.26287443,31768.35534,25000,12092.06965
48,1,287.2888202,1352.7025,1333.221327,1585.247273,35.26287443,31768.35534,25000,139003.8313
48,2,0,1146.8577,1212.197204,1185.819364,26.37784025,23763.82005,25000,54204.19901
48,3,150.5059386,430.1715,1292.293372,1411.403487,31.39582373,28284.52588,25000,15376.59554
49,1,458.4910496,842.0359,1162.019097,1585.247273,35.26287443,31768.35534,25000,145772.1867
49,2,0,1624.991,1368.900129,1339.112377,29.78775137,26835.81204,25000,56040.01105
49,3,0,0,1019.196584,997.0185053,22.17807844,19980.25085,25000,10356.84638
50,1,115.4808,115.4808,964.7812363,1056.755152,23.5068843,21177.37325,25000,141949.5599
50,2,0,1610.7615,1466.899511,1434.979258,31.92025262,28756.98434,25000,59796.99539
50,3,0,75.5393,1086.125066,1062.490601,23.63446591,21292.31164,25000,6649.158018
51,1,26.21400043,26.2273,998.2454769,1002.166876,22.29260087,20083.4242,25000,137032.9841
51,2,0,1667.3825,1429.181981,1398.082475,31.09950581,28017.5728,25000,62814.56819
51,3,0,131.109,1051.654021,1028.769657,22.88436377,20616.54393,25000,2265.701951
52,1,320.7064,320.7064,1087.515414,1377.578409,30.64340515,27606.67131,25000,139639.6554
52,2,0,246.7743,723.2508267,707.5126326,15.73819401,14178.55316,25000,51993.12135
52,3,152.482126,426.707,1267.131701,1388.722528,30.8912994,27829.99946,25000,5095.70141
53,1,0,0,935.140452,914.7914647,20.34898726,18332.42095,25000,132972.0764
53,2,0,448.5321,826.0188866,808.0444232,17.97446337,16193.21024,25000,43186.33159
53,3,132.0331313,409.5527,1282.451394,1383.704841,30.77968398,27729.44502,25000,7825.146434
54,1,376.0421071,552.3171,1002.943894,1348.978778,30.00722352,27033.5347,25000,135005.6111
54,2,0,1009.168,1033.675382,1011.18224,22.49314222,20264.09209,25000,38450.42368
54,3,187.7173934,490.7582,1432.792754,1585.247273,35.26287443,31768.35534,25000,14593.50178
55,1,0,509.2021,410.3794715,401.449469,8.930002567,8045.047358,25000,118050.6585
55,2,0,55.7723,769.4802533,752.7360906,16.74416269,15084.83126,25000,28535.25494
55,3,149.0580534,599.5115,1471.452094,1585.247273,35.26287443,31768.35534,25000,21361.85712
56,1,0,676.5159,356.2370375,348.4851934,7.751844037,6983.643276,25000,100034.3017
56,2,379.4620009,494.6936,1129.41763,1476.045876,32.83375489,29579.95936,25000,33115.2143
56,3,141.0962993,911.5511,1479.413848,1585.247273,35.26287443,31768.35534,25000,28130.21246
57,1,357.6455653,1021.4027,947.6986354,1276.939449,28.40475188,25589.86655,25000,100624.1683
57,2,0,1234.5604,1113.212883,1088.988976,24.22390638,21823.33908,25000,29938.55338
57,3,140.4151417,1072.9221,1479.413848,1584.580937,35.2480522,31755.00198,25000,34885.21444
58,1,546.322897,1414.3847,1074.18725,1585.247273,35.26287443,31768.35534,25000,107392.5236
58,2,0,727.3151,843.2959741,824.9455552,18.35041891,16531.90893,25000,21470.46231
58,3,0,1395.6242,1453.672047,1422.039628,31.63241831,28497.67415,25000,38382.8886
59,1,298.8796475,1845.4695,1321.6305,1585.247273,35.26287443,31768.35534,25000,114160.879
59,2,0,939.247,969.6234821,948.5241319,21.0993502,19008.4236,25000,15478.88591
59,3,146.5816656,1363.226,1473.928481,1585.247273,35.26287443,31768.35534,25000,45151.24394
60,1,260.2036582,1810.9448,1360.306489,1585.247273,35.26287443,31768.35534,25000,120929.2343
60,2,0,1149.1913,1077.926807,1054.470738,23.45606889,21131.5936,25000,11610.47951
60,3,0,1477.4058,1465.876459,1433.978469,31.89799065,28736.92851,25000,48888.17246
61,1,313.994804,1528.5798,1306.515343,1585.247273,35.26287443,31768.35534,25000,127697.5897
61,2,0,1490.4586,1314.550376,1285.945294,28.6050815,25770.34369,25000,12380.8232
61,3,0,925.2012,1394.987962,1364.63253,30.35543185,27347.2359,25000,51235.40835
62,1,407.005844,1020.4937,1213.504303,1585.247273,35.26287443,31768.35534,25000,134465.945
62,2,0,1522.6076,1416.273468,1385.454856,30.81861199,27764.51531,25000,15145.33851
62,3,0,1183.9602,1439.45463,1408.131587,31.32304228,28218.95701,25000,54454.36536
63,1,482.5107137,708.8345,1137.999433,1585.247273,35.26287443,31768.35534,25000,141234.3003
63,2,0,1364.9982,1462.181635,1430.364045,31.81758997,28664.49547,25000,18809.83397
63,3,0,1058.2094,1433.433665,1402.241641,31.19202397,28100.92249,25000,57555.28786
64,1,358.0985274,676.0359,1262.41162,1585.247273,35.26287443,31768.35534,25000,148002.6557
64,2,0,1020.344,1469.099074,1437.130958,31.96811589,28800.1044,25000,22609.93838
64,3,234.789108,462.0968,1385.721039,1585.247273,35.26287443,31768.35534,25000,64323.6432
65,1,414.8121339,619.5386,1205.698013,1585.247273,35.26287443,31768.35534,25000,154771.011
65,2,0,1243.7835,1463.670878,1431.820882,31.84999642,28693.69047,25000,26303.62885
65,3,265.3490093,452.6124,1355.161138,1585.247273,35.26287443,31768.35534,25000,71091.99854
66,1,328.7247,328.7247,1050.690366,1349.398506,30.01656013,27041.94607,25000,156812.9571
66,2,0,1224.2468,1454.619875,1422.966831,31.65304338,28516.2553,25000,29819.88415
66,3,174.4186168,603.3137,1446.09153,1585.247273,35.26287443,31768.35534,25000,77860.35389
67,1,0,0,818.4022116,800.5934898,17.80872182,16043.89354,25000,147856.8506
67,2,0,842.3806,1339.40906,1310.263044,29.14601526,26257.67141,25000,31077.55556
67,3,240.0374914,808.6622,1380.472656,1585.247273,35.26287443,31768.35534,25000,84628.70923
68,1,36.85824031,36.877,1002.125556,1016.375141,22.6086552,20368.15783,25000,143225.0085
68,2,0,539.2226,1205.879555,1179.639189,26.24036598,23639.96935,25000,29717.5249
68,3,0,1156.6461,1454.999006,1423.337712,31.6612934,28523.68775,25000,88152.39698
69,1,267.3033674,284.7424,1021.49785,1260.756447,28.04477071,25265.5592,25000,143490.5677
69,2,0,264.2349,914.9628256,895.0529106,19.90991497,17936.86033,25000,22654.38523
69,3,0,1384.7965,1469.845299,1437.860945,31.98435401,28814.73334,25000,91967.13032
70,1,178.2655368,376.122,911.4685773,1066.021114,23.71300007,21363.06313,25000,139853.6308
70,2,0,398.948,870.2855068,851.3477861,18.93772069,17061.00963,25000,14715.39487
70,3,0,1187.1601,1447.326113,1415.831784,31.49432854,28373.26896,25000,95340.39928
71,1,482.9854091,697.4215,1053.332028,1502.886626,33.43081127,30117.84799,25000,144971.4788
71,2,0,999.7646,1204.390914,1178.182941,26.20797262,23610.78615,25000,13326.18101
71,3,0,1149.1188,1431.338815,1400.192376,31.14643929,28059.85522,25000,98400.2545
72,1,368.7005589,1288.6453,1251.809588,1585.247273,35.26287443,31768.35534,25000,151739.8341
72,2,0,1050.8391,1126.924592,1102.402314,24.52227802,22092.14236,25000,10418.32337
72,3,0,1020.2027,1427.737672,1396.669595,31.06807714,27989.25868,25000,101389.5132
73,1,513.2422003,792.5907,1107.267947,1585.247273,35.26287443,31768.35534,25000,158508.1895
73,2,0,1400.8677,1194.587665,1168.593015,25.99465046,23418.60402,25000,8836.927395
73,3,187.1396704,795.488,1433.370477,1585.247273,35.26287443,31768.35534,25000,108157.8685
74,1,234.1444642,234.2674,1038.997059,1245.437513,27.70401021,24958.56775,25000,158466.7572
74,2,0,1904.1472,1408.221444,1377.578047,30.64339711,27606.66406,25000,11443.59146
74,3,224.0237138,593.8784,1396.486433,1585.247273,35.26287443,31768.35534,25000,114926.2239
75,1,0,0,831.8192422,813.718561,18.10068116,16306.91996,25000,149773.6772
75,2,0,1958.9736,1461.721061,1429.913493,31.80756771,28655.46641,25000,15099.05787
75,3,212.3789722,618.8516,1408.131175,1585.247273,35.26287443,31768.35534,25000,121694.5792
76,1,0,0,661.9158331,647.5123103,14.40352283,12976.1467,25000,137749.8239
76,2,25.77717488,25.7903,966.5071856,970.6919015,21.59245893,19452.66571,25000,9551.723573
76,3,0,951.9961,1464.615697,1432.745141,31.87055602,28712.21263,25000,125406.7918
77,1,0,0,719.3945717,703.7402912,15.65428053,14102.95544,25000,126852.7793
77,2,206.1036145,209.1425,1010.947985,1190.568125,26.48347361,23858.98523,25000,8410.708808
77,3,0,1046.1801,1461.758523,1429.95014,31.80838289,28656.2008,25000,129062.9926
78,1,0,18.308,582.4779298,569.8030039,12.67492594,11418.8522,25000,113271.6315
78,2,0,1162.5992,1377.349336,1347.377727,29.97160912,27001.44965,25000,10412.15846
78,3,0,1087.1647,1471.843261,1439.815431,32.02783036,28853.90123,25000,132916.8939
79,1,0,0,813.2453271,795.5488209,17.69650619,15942.79837,25000,104214.4299
79,2,240.5791078,464.1106,1379.931039,1585.247273,35.26287443,31768.35534,25000,17180.51381
79,3,0,1072.1449,1405.657796,1375.070185,30.58761122,27556.4065,25000,135473.3004
80,1,0,3.2027,853.5420527,834.9686755,18.5733772,16732.77226,25000,95947.20214
80,2,217.7229153,653.5352,1402.787232,1585.247273,35.26287443,31768.35534,25000,23948.86915
80,3,0,1228.7187,1360.757836,1331.147264,29.61057219,26676.19116,25000,137149.4915
81,1,187.0524555,351.4625,947.6807523,1110.041011,24.69219628,22245.22187,25000,93192.42401
81,2,0,1299.9587,1364.42277,1334.732448,29.69032246,26748.03825,25000,25696.9074
81,3,0,1420.0665,1466.685873,1434.77027,31.91560379,28752.7962,25000,140902.2877
82,1,321.639015,745.8447,989.1842417,1282.299279,28.52397807,25697.27754,25000,93889.70156
82,2,221.020153,1116.7207,1399.489994,1585.247273,35.26287443,31768.35534,25000,32465.26274
82,3,0,1594.3027,1471.883631,1439.854922,32.02870884,28854.69264,25000,144756.9804
83,1,338.7915313,995.02,936.5427854,1247.582591,27.75172618,25001.55511,25000,93891.25667
83,2,279.0189929,1246.8742,1341.491154,1585.247273,35.26287443,31768.35534,25000,39233.61808
83,3,0,1484.0918,1471.100043,1439.088386,32.01165769,28839.33125,25000,148596.3116
84,1,485.1955229,1327.8465,1135.314624,1585.247273,35.26287443,31768.35534,25000,100659.612
84,2,0,1498.42,1399.70002,1369.242053,30.45796791,27439.61073,25000,41673.22882
84,3,0,1765.7158,1474.145128,1442.067209,32.07791981,28899.02686,25000,152495.3385
85,1,503.4410451,1083.7359,1117.069102,1585.247273,35.26287443,31768.35534,25000,107427.9674
85,2,0,1892.4337,1461.480343,1429.678013,31.8023296,28650.74738,25000,45323.9762
85,3,0,1519.2249,1383.830674,1353.718028,30.11264531,27128.50929,25000,154623.8478
86,1,167.663115,370.0624,874.983924,1019.95867,22.68836865,20439.97175,25000,102867.9391
86,2,0,1939.2189,1449.980032,1418.427953,31.55207876,28425.29618,25000,48749.27238
86,3,0,1553.5968,1313.098042,1284.524564,28.57347821,25741.87227,25000,155365.72
87,1,55.96888816,219.7466,828.1683491,864.898098,19.23913925,17332.55788,25000,95200.49699
87,2,0,1874.6128,1385.660433,1355.507972,30.15246153,27164.37976,25000,50913.65214
87,3,0,1531.6584,1391.128347,1360.856902,30.27144526,27271.57231,25000,157637.2924
88,1,203.3949202,476.742,882.5589238,1062.323104,23.63074005,21288.955,25000,91489.452
88,2,0,1808.8806,1344.286896,1315.034737,29.2521587,26353.29613,25000,52266.94826
88,3,0,704.4542,1271.125617,1243.465474,27.66014339,24919.0481,25000,157556.3404
89,1,0,70.7637,724.2091865,708.4501382,15.75904826,14197.34077,25000,80686.79277
89,2,0,1677.7716,1294.386108,1266.219808,28.16629991,25375.04496,25000,52641.99322
89,3,0,803.7536,1323.808999,1295.002446,28.80655241,25951.84902,25000,158508.1895
90,1,0,0,697.6748044,682.4931537,15.18165071,13677.1628,25000,69363.95557
90,2,310.9772038,1543.89,1200.262657,1478.354746,32.88511432,29626.22912,25000,57268.22234
90,3,129.6835645,622.0504,1145.571426,1247.50499,27.75,25000,25000,158508.1895
91,1,0,0,859.3544936,840.6546357,18.69985798,16846.7189,25000,61210.67447
91,2,0,1197.8309,1199.344056,1173.245905,26.09815121,23511.84794,25000,55780.07028
91,3,0,616.8677,1092.056778,1068.293236,23.76354205,21408.59644,25000,154916.7859
92,1,0,0,1030.411949,1007.98982,22.42212876,20200.116,25000,56410.79047
92,2,0,855.2905,1181.625593,1155.913002,25.71259118,23164.49656,25000,53944.56684
92,3,284.4886665,1132.2066,1173.964536,1426.716744,31.73645795,28591.40356,25000,158508.1895
93,1,316.1261023,529.7381,1304.384045,1585.247273,35.26287443,31768.35534,25000,63179.14581
93,2,462.4849655,538.5586,1158.025182,1585.247273,35.26287443,31768.35534,25000,60712.92219
93,3,0,1207.9453,1088.953706,1065.257688,23.69601811,21347.76406,25000,154855.9535
94,1,0,0,895.7432603,876.2515699,19.49169042,17560.08146,25000,55739.22727
94,2,342.9216468,704.0371,1277.5885,1585.247273,35.26287443,31768.35534,25000,67481.27753
94,3,378.9789931,1050.2122,1082.577281,1429.752292,31.80398189,28652.23594,25000,158508.1895
95,1,282.8559394,423.3942,980.6815443,1236.042461,27.49502292,24770.29091,25000,55509.51818
95,2,328.668814,1126.4927,1291.841333,1585.247273,35.26287443,31768.35534,25000,74249.63287
95,3,318.815843,976.217,956.4391471,1247.50499,27.75,25000,25000,158508.1895
96,1,113.2857279,545.3256,827.8032609,920.6105593,20.47842952,18449.03561,25000,48958.55379
96,2,414.1222758,881.2905,1206.387871,1585.247273,35.26287443,31768.35534,25000,81017.98822
96,3,233.09369,1091.4587,1042.1613,1247.50499,27.75,25000,25000,158508.1895
97,1,0,84.8478,683.2279184,668.360637,14.86728135,13393.94717,25000,37352.50096
97,2,0,1311.7032,1286.847123,1258.844874,28.00224892,25227.25128,25000,81245.2395
97,3,256.4898936,703.8557,1018.765096,1247.50499,27.75,25000,25000,158508.1895
98,1,0,0,669.0807098,654.5212767,14.55943309,13116.60639,25000,25469.10734
98,2,0,2027.0949,1466.544452,1434.631925,31.9125264,28750.02378,25000,84995.26328
98,3,0,550.0455,907.3454746,887.6013159,19.74415871,17787.53037,25000,151295.7198
99,1,0,0,617.4205813,603.9852909,13.4352904,12103.86523,11881.79445,25691.17812
99,2,0,1990.766,1433.713501,1402.515388,31.19811329,28106.40837,25000,88101.67165
99,3,0,312.7343,787.3239904,770.1915416,17.13244873,15434.63849,25000,141730.3583
100,1,0,0,537.8803721,526.1759048,11.7044673,10544.56513,25000,11235.74325
100,2,243.4802943,244.0695,1224.977734,1436.503862,31.95416651,28787.5374,25000,91889.20905
100,3,0,590.9848,744.1521867,727.9591717,16.193015,14588.3018,25000,131318.6601
101,1,0,0,702.1174842,686.8391592,15.27832499,13764.25675,25000,0
101,2,35.23618998,35.3215,1063.654963,1074.978892,23.91226047,21542.577,25000,88431.78605
101,3,0,544.0494,642.7022505,628.716822,13.98542848,12599.48511,25000,118918.1452
102,1,0,0,791.1180848,773.9030752,17.21500957,15509.01763,15509.01763,0
102,2,0,573.6172,974.6575013,953.4486091,21.20889224,19107.11013,25000,82538.89617
102,3,0,909.1774,798.367939,780.9951701,17.37276896,15651.14321,25000,109569.2885
