h,s,p_grid,omega,p_wt,p_el,p_comp,m_in,m_out,m_tank
100,3,57.03335754,590.9848,547.5957492,591.4721633,13.15694339,11853.10215,25000,88768.22499
101,1,0,0,516.6638715,505.4210827,11.24278873,10128.6385,25000,0
101,2,35.32065575,35.3215,782.7067454,800.2268353,17.80056582,16036.54578,25000,102231.5565
101,3,0,544.0494,472.9422646,462.6508735,10.29139109,9271.523504,25000,73039.74849
102,1,0,0,582.1563224,569.4883948,12.66792765,11412.54743,11412.54743,0
102,2,400.8328018,573.6172,717.2166046,1093.720255,24.32915085,21918.15392,25000,99149.71047
102,3,163.8335058,909.1774,587.4912383,734.9756517,16.34909239,14728.91206,25000,62768.66055
103,1,0,0,527.5472583,516.0676432,11.47961508,10341.99557,3858.398693,6483.596876
103,2,0,33.1876,510.4539885,499.346329,11.10765948,10006.90043,25000,84156.6109
103,3,0,733.368,514.5845819,503.3870392,11.19754265,10087.87627,25000,47856.53682
104,1,43.40074728,43.7929,901.124672,923.9722118,20.55320747,18516.40312,25000,0
104,2,107.3994569,418.4878,584.3681072,676.714457,15.05310707,13561.35772,25000,72717.96862
104,3,420.2134796,1128.329,716.264055,1111.747381,24.73015344,22279.41752,25000,45135.95433
105,1,0,0,678.2326284,663.4740463,14.75858208,13296.01989,4000.664601,9295.355286
105,2,0,233.7004,346.8939931,339.345457,7.548536083,6800.482958,25000,54518.45158
105,3,551.6943747,1352.0833,752.9548568,1276.259602,28.3896291,25576.24243,25000,45712.19676
106,1,97.14559278,97.1461,703.9514687,783.6649059,17.43215563,15704.64471,25000,0
106,2,0,60.7786,117.1081792,114.5598638,2.548315433,2295.77967,25000,31814.23125
106,3,433.4763308,1205.9582,702.1527959,1110.917435,24.71169179,22262.7854,25000,42974.98216
107,1,508.4152983,682.5093,842.8259163,1321.837728,29.40348715,26489.62806,25000,1489.62806
107,2,0,66.9119,371.9771363,363.8827821,8.094354159,7292.210954,25000,14106.4422
107,3,265.2411699,1061.2586,629.8718014,875.6349961,19.47797511,17547.72532,8114.368334,52408.33915
108,1,448.8068781,815.2205,773.2706242,1195.484663,26.59283904,23957.51265,0,25447.14071
108,2,142.5900154,387.8513,601.4613769,727.8605706,16.19082168,14586.32584,25000,3692.768038
108,3,721.3927087,1553.8967,842.1312482,1529.501122,34.02283476,30651.20249,25000,58059.54164
109,1,419.6440967,703.736,765.6183822,1159.470748,25.7917311,23235.79379,0,48682.9345
109,2,395.3883911,986.8472,691.4977642,1063.235128,23.65102748,21307.23196,25000,0
109,3,585.3444676,1664.6085,978.1794893,1529.501122,34.02283476,30651.20249,25000,63710.74412
110,1,105.9654731,114.2882,690.5452146,779.1783331,17.33235451,15614.7338,25000,39297.66829
110,2,428.1541875,1469.8457,847.1008025,1247.50499,27.75,25000,25000,0
110,3,645.1127157,1489.9728,918.4112412,1529.501122,34.02283476,30651.20249,25000,69361.94661
111,1,0,0,643.2811114,629.2830867,13.99802469,12610.83306,0,51908.50135
111,2,595.550758,1730.1873,967.9731989,1529.501122,34.02283476,30651.20249,25000,5651.202488
111,3,693.6126307,1469.378,869.9113262,1529.501122,34.02283476,30651.20249,25000,75013.1491
112,1,0,47.1893,530.5024794,518.9585577,11.54392174,10399.9295,0,62308.43084
112,2,562.9202119,1762.2017,1000.603745,1529.501122,34.02283476,30651.20249,25000,11302.40498
112,3,622.5192175,1138.4623,821.7501096,1412.841515,31.4278118,28313.34397,25000,78326.49306
113,1,0,0,627.017326,613.373207,13.64411897,12291.99907,25000,49600.42991
113,2,632.1544679,1527.5882,931.369489,1529.501122,34.02283476,30651.20249,25000,16953.60746
113,3,435.393541,958.1946,732.8807543,1142.852233,25.42206221,22902.75875,25000,76229.25182
114,1,0,0,490.371915,479.7012485,10.67066645,9613.21302,14801.12023,44412.5227
114,2,667.6093023,1310.3139,895.9146546,1529.501122,34.02283476,30651.20249,25000,22604.80995
114,3,387.2984724,868.1984,742.7943266,1105.50158,24.59121934,22154.25166,25000,73383.50347
115,1,0,0,572.1414382,559.691438,12.45000022,11216.21642,25000,30628.73912
115,2,656.8570738,1184.884,906.6668831,1529.501122,34.02283476,30651.20249,25000,28256.01244
115,3,361.8817208,715.4108,743.5704791,1081.397169,24.05503118,21671.19926,25000,70054.70274
116,1,0,0,437.0771825,427.5662283,9.510954209,8568.427215,25000,14197.16634
116,2,477.6006667,693.5849,781.2138295,1231.422247,27.39224903,24677.70183,25000,27933.71427
116,3,418.2665258,934.8396,750.5476105,1143.380327,25.43380934,22913.34175,25000,67968.04449
117,1,0,91.8357,551.0547014,539.0635561,11.99114537,10802.83366,25000,0
117,2,327.4625,327.4625,799.1005961,1102.048684,24.51441175,22085.05563,25000,25018.7699
117,3,84.59221718,544.4486,623.2561353,692.4453217,15.40303072,13876.60425,25000,56844.64874
118,1,0,0,405.3123891,396.492648,8.819741059,7945.712666,7945.712666,0
118,2,607.5204382,793.6136,956.0035186,1529.501122,34.02283476,30651.20249,25000,30669.97239
118,3,160.0739068,586.9837,657.2917422,799.5794831,17.78616585,16023.57284,25000,47868.22158
119,1,0,0,522.9129327,511.5341622,11.37877052,10251.14461,0,10251.14461
119,2,571.9052959,1329.4672,991.618661,1529.501122,34.02283476,30651.20249,25000,36321.17488
119,3,45.86671177,357.312,634.0272682,665.0992463,14.79473367,13328.5889,25000,36196.81047
120,1,0,0,511.9086515,500.769338,11.13931346,10035.41753,20286.56214,0
120,2,516.7702661,1247.6802,1046.753691,1529.501122,34.02283476,30651.20249,25000,41972.37737
120,3,533.1788209,902.8082,824.713598,1328.344199,29.5482197,26620.01775,25000,37816.82822
121,1,330.4938018,330.519,934.5756536,1237.541096,27.52835916,24800.32357,24132.17238,668.1511852
121,2,583.2871795,1283.4981,980.2367774,1529.501122,34.02283476,30651.20249,25000,47623.57985
121,3,570.1419051,1276.3847,993.3820518,1529.501122,34.02283476,30651.20249,25000,43468.03071
122,1,294.8210672,294.8613,946.3513975,1214.164113,27.00835218,24331.84881,25000,0
122,2,690.4532225,1541.9626,873.0707344,1529.501122,34.02283476,30651.20249,25000,53274.78234
122,3,410.9900748,654.8969,804.0750221,1188.62485,26.44024662,23820.042,25000,42288.07271
123,1,414.1098424,414.334,1046.079023,1428.414639,31.7742266,28625.42937,24630.7056,3994.723767
123,2,576.8748503,1835.8703,986.6491066,1529.501122,34.02283476,30651.20249,25000,58925.98483
123,3,150.1401701,332.9272,719.2628221,850.4844753,18.91851686,17043.70889,25000,34331.7816
124,1,409.5206794,411.581,1081.780814,1458.850245,32.4512484,29235.35892,25000,8230.082686
124,2,516.6611062,1063.8716,1046.862851,1529.501122,34.02283476,30651.20249,25000,64577.18732
124,3,319.2987561,544.1707,799.2417144,1094.200634,24.33983658,21927.7807,25000,31259.5623
125,1,0,0,855.4368295,836.8222213,18.61460822,16769.91731,25000,0
125,2,491.8846452,970.4437,1071.639312,1529.501122,34.02283476,30651.20249,25000,70228.3898
125,3,450.1024232,627.2317,885.832604,1306.864608,29.07041909,26189.56675,25000,32449.12905
126,1,116.2931322,116.2958,915.3631593,1009.207085,22.44920609,20224.50999,20224.50999,0
126,2,593.6804956,1096.6569,969.8434613,1529.501122,34.02283476,30651.20249,25000,75879.59229
126,3,495.8812644,763.6449,862.1964934,1328.525505,29.55225274,26623.65112,25000,34072.78017
127,1,242.7892692,242.7948,949.85837,1166.695204,25.95243481,23380.5719,23380.5719,0
127,2,526.2023234,935.4247,1037.321634,1529.501122,34.02283476,30651.20249,25000,81530.79478
127,3,0,114.5841,619.5621077,606.0802169,13.48189078,12145.84755,25000,21218.62772
128,1,560.8211491,812.9017,1002.702808,1529.501122,34.02283476,30651.20249,25000,5651.202488
128,2,0,156.8023,535.9091918,524.2476181,11.66157372,10505.92227,25000,67036.71705
128,3,268.2728516,508.6069,729.1411156,975.7098862,21.70408099,19553.22612,25000,15771.85384
129,1,403.9338021,403.99,937.0337126,1311.787587,29.1799278,26288.22324,25000,6939.425728
129,2,168.9614096,215.391,847.7153178,994.553482,22.12324547,19930.85178,25000,61967.56882
129,3,627.0513232,1191.5839,936.4726336,1529.501122,34.02283476,30651.20249,25000,21423.05632
130,1,555.1749339,664.9041,1008.349023,1529.501122,34.02283476,30651.20249,25000,12590.62822
130,2,323.6766101,366.6778,1032.448396,1326.615246,29.50976018,26585.36954,25000,63552.93836
130,3,617.3954244,1139.874,946.1285324,1529.501122,34.02283476,30651.20249,25000,27074.25881
131,1,493.3468884,976.4705,1070.177068,1529.501122,34.02283476,30651.20249,25000,18241.8307
131,2,522.0681865,679.5918,1041.45577,1529.501122,34.02283476,30651.20249,25000,69204.14085
131,3,644.4447641,962.4256,919.0791928,1529.501122,34.02283476,30651.20249,25000,32725.4613
132,1,481.6479313,1139.2781,1081.876026,1529.501122,34.02283476,30651.20249,25000,23893.03319
132,2,498.2066188,1168.9097,1065.317338,1529.501122,34.02283476,30651.20249,25000,74855.34334
132,3,653.9563853,1295.2724,909.5675716,1529.501122,34.02283476,30651.20249,25000,38376.66379
133,1,507.0027568,1042.48,1056.5212,1529.501122,34.02283476,30651.20249,24059.25466,30484.98102
133,2,533.1347679,1307.565,1030.389189,1529.501122,34.02283476,30651.20249,25000,80506.54582
133,3,584.0352841,1582.4255,979.4886728,1529.501122,34.02283476,30651.20249,25000,44027.86627
134,1,136.9715256,136.9746,836.849786,952.6306151,21.19069645,19090.71753,25000,24575.69854
134,2,563.5296998,1485.317,999.9942571,1529.501122,34.02283476,30651.20249,25000,86157.74831
134,3,560.2631696,1441.1184,1003.260787,1529.501122,34.02283476,30651.20249,25000,49679.06876
135,1,232.8103849,232.8157,902.5674458,1110.671607,24.7062235,22257.85901,25000,21833.55755
135,2,569.5002269,1600.9796,994.02373,1529.501122,34.02283476,30651.20249,25000,91808.9508
135,3,638.8865226,1271.9642,924.6374343,1529.501122,34.02283476,30651.20249,25000,55330.27125
136,1,51.49754602,51.4987,854.7256846,886.5034923,19.71973828,17765.52999,25000,14599.08754
136,2,560.675011,1625.5863,1002.848946,1529.501122,34.02283476,30651.20249,25000,97460.15329
136,3,655.0518244,993.2702,908.4721325,1529.501122,34.02283476,30651.20249,25000,60981.47374
137,1,0,0,722.5791069,706.8555297,15.72357715,14165.38482,25000,3764.472356
137,2,669.8268994,1182.0444,893.6970575,1529.501122,34.02283476,30651.20249,25000,103111.3558
137,3,588.8178129,1063.2183,974.706144,1529.501122,34.02283476,30651.20249,25000,66632.67622
138,1,0,0,619.1255419,605.653151,13.47239095,12137.28915,0,15901.7615
138,2,0,634.2103,739.2663649,723.1796671,16.08669779,14492.52053,25000,92603.8763
138,3,217.5863881,230.1829,711.5718656,908.9394412,20.21881251,18215.1464,25000,59847.82262
139,1,0,0,637.1318738,623.2676587,13.86421511,12490.28388,0,28392.04538
139,2,0,587.3046,711.7623759,696.2741747,15.48820125,13953.33446,25000,81557.21076
139,3,0,0,559.1306272,546.9637468,12.16688037,10961.15349,0,70808.97611
140,1,0,0,778.073944,761.1427795,16.93116444,15253.3013,25000,18645.34668
140,2,399.8154078,486.2118,772.640883,1146.943227,25.51306392,22984.74227,25000,79541.95303
140,3,0,29.1682,505.5845888,494.5828892,11.00169962,9911.441099,0,80720.41721
141,1,0,35.3776,665.8653582,651.3758923,14.4894659,13053.57288,25000,6698.919565
141,2,0,728.0684,875.1013048,856.0587907,19.04251416,17155.41816,25000,71697.37119
141,3,0,0,639.7425658,625.8215411,13.92102469,12541.46368,0,93261.88089
142,1,41.55466178,41.5556,891.9871041,913.2275666,20.31419928,18301.08044,25000,0
142,2,622.2420758,1315.5876,941.2818811,1529.501122,34.02283476,30651.20249,25000,77348.57368
142,3,0,0,538.0584435,526.3501013,11.70834219,10548.05603,25000,78809.93692
143,1,414.0048645,414.2579,996.855396,1380.159442,30.70081869,27658.39521,25000,2658.395214
143,2,0,1141.1178,832.510393,814.3946721,18.11572084,16320.46923,25000,68669.04291
143,3,0,0,585.2748225,572.5390352,12.73578731,11473.68226,25000,65283.61919
144,1,136.1576048,136.1607,906.9492036,1020.408435,22.69837339,20448.98504,23107.38025,0
144,2,0,1076.1731,810.7028854,793.0617037,17.64118176,15892.95654,25000,59561.99945
144,3,79.206,79.206,643.9055606,707.3763971,15.73516353,14175.823,0,79459.44219
145,1,533.319,533.319,952.7172,1453.699526,32.33667374,29132.13851,25000,4132.138507
145,2,0,1154.2756,849.3985536,830.9153404,18.4832132,16651.54342,25000,51213.54287
145,3,86.74830134,216.0235,588.4987005,660.5533881,14.69361379,13237.4899,0,92696.93208
146,1,413.4626094,413.7678,900.5553019,1285.424416,28.59349489,25759.9053,25000,4892.043811
146,2,79.85094019,1120.6926,816.3170486,876.6670562,19.50093266,17568.40781,25000,43781.95068
146,3,0,0,577.4502027,564.8846818,12.56552082,11320.28902,0,104017.2211
147,1,586.7606836,597.8852,932.8656991,1486.558775,33.06760801,29790.63785,25000,9682.681656
147,2,0,1152.9595,762.9742676,746.3716774,16.60259014,14957.28842,25000,33739.23909
147,3,0,0,495.9129547,485.1217132,10.79124144,9721.839133,0,113739.0602
148,1,542.3414192,765.3031,1021.182538,1529.501122,34.02283476,30651.20249,25000,15333.88414
148,2,0,1195.9469,851.2955347,832.7710425,18.52449218,16688.73169,25000,25427.97079
148,3,0,0,645.3520249,631.3089364,14.04308851,12651.43109,12651.43109,113739.0602
149,1,0,0,580.4630733,567.8319913,12.63108195,11379.35311,25000,1713.237249
149,2,564.8450178,1376.8552,998.6789391,1529.501122,34.02283476,30651.20249,25000,31079.17328
149,3,67.50544355,67.507,777.5723858,826.6886367,18.38919271,16566.84028,25000,105305.9005
150,1,0,0,365.7676289,357.8083958,7.959233081,7170.480253,8883.717502,0
150,2,548.5854695,1120.0557,1014.938487,1529.501122,34.02283476,30651.20249,25000,36730.37576
150,3,0,0,597.4651109,584.4640586,13.00105231,11712.65973,25000,92018.56025
151,1,0,0,467.1331276,456.9681453,10.16498221,9157.641633,9157.641633,0
151,2,630.3910771,682.037,933.1328798,1529.501122,34.02283476,30651.20249,25000,42381.57825
151,3,0,0,603.912867,590.7715092,13.14135776,11839.06105,25000,78857.6213
152,1,520.0064788,915.4961,765.3732815,1257.409442,27.97031858,25198.48521,25000,198.4852115
152,2,236.7875826,236.793,947.5873377,1158.602503,25.77241751,23218.39416,25000,40599.97241
152,3,0,0,632.7219222,618.9536692,13.768253,12403.83153,25000,66261.45283
153,1,329.7964823,356.7975,744.2055122,1050.631331,23.37066358,21054.65187,21253.13708,0
153,2,318.8986882,318.9973,928.4839413,1220.239142,27.14348757,24453.5924,25000,40053.56481
153,3,605.9140318,676.412,824.5019199,1399.289594,31.12635745,28041.76347,25000,69303.2163
154,1,560.5470305,1136.443,1002.976926,1529.501122,34.02283476,30651.20249,11338.9026,19312.29988
154,2,517.2411782,517.6962,1001.500718,1485.693535,33.04836127,29773.29844,25000,44826.86325
154,3,0,41.5867,205.8802691,201.4002415,4.480027533,4036.060841,25000,48339.27714
155,1,664.3497013,1246.3165,899.1742556,1529.501122,34.02283476,30651.20249,25000,24963.50237
155,2,573.6954044,635.2016,989.8285525,1529.501122,34.02283476,30651.20249,25000,50478.06574
155,3,513.458741,513.8448,860.7270009,1344.282974,29.90276818,26939.43079,6665.755486,68612.95244
156,1,674.88766,950.2659,816.669845,1459.100686,32.45681929,29240.37774,0,54203.88011
156,2,562.6279379,1051.2649,1000.896019,1529.501122,34.02283476,30651.20249,25000,56129.26822
156,3,281.4118164,467.8313,689.0987502,949.3919131,21.11865347,19025.81394,25000,62638.76638
157,1,677.949182,1054.0853,885.5747749,1529.501122,34.02283476,30651.20249,0,84855.0826
157,2,526.5585882,1233.2751,1036.965369,1529.501122,34.02283476,30651.20249,25000,61780.47071
157,3,354.1007504,850.8347,697.4952985,1028.712947,22.88310227,20615.40745,25000,58254.17383
158,1,149.972,149.972,722.1557508,853.1499422,18.97780857,17097.12484,25000,76952.20744
158,2,663.9222127,1131.0829,899.6017442,1529.501122,34.02283476,30651.20249,25000,67431.6732
158,3,226.821512,650.5467,639.3192108,847.293194,18.84752873,16979.75561,25000,50233.92944
159,1,247.0796,247.0796,749.6109367,975.0021978,21.68833889,19539.04404,25000,71491.25149
159,2,554.3521134,1051.9946,779.792649,1305.1133,29.03146229,26154.47053,25000,68586.14373
159,3,0,249.1122,563.4565569,551.1955428,12.26101413,11045.95868,25000,36279.88812
160,1,0,0,614.2561422,600.8897111,13.36643109,12041.82981,25000,58533.0813
160,2,0,815.188,647.9979957,633.8973299,14.10066577,12703.30249,25000,56289.44622
160,3,111.2142474,261.4611,617.4464387,712.8047716,15.85591446,14284.60762,0,50564.49574
161,1,0,0,539.7375467,527.9926666,11.74488007,10580.97304,0,69114.05434
161,2,0,390.9861,601.3942127,588.3076617,13.08655095,11789.68554,25000,43079.13177
161,3,295.2132906,375.515,682.9248167,956.8534758,21.28463146,19175.34365,25000,44739.8394
162,1,0,0,296.9728181,290.5105845,6.462233646,5821.832113,25000,49935.88645
162,2,248.2787885,343.8913,722.6849454,949.8352193,21.12851455,19034.6978,25000,37113.82956
162,3,0,0,591.3531759,578.4851215,12.86805444,11592.84183,25000,31332.68123
163,1,0,0,560.5584245,548.3604747,12.19794974,10989.14391,25000,35925.03037
163,2,277.5388347,367.3865,742.935446,998.2683992,22.20588158,20005.29872,25000,32119.12828
163,3,0,0,502.5303005,491.5950633,10.93523723,9851.565069,0,41184.2463
164,1,0,0,599.7811545,586.7297043,13.05145023,11758.06327,25000,22683.09364
164,2,159.1447,159.1447,706.2117158,846.5259539,18.83046193,16964.38012,25000,24083.5084
164,3,0,0,577.234502,564.6736749,12.56082709,11316.06045,25000,27500.30674
165,1,0,0,620.4016599,606.9015002,13.50015973,12162.30606,25000,9845.399702
165,2,0,90.0876,586.5845231,573.8202362,12.76428686,11499.35753,25000,10582.86593
165,3,0,0,523.0808438,511.6984195,11.38242432,10254.43633,25000,12754.74307
166,1,7.736463176,7.7366,765.3027229,756.2175797,16.82160633,15154.6003,25000,0
166,2,0,833.5239,735.4208866,719.4178678,16.00301882,14417.13407,25000,0
166,3,0,0,624.6330001,611.0407649,13.59223519,12245.25693,25000,0
167,1,418.1349237,453.895,857.1200663,1247.50499,27.75,25000,25000,0
167,2,419.2570816,988.0428,855.9979084,1247.50499,27.75,25000,25000,0
167,3,0,0,586.1479562,573.3931692,12.75478701,11490.79911,11490.79911,0
168,1,337.7403525,477.7642,937.5146376,1247.50499,27.75,25000,25000,0
168,2,412.4635748,1062.7963,862.7914152,1247.50499,27.75,25000,25000,0
168,3,98.87659535,98.8771,734.8669971,815.6010367,18.1425557,16344.64478,16344.64478,0
