h,s,p_grid,omega,p_wt,p_el,p_comp,m_in,m_out,m_tank
12,1,509.3542392,1585.297,1054.169718,1529.501122,34.02283476,30651.20249,25000,33907.21493
12,2,652.6204831,1544.1082,910.9034738,1529.501122,34.02283476,30651.20249,25000,66067.89915
12,3,640.1965966,760.5801,923.3273603,1529.501122,34.02283476,30651.20249,25000,22851.18525
13,1,535.7519548,1600.0289,1027.772002,1529.501122,34.02283476,30651.20249,25000,39558.41741
13,2,679.9530348,1481.8473,883.5709221,1529.501122,34.02283476,30651.20249,25000,71719.10164
13,3,134.8829038,322.6066,678.7618219,795.9395285,17.70519725,15950.62815,25000,13801.8134
14,1,633.89114,699.1319,929.6328169,1529.501122,34.02283476,30651.20249,23505.41596,46704.20394
14,2,640.2916763,1081.2564,839.0371219,1447.13808,32.1907183,29000.64712,25000,75719.74876
14,3,204.021193,383.6878,725.6837125,909.4741977,20.23070784,18225.86292,25000,7027.67632
15,1,465.4005781,578.4715,810.7375774,1248.368938,27.76921799,25017.31351,25000,46721.51745
15,2,272.0123191,560.5415,711.9358337,962.5370926,21.4110601,19289.24334,25000,70008.99209
15,3,171.9136336,171.9145,744.8581846,896.8225389,19.94927928,17972.32368,25000,0
16,1,0,0,669.2716057,654.7080186,14.56358705,13120.34869,25000,34841.86614
16,2,0,160.91,511.4950322,500.3647193,11.13031296,10027.30897,25000,55036.30107
16,3,86.32295814,96.8899,689.0987502,758.5482575,16.87345086,15201.30708,15201.30708,0
17,1,0,0,781.0021525,764.0072692,16.9948833,15310.70567,25000,25152.57182
17,2,0,0,664.8969328,650.4285402,14.46839262,13034.58795,25000,43070.88901
17,3,236.8347031,406.8043,727.9191025,943.7604212,20.99338431,18912.95884,18912.95884,0
18,1,0,0,794.4789664,777.1908228,17.28814354,15574.90409,25000,15727.47591
18,2,0,0,639.6014474,625.6834935,13.9179539,12538.69721,25000,30609.58622
18,3,0,0,711.1132307,695.6391551,15.47407562,13940.60867,5256.236575,8684.372093
19,1,0,0,770.8769022,754.1023479,16.77455427,15112.21105,25000,5839.686957
19,2,0,0,646.6573709,632.5858776,14.0714933,12677.02099,25000,18286.60721
19,3,0,0,832.2634362,814.1530892,18.11034698,16315.62791,25000,0
20,1,292.0786574,292.094,881.2348756,1147.781815,25.53171781,23001.54758,25000,3841.234533
20,2,0,0,684.3559931,669.4641644,14.89182866,13416.06186,25000,6702.669065
20,3,0,0,808.8024903,791.2026618,17.59982849,15855.70134,0,15855.70134
21,1,197.1045475,197.109,882.2083023,1055.82662,23.48622967,21158.76547,25000,0
21,2,168.4005767,168.4014,764.9499265,913.0404658,20.31003734,18297.33093,25000,0
21,3,0,0,808.1703977,790.5843237,17.58607393,15843.30985,0,31699.01119
22,1,633.1964708,868.5852,930.3274861,1529.501122,34.02283476,30651.20249,25000,5651.202488
22,2,616.7285969,785.4373,879.3227546,1463.496745,32.55460698,29328.47476,25000,4328.474761
22,3,0,0,784.8123509,767.7345563,17.07779457,15385.40051,25000,22084.4117
23,1,662.2789869,1048.2211,859.2040731,1488.37505,33.10800996,29827.036,25000,10478.23849
23,2,154.2423701,852.8361,900.2162584,1031.513235,22.94539302,20671.52524,25000,0
23,3,0,0,685.3591105,670.4454536,14.91365685,13435.72689,0,35520.13859
24,1,636.910278,1189.9621,926.6136789,1529.501122,34.02283476,30651.20249,25000,16129.44098
24,2,560.1587202,1068.9152,1003.365237,1529.501122,34.02283476,30651.20249,25000,5651.202488
24,3,0,0,631.9104909,618.1598949,13.75059597,12387.92429,25000,22908.06288
25,1,650.3761684,1048.3489,913.1477885,1529.501122,34.02283476,30651.20249,25000,21780.64346
25,2,543.3909512,1353.9905,1020.133006,1529.501122,34.02283476,30651.20249,25000,11302.40498
25,3,0,0,699.2945592,684.0776621,15.21689715,13708.91635,0,36616.97923
26,1,427.6121568,512.6514,803.5105477,1204.333039,26.78966584,24134.83409,24650.33117,21265.14639
26,2,539.750803,1113.9773,1023.773154,1529.501122,34.02283476,30651.20249,25000,16953.60746
26,3,0,0,503.3010087,492.3490006,10.95200811,9866.673972,0,46483.6532
27,1,238.3385594,367.3211,721.3090407,938.7653287,20.88227148,18812.85719,25000,15078.00357
27,2,533.4004723,1145.5201,1030.123485,1529.501122,34.02283476,30651.20249,25000,22604.80995
27,3,0,0,551.3905214,539.3920685,11.99845293,10809.41705,0,57293.07026
28,1,404.5157241,698.8044,778.3561807,1157.132193,25.73971136,23188.92915,25000,13266.93273
28,2,649.4944735,957.8895,914.0294834,1529.501122,34.02283476,30651.20249,25000,28256.01244
28,3,0,0,575.5696068,563.0450084,12.52459838,11283.42197,0,68576.49222
29,1,0,0,788.7777798,771.6136961,17.1640837,15463.13847,25000,3730.071199
29,2,655.8468127,1314.1093,907.6771441,1529.501122,34.02283476,30651.20249,25000,33907.21493
29,3,0,0,620.5024057,607.0000537,13.50235199,12164.28108,0,80740.7733
30,1,211.7522713,211.757,873.2310424,1061.373693,23.60962097,21269.9288,25000,0
30,2,611.1273728,1570.3795,952.3965841,1529.501122,34.02283476,30651.20249,25000,39558.41741
30,3,0,0,523.2151723,511.8298249,11.38534736,10257.06969,0,90997.84299
31,1,597.9100122,607.0307,935.6978115,1500.235975,33.37184911,30064.72893,25000,5064.72893
31,2,246.4535843,596.8596,668.1426579,894.6943042,19.90193798,17929.67386,25000,32488.09127
31,3,0,0,551.1890299,539.1949615,11.9940684,10805.46703,11365.48371,90437.82631
32,1,556.1978952,1390.6829,1007.326062,1529.501122,34.02283476,30651.20249,25000,10715.93142
32,2,0,491.2723,545.2114222,533.3474287,11.86399354,10688.28247,25000,18176.37374
32,3,0,0,678.1620686,663.405022,14.75704667,13294.63664,25000,78732.46295
33,1,592.3445934,1264.9524,971.1793635,1529.501122,34.02283476,30651.20249,25000,16367.13391
33,2,579.0897758,1524.4976,984.4341811,1529.501122,34.02283476,30651.20249,25000,23827.57623
33,3,242.8999815,355.7826,682.7254872,905.4835308,20.14193785,18145.88996,25000,71878.35291
34,1,496.3907518,1951.8497,1067.133205,1529.501122,34.02283476,30651.20249,25000,22018.33639
34,2,532.8026373,1640.3083,1030.72132,1529.501122,34.02283476,30651.20249,25000,29478.77871
34,3,38.72851669,38.7294,795.3609563,815.9393908,18.15008218,16351.42539,25000,63229.7783
35,1,485.5427124,1778.0603,1077.981245,1529.501122,34.02283476,30651.20249,25000,27669.53888
35,2,484.431527,1641.492,1079.09243,1529.501122,34.02283476,30651.20249,25000,35129.9812
35,3,411.8181308,748.4447,718.7336286,1105.950553,24.60120648,22163.24908,25000,60393.02738
36,1,520.3145391,1510.6591,1043.209418,1529.501122,34.02283476,30651.20249,25000,33320.74137
36,2,475.2078143,1688.9684,1088.316143,1529.501122,34.02283476,30651.20249,25000,40781.18369
36,3,652.2325627,674.2966,881.353325,1500.214516,33.37137178,30064.2989,25000,65457.32628
37,1,601.2416993,1395.3237,962.2822576,1529.501122,34.02283476,30651.20249,25000,38971.94386
37,2,486.539103,1677.731,1076.984854,1529.501122,34.02283476,30651.20249,25000,46432.38618
37,3,276.7052791,276.7139,882.3686102,1133.852031,25.22185812,22722.39471,25000,63179.72099
38,1,665.4215699,701.9526,863.59228,1495.741967,33.27188262,29974.66902,25000,43946.61288
38,2,523.5827012,1269.8177,1039.941256,1529.501122,34.02283476,30651.20249,25000,52083.58866
38,3,399.2383211,399.4959,938.5357122,1308.663597,29.11043651,26225.61848,25000,64405.33947
39,1,578.9313,578.9313,879.8571149,1427.044663,31.74375229,28597.97504,25000,47544.58792
39,2,530.889567,825.1571,1032.63439,1529.501122,34.02283476,30651.20249,25000,57734.79115
39,3,177.8694286,177.8735,853.967338,1009.383633,22.45313329,20228.04801,25000,59633.38748
40,1,205.6180308,205.6227,880.6586558,1062.638921,23.63776522,21295.28398,25000,43839.8719
40,2,444.3736563,444.6685,1030.867457,1443.139344,32.10176882,28920.51245,25000,61655.30361
40,3,0,0,537.7897866,526.0872905,11.70249612,10542.7893,25000,45176.17678
41,1,51.88204249,51.8832,792.5385873,826.045738,18.37489181,16553.95659,25000,35393.82849
41,2,494.3838968,494.7932,1009.482694,1471.141922,32.72466937,29481.68411,25000,66136.98772
41,3,0,0,564.8905105,552.598293,12.29221747,11074.06979,25000,31250.24657
42,1,0,0,766.2552725,749.5812865,16.67398597,15021.60898,8842.131126,41573.30635
42,2,530.9427084,612.4489,1032.581249,1529.501122,34.02283476,30651.20249,25000,71788.19021
42,3,0,0,569.8298722,557.4301725,12.39969973,11170.90066,25000,17421.14723
43,1,0,0,736.1505875,720.1316902,16.01889737,14431.43907,25000,31004.74542
43,2,399.3352766,399.3913,922.0448944,1292.626471,28.75370027,25904.23447,25000,72692.42468
43,3,0,0,667.6840219,653.1549812,14.52904066,13089.22582,25000,5510.373054
44,1,0,0,536.6815787,525.0031975,11.67838113,10521.06408,25000,16525.80949
44,2,209.3733084,209.3743,843.4671493,1029.930277,22.91018105,20639.80274,25000,68332.22743
44,3,169.4914426,169.4952,824.6783181,972.5362748,21.63348591,19489.62695,25000,0
45,1,0,0,673.2582023,658.6078655,14.6503368,13198.50162,25000,4724.311119
45,2,295.7732978,295.8474,892.387874,1162.306364,25.85480769,23292.61954,25000,66624.84696
45,3,407.9837163,408.2548,940.1062869,1318.755088,29.33491567,26427.85195,25000,1427.851955
46,1,531.7717397,615.3411,793.8792121,1296.804318,28.84663397,25987.95853,25000,5712.269648
46,2,665.290622,718.0779,898.2333349,1529.501122,34.02283476,30651.20249,25000,72276.04945
46,3,297.8372,297.8372,873.498223,1145.84675,25.48867344,22962.76886,24390.62082,0
47,1,655.5327494,920.1767,907.9912075,1529.501122,34.02283476,30651.20249,25000,11363.47214
47,2,0,948.6851,890.1969957,870.8259939,19.37100174,17451.35292,25000,64727.40237
47,3,404.3478438,404.5989,967.0679032,1341.573255,29.84249211,26885.12803,25000,1885.128028
48,1,582.4526863,1352.7025,981.0712706,1529.501122,34.02283476,30651.20249,25000,17014.67462
48,2,671.5101351,1146.8577,892.0138218,1529.501122,34.02283476,30651.20249,25000,70378.60486
48,3,430.1058349,430.1715,950.9538103,1351.007298,30.05234675,27074.18626,25000,3959.314289
49,1,670.8061197,842.0359,855.0894959,1492.691587,33.20402874,29913.5394,25000,21928.21403
49,2,556.1978952,1624.991,1007.326062,1529.501122,34.02283476,30651.20249,25000,76029.80734
49,3,0,0,749.9913684,733.6712908,16.32007766,14702.77267,18662.08696,0
50,1,115.4808,115.4808,709.9490041,807.4681594,17.96164472,16181.66191,25000,13109.87594
50,2,484.0835533,1610.7615,1079.440404,1529.501122,34.02283476,30651.20249,25000,81681.00983
50,3,75.53891698,75.5393,799.2417144,855.7450952,19.0355362,17149.13171,17149.13171,0
51,1,26.22719239,26.2273,734.5741766,744.2460619,16.5553071,14914.69108,25000,3024.56702
51,2,511.8385739,1667.3825,1051.685383,1529.501122,34.02283476,30651.20249,25000,87332.21232
51,3,131.1084124,131.109,773.8756693,885.2913078,19.69277397,17741.23781,17741.23781,0
52,1,320.7064,320.7064,800.2648226,1096.578492,24.39273061,21975.43298,25000,0
52,2,0,246.7743,532.2151642,520.6339739,11.58119037,10433.50484,25000,72765.71716
52,3,426.6405259,426.707,932.4382105,1329.504702,29.57403439,26643.27423,25000,1643.274228
53,1,0,0,688.1373804,673.1632674,14.97411299,13490.19188,13490.19188,0
53,2,99.00100492,448.5321,607.8386103,691.458535,15.38108024,13856.82904,25000,61622.5462
53,3,409.494903,409.5527,943.7114404,1323.760094,29.44624904,26528.15229,25000,3171.426519
54,1,376.3184233,552.3171,738.0315786,1090.101351,24.2486505,21845.63108,21845.63108,0
54,2,287.4677815,1009.168,760.6458133,1025.306272,22.80732284,20547.13769,25000,57169.68389
54,3,490.383597,490.7582,1054.342425,1511.112237,33.61378505,30282.68924,25000,8454.115755
55,1,0,509.2021,301.9840003,295.4127215,6.571278743,5920.07094,5920.07094,0
55,2,0,55.7723,566.2337937,553.9123459,12.32144779,11100.40341,25000,43270.0873
55,3,480.733466,599.5115,1082.790491,1529.501122,34.02283476,30651.20249,25000,14105.31824
56,1,0,676.5159,262.1424635,256.4381507,5.704312799,5139.020539,5139.020539,0
56,2,380.1415146,494.6936,831.0992085,1184.883696,26.35702689,23745.06927,25000,42015.15657
56,3,474.8746876,911.5511,1088.649269,1529.501122,34.02283476,30651.20249,25000,19756.52073
57,1,357.9106051,1021.4027,697.3785114,1032.325652,22.96346473,20687.80606,20687.80606,0
57,2,646.0468613,1234.5604,819.1746974,1433.337819,31.88373978,28724.08989,25000,45739.24646
57,3,474.8746876,1072.9221,1088.649269,1529.501122,34.02283476,30651.20249,25000,25407.72322
58,1,632.146733,1414.3847,790.4570899,1391.64746,30.95636276,27888.6151,16228.4026,11660.2125
58,2,202.4850631,727.3151,620.552219,805.1276995,17.9095826,16134.7591,25000,36874.00556
58,3,2.174754007,1395.6242,1069.706772,1048.557005,23.32452143,21013.08237,25000,21420.80559
59,1,590.9819736,1845.4695,972.5419833,1529.501122,34.02283476,30651.20249,25000,17311.41499
59,2,0,939.247,713.5122446,697.9859656,15.52627901,13987.63875,25000,25861.64431
59,3,478.9111781,1363.226,1084.612779,1529.501122,34.02283476,30651.20249,25000,27072.00808
60,1,562.5216563,1810.9448,1001.002301,1529.501122,34.02283476,30651.20249,25000,22962.61747
60,2,636.161012,1149.1913,793.2089002,1398.266317,31.10359526,28021.25699,25000,28882.9013
60,3,484.8363815,1477.4058,1078.687575,1529.501122,34.02283476,30651.20249,25000,32723.21056
61,1,602.1046923,1528.5798,961.4192646,1529.501122,34.02283476,30651.20249,25000,28613.81996
61,2,596.191991,1490.4586,967.3319659,1529.501122,34.02283476,30651.20249,25000,34534.10379
61,3,537.000765,925.2012,1026.523192,1529.501122,34.02283476,30651.20249,25000,38374.41305
62,1,670.5482863,1020.4937,892.9756706,1529.501122,34.02283476,30651.20249,25000,34265.02245
62,2,521.3375003,1522.6076,1042.186457,1529.501122,34.02283476,30651.20249,25000,40185.30628
62,3,0,1183.9602,1059.244669,1036.19513,23.04953894,20765.3504,25000,34139.76345
63,1,608.1673207,708.8345,837.4142593,1414.125213,31.45636689,28339.06927,25000,37604.09172
63,2,487.5552743,1364.9982,1075.968683,1529.501122,34.02283476,30651.20249,25000,45836.50877
63,3,508.7099069,1058.2094,1054.81405,1529.501122,34.02283476,30651.20249,25000,39790.96594
64,1,634.5590906,676.0359,928.9648663,1529.501122,34.02283476,30651.20249,25000,43255.29421
64,2,482.4649713,1020.344,1081.058986,1529.501122,34.02283476,30651.20249,25000,51487.71125
64,3,461.7599761,462.0968,1019.703985,1449.226781,32.23718021,29042.5047,25000,43833.47063
65,1,619.5386,619.5386,887.231293,1473.982047,32.78784624,29538.60022,25000,47793.89442
65,2,486.4593921,1243.7835,1077.064565,1529.501122,34.02283476,30651.20249,25000,57138.91374
65,3,452.2815744,452.6124,997.2160154,1417.956009,31.54158065,28415.83842,25000,47249.30906
66,1,328.7247,328.7247,773.1665493,1077.913706,23.97754363,21601.39066,25000,44395.28509
66,2,493.1197113,1224.2468,1070.404246,1529.501122,34.02283476,30651.20249,25000,62790.11623
66,3,499.3954238,603.3137,1064.128533,1529.501122,34.02283476,30651.20249,25000,52900.51154
67,1,0,0,602.2337638,589.1289439,13.10481988,11806.14404,25000,31201.42912
67,2,577.8993487,842.3806,985.6246082,1529.501122,34.02283476,30651.20249,25000,68441.31872
67,3,547.6820746,808.6622,1015.841882,1529.501122,34.02283476,30651.20249,25000,58551.71403
68,1,36.87678889,36.877,737.4293922,757.4570045,16.84917659,15179.43837,25000,21380.86749
68,2,0,539.2226,887.3648833,868.0555093,19.30937397,17395.83241,25000,60837.15112
68,3,492.840722,1156.6461,1070.683235,1529.501122,34.02283476,30651.20249,25000,64202.91652
69,1,267.7671674,284.7424,751.6847907,997.2683226,22.18363547,19985.25718,25000,16366.12468
69,2,227.2369576,264.2349,673.289366,880.930552,19.59577157,17653.84826,25000,53490.99939
69,3,481.9158501,1384.7965,1081.608107,1529.501122,34.02283476,30651.20249,25000,69854.11901
70,1,178.3974693,376.122,670.71807,830.6384846,18.47705471,16645.99523,25000,8012.119908
70,2,164.2280138,398.948,640.4128787,787.1316219,17.50927065,15774.1177,25000,44265.11709
70,3,498.4869372,1187.1601,1065.03702,1529.501122,34.02283476,30651.20249,25000,75505.32149
71,1,483.3403074,697.4215,775.1104567,1231.06643,27.38433409,24670.57126,25000,7682.691165
71,2,677.2545128,999.7646,886.2694441,1529.501122,34.02283476,30651.20249,25000,49916.31958
71,3,0,1149.1188,1053.272523,1030.35294,22.91958293,20648.27291,25000,71153.5944
72,1,642.3607573,1288.6453,921.1631996,1529.501122,34.02283476,30651.20249,0,38333.89365
72,2,613.2554336,1050.8391,829.2646679,1411.130353,31.38974804,28279.05228,25000,53195.37186
72,3,0,1020.2027,1050.622566,1027.760647,22.86191894,20596.32337,25000,66749.91778
73,1,550.0406902,792.5907,814.8000257,1335.141299,29.69941711,26756.23163,25000,40090.12528
73,2,684.4683829,1400.8677,879.055574,1529.501122,34.02283476,30651.20249,25000,58846.57435
73,3,508.7564053,795.488,1054.767552,1529.501122,34.02283476,30651.20249,25000,72401.12027
74,1,234.2622952,234.2674,764.5618502,977.0893785,21.73476697,19580.87115,25000,34670.99643
74,2,527.2627048,1904.1472,1036.261252,1529.501122,34.02283476,30651.20249,25000,64497.77684
74,3,535.8980918,593.8784,1027.625865,1529.501122,34.02283476,30651.20249,25000,78052.32275
75,1,0,0,612.1068906,598.7872279,13.31966261,11999.69605,0,46670.69247
75,2,487.8941948,1958.9736,1075.629762,1529.501122,34.02283476,30651.20249,25000,70148.97932
75,3,527.3291309,618.8516,1036.194826,1529.501122,34.02283476,30651.20249,25000,83703.52524
76,1,0,0,487.0808727,476.4818205,10.59905221,9548.695682,25000,31219.38816
76,2,25.7903,25.7903,711.2190703,720.9717855,16.03758478,14448.27458,25000,59597.2539
76,3,0,951.9961,1077.759824,1054.307389,23.45243528,21128.32007,25000,79831.84531
77,1,0,0,529.3774802,517.8580388,11.51944136,10377.8751,25000,16597.26325
77,2,206.4726903,209.1425,743.9215108,929.7132868,20.68091424,18631.45427,25000,53228.70817
77,3,487.866628,1046.1801,1075.657329,1529.501122,34.02283476,30651.20249,25000,85483.0478
78,1,0,18.308,428.6252786,419.2982408,9.327037789,8402.736747,25000,0
78,2,549.9804167,1162.5992,1013.54354,1529.501122,34.02283476,30651.20249,25000,58879.91066
78,3,480.4456195,1087.1647,1083.078337,1529.501122,34.02283476,30651.20249,25000,91134.25029
79,1,0,0,598.4389915,585.4167472,13.02224429,11731.75161,11731.75161,0
79,2,463.7671324,464.1106,1015.443326,1447.022315,32.18814318,28998.32719,25000,62878.23785
79,3,529.1492044,1072.1449,1034.374752,1529.501122,34.02283476,30651.20249,25000,96785.45278
80,1,0,3.2027,628.0919523,614.4244491,13.66750322,12313.06596,12313.06596,0
80,2,531.261553,653.5352,1032.262404,1529.501122,34.02283476,30651.20249,25000,68529.44034
80,3,562.1895258,1228.7187,1001.334431,1529.501122,34.02283476,30651.20249,25000,102436.6553
81,1,175.821499,351.4625,697.3653519,854.1859959,19.00085497,17117.88736,0,17117.88736
81,2,559.492628,1299.9587,1004.031329,1529.501122,34.02283476,30651.20249,25000,74180.64283
81,3,484.2407619,1420.0665,1079.283195,1529.501122,34.02283476,30651.20249,25000,108087.8578
82,1,321.8770567,745.8447,727.9063283,1026.939727,22.84365806,20579.87213,25000,12697.75948
82,2,533.6878758,1116.7207,1029.836081,1529.501122,34.02283476,30651.20249,25000,79831.84531
82,3,480.4159124,1594.3027,1083.108044,1529.501122,34.02283476,30651.20249,25000,113739.0602
83,1,339.0425991,995.02,689.1693089,1005.837653,22.37425508,20156.98656,25000,7854.746047
83,2,576.3672077,1246.8742,987.1567492,1529.501122,34.02283476,30651.20249,25000,85483.0478
83,3,94.93738209,1484.0918,1082.531429,1151.846673,25.62213814,23083.00733,25000,111822.0676
84,1,695.0557649,1327.8465,835.4386015,1497.190267,33.30409918,30003.69296,0,37858.439
84,2,533.5333246,1498.42,1029.990632,1529.501122,34.02283476,30651.20249,25000,91134.25029
84,3,0,1765.7158,1084.772202,1061.167175,23.6050271,21265.79018,25000,108087.8578
85,1,633.527169,1083.7359,822.0123554,1423.866469,31.67305528,28534.28404,19980.14227,46412.58078
85,2,488.0713311,1892.4337,1075.452626,1529.501122,34.02283476,30651.20249,25000,96785.45278
85,3,545.2110258,1519.2249,1018.312931,1529.501122,34.02283476,30651.20249,25000,113739.0602
86,1,167.7863141,370.0624,643.8702807,793.99466,17.66193481,15911.65299,0,62324.23376
86,2,496.5340104,1939.2189,1066.989946,1529.501122,34.02283476,30651.20249,25000,102436.6553
86,3,20.72277876,1553.5968,966.2632444,965.5088579,21.47716524,19348.79751,25000,108087.8578
87,1,56.01001416,219.7466,609.4203252,650.9503396,14.47999973,13045.04481,25000,50369.27857
87,2,543.8645691,1874.6128,1019.659388,1529.501122,34.02283476,30651.20249,25000,108087.8578
87,3,539.8409214,1531.6584,1023.683035,1529.501122,34.02283476,30651.20249,25000,113739.0602
88,1,203.5443751,476.742,649.44446,834.4274961,18.56133899,16721.92702,25000,42091.20559
88,2,574.3099186,1808.8806,989.2140383,1529.501122,34.02283476,30651.20249,25000,113739.0602
88,3,51.60882867,704.4542,935.3771945,965.5088579,21.47716524,19348.79751,25000,108087.8578
89,1,0,70.7637,532.920388,521.3238517,11.59653629,10447.32999,25000,27538.53558
89,2,34.49224116,1677.7716,952.493782,965.5088579,21.47716524,19348.79751,25000,108087.8578
89,3,589.3788918,803.7536,974.1450651,1529.501122,34.02283476,30651.20249,25000,113739.0602
90,1,0,0,513.3946577,502.2230082,11.17164948,10064.54909,25000,12603.08466
90,2,680.2923537,1543.89,883.2316032,1529.501122,34.02283476,30651.20249,25000,113739.0602
90,3,432.2687646,622.0504,842.9862254,1247.50499,27.75,25000,25000,113739.0602
91,1,0,0,632.3691258,618.6085498,13.76057602,12396.91534,25000,0
91,2,392.6993531,1197.8309,882.5556369,1247.50499,27.75,25000,25000,113739.0602
91,3,183.3793684,616.8677,803.6066547,965.5088579,21.47716524,19348.79751,25000,108087.8578
92,1,0,0,758.2443663,741.7447005,16.49966581,14864.5638,14864.5638,0
92,2,38.30398326,855.2905,869.5172352,888.0667073,19.75451106,17796.85682,25000,106535.9171
92,3,699.6442278,1132.2066,863.8797291,1529.501122,34.02283476,30651.20249,25000,113739.0602
93,1,529.6311615,529.7381,959.8509162,1457.07042,32.41165726,29199.69123,25000,4199.691226
93,2,502.2692828,538.5586,852.150512,1324.947141,29.47265417,26551.9407,25000,108087.8578
93,3,473.9317782,1207.9453,801.3232118,1247.50499,27.75,25000,25000,113739.0602
94,1,0,0,659.1463553,644.8030973,14.34325802,12921.85407,17121.5453,0
94,2,623.3909513,704.0371,940.1330056,1529.501122,34.02283476,30651.20249,25000,113739.0602
94,3,478.6239676,1050.2122,796.6310224,1247.50499,27.75,25000,25000,113739.0602
95,1,283.2010328,423.3942,721.6494886,982.9846184,21.86590304,19699.01175,19699.01175,0
95,2,324.6338198,1126.4927,950.6211703,1247.50499,27.75,25000,25000,113739.0602
95,3,411.1897716,976.217,703.8103504,1090.737325,24.26279734,21858.37599,22790.04082,112807.3954
96,1,113.3695695,545.3256,609.1516694,706.798921,15.72231792,14164.25038,14164.25038,0
96,2,0,881.2905,887.7389356,868.4214221,19.31751348,17403.1653,25000,106142.2255
96,3,555.8890934,1091.4587,766.8903056,1293.995251,28.78414796,25931.66483,25000,113739.0602
97,1,0,84.8478,502.7636961,491.8233801,10.940316,9856.140536,9856.140536,0
97,2,139.2870059,1311.7032,946.9461048,1062.596294,23.636817,21294.42973,25000,102436.6553
97,3,500.0359232,703.8557,749.6738519,1222.515648,27.19412708,24499.21359,24499.21359,113739.0602
98,1,0,0,492.3532566,481.6394755,10.71378115,9652.055088,9652.055088,0
98,2,484.3448291,2027.0949,1079.179128,1529.501122,34.02283476,30651.20249,25000,108087.8578
98,3,296.7310123,550.0455,667.6840219,943.4290216,20.98601253,18906.31759,18906.31759,113739.0602
99,1,0,0,454.3383622,444.4517987,9.88656359,8906.814045,1794.831803,7111.982242
99,2,508.5039856,1990.766,1055.019971,1529.501122,34.02283476,30651.20249,25000,113739.0602
99,3,92.74920276,312.7343,579.3643801,657.4881534,14.62542948,13176.06259,25000,101915.1228
100,1,0,0,395.8074848,387.1945738,8.612910978,7759.37926,0,14871.3615
100,2,244.0639485,244.0695,901.4185703,1120.556414,24.92610509,22455.95053,25000,111195.0108
