h,s,p_grid,omega,p_wt,p_el,p_comp,m_in,m_out,m_tank
15,3,171.8271631,171.9145,935.5801423,1083.30973,24.09757497,21709.527,25000,20780.65741
16,1,0,0,840.6395163,822.3469029,18.29261345,16479.83193,25000,56972.24724
16,2,0,160.91,642.4640353,628.4837905,13.98024483,12594.81516,25000,37968.96613
16,3,86.17343798,96.8899,865.5434284,931.0071705,20.7096959,18657.3837,25000,14438.04111
17,1,0,0,980.9788226,959.6323762,21.34644643,19231.03282,25000,51203.28005
17,2,0,0,835.1447025,816.9716582,18.17304435,16372.11203,25000,29341.07816
17,3,236.4134514,406.8043,914.303785,1125.677222,25.0400144,22558.57153,25000,11996.61264
18,1,0,0,997.9063931,976.1915968,21.71479636,19562.8796,25000,45766.15965
18,2,0,0,803.3722735,785.8906084,17.48166505,15749.24779,25000,20090.32596
18,3,0,0,893.1947467,873.7585129,19.43623386,17510.1206,25000,4506.733236
19,1,0,0,968.2609881,947.1912862,21.06970185,18981.71338,25000,39747.87303
19,2,0,0,812.2348758,794.5603574,17.67451841,15922.98956,25000,11013.31552
19,3,0,0,1045.365628,1022.618102,22.74752611,20493.26676,25000,0
20,1,291.9317454,292.094,1106.876272,1368.369459,30.4385576,27422.12397,25000,42169.997
20,2,0,0,859.5862818,840.88138,18.70490177,16851.26286,25000,2864.578374
20,3,0,0,1015.897475,993.7911863,22.10628866,19915.57537,19915.57537,0
21,1,196.6331919,197.109,1108.098946,1276.340704,28.39143316,25577.86771,25000,42747.86471
21,2,168.3158732,168.4014,960.8164022,1104.561957,24.570318,22135.42163,25000,0
21,3,0,0,1015.103534,993.0145219,22.08901223,19900.01102,19900.01102,0
22,1,498.2237143,868.5852,1168.539112,1630.493477,36.26934911,32675.08929,25000,50422.954
22,2,562.2882771,785.4373,1104.47455,1630.493477,36.26934911,32675.08929,25000,7675.089288
22,3,0,0,985.7646276,964.3140403,21.45058724,19324.85337,11200.81652,8124.03685
23,1,587.5583746,1048.2211,1079.204452,1630.493477,36.26934911,32675.08929,25000,58098.04329
23,2,0,852.8361,1130.717863,1106.113043,24.60482096,22166.50537,25000,4841.594661
23,3,0,0,860.8462487,842.1139296,18.7323191,16875.96315,25000,0
24,1,502.8884469,1189.9621,1163.87438,1630.493477,36.26934911,32675.08929,25000,65773.13258
24,2,0,1068.9152,1260.278279,1232.854177,27.42410146,24706.39771,25000,4547.992375
24,3,0,0,793.712037,776.4405821,17.27145488,15559.86927,15559.86927,0
25,1,519.8022969,1048.3489,1146.96053,1630.493477,36.26934911,32675.08929,25000,73448.22187
25,2,208.8859336,1353.9905,1281.339458,1457.79756,32.42783204,29214.2631,25000,8762.255471
25,3,0,0,878.3498882,859.2366837,19.11320449,17219.10314,17219.10314,0
26,1,426.871489,512.6514,1009.250523,1404.871489,31.25052335,28153.62464,25000,76601.8465
26,2,0,1113.9773,1285.911671,1257.929778,27.98189315,25208.91275,25000,8971.168222
26,3,0,0,632.1719209,618.4156361,13.75628478,12393.04935,5421.751932,6971.297415
27,1,237.9146329,367.3211,906.0012079,1119.023827,24.89201362,22425.2375,25000,74027.084
27,2,372.8748139,1145.5201,1293.888013,1630.493477,36.26934911,32675.08929,25000,16646.25751
27,3,0,0,692.5748191,677.5041459,15.07067322,13577.18308,0,20548.4805
28,1,403.7962225,698.8044,977.6553461,1351.390693,30.06087514,27081.8695,25000,76108.95349
28,2,518.6948429,957.8895,1148.067984,1630.493477,36.26934911,32675.08929,25000,24321.3468
28,3,0,0,722.9449924,707.2134534,15.73153894,14172.55761,25000,9721.038106
29,1,0,0,990.74541,969.1864391,21.55897083,19422.49624,25000,70531.44973
29,2,0,1314.1093,1140.089119,1115.280376,24.80874281,22350.21874,25000,21671.56554
29,3,0,0,779.3828959,762.4232482,16.9596477,15278.96189,25000,0
30,1,211.2520091,211.757,1096.823046,1279.610879,28.46417623,25643.40201,25000,71174.85175
30,2,0,1570.3795,1196.259033,1170.228013,26.03102001,23451.36938,25000,20122.93492
30,3,0,0,657.1851333,642.8845521,14.30058113,12883.40642,12883.40642,0
31,1,491.4783098,607.0307,1175.284517,1630.493477,36.26934911,32675.08929,25000,78849.94103
31,2,0,596.8596,839.2214999,820.959743,18.26175691,16452.03325,25000,11574.96817
31,3,0,0,692.3217354,677.2565693,15.06516603,13572.22165,13572.22165,0
32,1,401.509548,1390.6829,1265.253279,1630.493477,36.26934911,32675.08929,25000,86525.03032
32,2,0,491.2723,684.8135531,669.9117678,14.90178533,13425.03183,25000,0
32,3,0,0,851.8063945,833.2707859,18.53560867,16698.74655,8610.191073,8088.555476
33,1,446.9116578,1264.9524,1219.851169,1630.493477,36.26934911,32675.08929,25000,94200.11961
33,2,38.75508944,1524.4976,1236.499901,1247.50499,27.75,25000,25000,0
33,3,242.7216294,355.7826,857.5382826,1076.317867,23.94204516,21569.41005,25000,4657.965527
34,1,326.3887037,1951.8497,1340.374123,1630.493477,36.26934911,32675.08929,25000,101875.2089
34,2,0,1640.3083,1294.638924,1266.467123,28.17180127,25380.00114,25000,380.0011436
34,3,38.63702103,38.7294,999.0142177,1015.071581,22.57965827,20342.03447,25000,0
35,1,312.7630089,1778.0603,1353.999818,1630.493477,36.26934911,32675.08929,25000,109550.2982
35,2,0,1641.492,1355.395524,1325.901637,29.49388638,26571.06881,25000,1951.069953
35,3,411.5157485,748.4447,902.766358,1285.682863,28.59924387,25765.08457,25000,765.0845664
36,1,356.4382095,1510.6591,1310.324617,1630.493477,36.26934911,32675.08929,25000,117225.3875
36,2,0,1688.9684,1366.98098,1337.23499,29.74599002,26798.18921,25000,3749.259162
36,3,559.7377763,674.2966,1107.02505,1630.493477,36.26934911,32675.08929,25000,8440.173855
37,1,458.0868798,1395.3237,1208.675947,1630.493477,36.26934911,32675.08929,25000,124900.4768
37,2,63.22054434,1677.731,1352.7483,1385.156861,30.81198328,27758.54349,25000,6507.802655
37,3,276.5660997,276.7139,1108.300301,1354.731217,30.13518309,27148.81359,25000,10588.98745
38,1,582.0465612,701.9526,1084.716265,1630.493477,36.26934911,32675.08929,25000,132575.5661
38,2,0,1269.8177,1306.219638,1277.795836,28.42380169,25607.02855,25000,7114.831207
38,3,398.2835831,399.4959,1178.849066,1542.813684,34.31896472,30917.98623,25000,16506.97368
39,1,561.6170932,578.9313,1105.145733,1630.493477,36.26934911,32675.08929,25000,140250.6553
39,2,369.7209878,825.1571,1297.041839,1630.493477,36.26934911,32675.08929,25000,14789.9205
39,3,177.4440718,177.8735,1072.626844,1222.86893,27.20198563,24506.29336,25000,16013.26704
40,1,205.1263161,205.6227,1106.15251,1282.744935,28.53389142,25706.20849,25000,140956.8638
40,2,371.9403468,444.6685,1294.82248,1630.493477,36.26934911,32675.08929,25000,22465.00978
40,3,0,0,675.4915975,660.7926613,14.69893627,13242.28493,18165.15249,11090.39948
41,1,51.75797184,51.8832,995.4691774,1024.439116,22.78803347,20529.75988,25000,136486.6237
41,2,398.8007066,494.7932,1267.96212,1630.493477,36.26934911,32675.08929,25000,30140.09907
41,3,0,0,709.5314988,694.0918423,15.43965658,13909.60052,25000,0
42,1,0,0,962.4559838,941.5126009,20.9433829,18867.91252,25000,130354.5362
42,2,369.787736,612.4489,1296.975091,1630.493477,36.26934911,32675.08929,25000,37815.18836
42,3,0,0,715.735591,700.1609311,15.57465982,14031.22506,14031.22506,0
43,1,0,0,924.642953,904.5223951,20.12055797,18126.6288,25000,123481.165
43,2,399.1344159,399.3913,1158.135752,1523.383417,33.88675009,30528.60369,25000,43343.79205
43,3,0,0,838.6454296,820.3962082,18.24922141,16440.74001,16440.74001,0
44,1,0,0,674.0996314,659.4309848,14.6686466,13214.99694,25000,111696.162
44,2,209.2679962,209.3743,1059.438067,1241.09857,27.60749304,24871.61535,25000,43215.4074
44,3,169.0910211,169.4952,1035.83833,1178.709662,26.21968921,23621.34163,23621.34163,0
45,1,0,0,845.6468865,827.2453109,18.40157559,16577.99603,25000,103274.158
45,2,295.0659859,295.8474,1120.885011,1385.139402,30.8115949,27758.19361,25000,45973.60101
45,3,407.0198597,408.2548,1180.821788,1553.289652,34.55199633,31127.92462,25000,6127.924621
46,1,531.3812802,615.3411,997.1530709,1495.272903,33.26144855,29965.26897,25000,108239.427
46,2,0,718.0779,1128.22721,1103.676586,24.55062346,22117.67879,25000,43091.27979
46,3,0,297.8372,1097.158639,1073.284078,23.87456035,21508.61293,25000,2636.537549
47,1,526.2792276,920.1767,1140.483599,1630.493477,36.26934911,32675.08929,25000,115914.5162
47,2,0,948.6851,1118.133155,1093.802182,24.33097325,21919.79572,25000,40011.07551
47,3,403.3808869,404.5989,1214.686963,1582.858121,35.20972919,31720.47675,25000,9357.014296
48,1,434.4869144,1352.7025,1232.275912,1630.493477,36.26934911,32675.08929,25000,123589.6055
48,2,0,1146.8577,1120.415182,1096.034551,24.38063096,21964.5324,25000,36975.60791
48,3,429.8894969,430.1715,1194.446835,1588.990198,35.34613357,31843.36357,25000,16200.37787
49,1,592.7264948,842.0359,1074.036332,1630.493477,36.26934911,32675.08929,25000,131264.6948
49,2,0,1624.991,1265.253279,1237.720919,27.53235922,24803.92722,25000,36779.53513
49,3,0,0,942.0276848,921.5288289,20.49885588,18467.43773,25000,9667.815604
50,1,115.4808,115.4808,891.7324184,985.2959022,21.91731617,19745.32988,25000,126010.0247
50,2,0,1610.7615,1355.832596,1326.329199,29.50339724,26579.63715,25000,38359.17229
50,3,75.50092183,75.5393,1003.888649,1055.901672,23.48789915,21160.26951,25000,5828.08511
51,1,26.21400043,26.2273,922.6628999,928.2290031,20.64789724,18601.70922,25000,119611.7339
51,2,0,1667.3825,1320.970865,1292.226071,28.74479362,25896.21047,25000,39255.38275
51,3,131.0424665,131.109,972.0275937,1079.066865,24.00319498,21624.49998,25000,2452.585088
52,1,320.7064,320.7064,1005.173726,1297.028505,28.85162087,25992.45124,25000,120604.1852
52,2,0,246.7743,668.4895855,653.9430155,14.54657001,13105.01803,25000,27360.40078
52,3,426.4259309,426.707,1171.190291,1562.851527,34.76469451,31319.5446,25000,8772.129688
53,1,0,0,864.3358985,845.5276434,18.80825511,16944.37397,25000,112548.5591
53,2,0,448.5321,763.4765184,746.8629991,16.6135193,14967.1345,25000,17327.53528
53,3,409.2889321,409.5527,1185.350046,1559.93907,34.69990864,31261.17896,25000,15033.30865
54,1,376.0421071,552.3171,927.0055744,1274.692903,28.35477881,25544.84577,25000,113093.4049
54,2,0,1009.168,955.410215,934.6201505,20.79006448,18729.78782,25000,11057.3231
54,3,342.4545801,490.7582,1324.308246,1630.493477,36.26934911,32675.08929,25000,22708.39794
55,1,0,509.2021,379.3074169,371.0535532,8.253863659,7435.913207,25000,95529.31812
55,2,0,55.7723,711.2187316,695.7423602,15.47637136,13942.6769,25000,0
55,3,306.7223484,599.5115,1360.040478,1630.493477,36.26934911,32675.08929,25000,30383.48722
56,1,0,676.5159,329.2644,322.0994901,7.164909899,6454.873782,25000,76984.1919
56,2,379.4620009,494.6936,1043.903298,1392.392367,30.97293276,27903.54303,25000,2903.543025
56,3,299.3634219,911.5511,1367.399405,1630.493477,36.26934911,32675.08929,25000,38058.57651
57,1,357.6455653,1021.4027,875.9432338,1206.74547,26.84332894,24183.17922,25000,76167.37112
57,2,594.0287068,1234.5604,1028.9255,1587.638149,35.31605804,31816.2685,25000,9719.811526
57,3,299.3634219,1072.9221,1367.399405,1630.493477,36.26934911,32675.08929,25000,45733.6658
58,1,631.6761717,1414.3847,992.8547097,1589.180514,35.35036703,31847.17751,25000,83014.54863
58,2,0,727.3151,779.445464,762.4844548,16.96100921,15280.18847,25000,0
58,3,220.1047313,1395.6242,1343.606655,1529.684473,34.02691329,30654.87684,25000,51388.54264
59,1,445.2001373,1845.4695,1221.562689,1630.493477,36.26934911,32675.08929,25000,90689.63792
59,2,379.0469586,939.247,896.2080315,1247.50499,27.75,25000,25000,0
59,3,304.4334613,1363.226,1362.329365,1630.493477,36.26934911,32675.08929,25000,59063.63193
60,1,409.4525168,1810.9448,1257.31031,1630.493477,36.26934911,32675.08929,25000,98364.72721
60,2,278.9438652,1149.1913,996.3111248,1247.50499,27.75,25000,25000,0
60,3,0,1477.4058,1354.887006,1325.404185,29.48282085,26561.09986,25000,60624.73179
61,1,459.1708433,1528.5798,1207.591983,1630.493477,36.26934911,32675.08929,25000,106039.8165
61,2,60.23635021,1490.4586,1215.01864,1247.50499,27.75,25000,25000,0
61,3,0,925.2012,1289.36586,1261.308803,28.05705753,25276.6284,25000,60901.36019
62,1,545.1395133,1020.4937,1121.623313,1630.493477,36.26934911,32675.08929,25000,113714.9058
62,2,0,1522.6076,1309.039725,1280.554557,28.4851678,25662.31333,25000,662.3133307
62,3,0,1183.9602,1330.465716,1301.514311,28.95140493,26082.34679,25000,61983.70698
63,1,607.7207668,708.8345,1051.835327,1623.443565,36.11252804,32533.80905,25000,121248.7148
63,2,315.2908901,1364.9982,1351.471936,1630.493477,36.26934911,32675.08929,25000,8337.402619
63,3,0,1058.2094,1324.900631,1296.070324,28.83030673,25973.2493,25000,62956.95629
64,1,499.9352348,676.0359,1166.827592,1630.493477,36.26934911,32675.08929,25000,128923.8041
64,2,0,1020.344,1357.865618,1328.317982,29.54763652,26619.49236,25000,9956.894978
64,3,385.9622401,462.0968,1280.800587,1630.493477,36.26934911,32675.08929,25000,70632.04557
65,1,552.3547467,619.5386,1114.40808,1630.493477,36.26934911,32675.08929,25000,136598.8934
65,2,0,1243.7835,1352.848421,1323.40996,29.43846052,26521.13561,25000,11478.03058
65,3,414.2082855,452.6124,1252.554541,1630.493477,36.26934911,32675.08929,25000,78307.13486
66,1,328.7247,328.7247,971.1369025,1271.576154,28.2854486,25482.38612,25000,137081.2795
66,2,0,1224.2468,1344.482718,1315.226298,29.25641986,26357.13501,25000,12835.16559
66,3,330.1627261,603.3137,1336.600101,1630.493477,36.26934911,32675.08929,25000,85982.22415
67,1,0,0,756.4365433,739.9762163,16.46032695,14829.12338,25000,126910.4029
67,2,0,842.3806,1237.995138,1211.055926,26.93921243,24269.56075,25000,12104.72634
67,3,390.8132399,808.6622,1275.949587,1630.493477,36.26934911,32675.08929,25000,93657.31344
68,1,36.85824031,36.877,926.2491975,942.149879,20.95755877,18880.68358,25000,120791.0865
68,2,52.49822438,539.2226,1114.575876,1141.678155,25.39594555,22879.23023,25000,9983.956572
68,3,0,1156.6461,1344.833143,1315.569097,29.26404523,26364.00471,25000,95021.31815
69,1,267.3033674,284.7424,944.1547102,1185.096321,26.3617566,23749.33027,25000,119540.4168
69,2,227.0414325,264.2349,845.6860297,1049.384533,23.3429293,21029.66604,25000,6013.62261
69,3,0,1384.7965,1358.555343,1328.992698,29.56264517,26633.01366,25000,96654.33181
70,1,178.2655368,376.122,842.4563499,998.5106171,22.21126957,20010.15277,25000,114550.5695
70,2,164.1074275,398.948,804.3914728,947.4240214,21.0748789,18986.37739,25000,0
70,3,0,1187.1601,1337.741206,1308.631484,29.10972218,26224.97494,25000,97879.30675
71,1,482.9854091,697.4215,973.57855,1424.868612,31.69534735,28554.36698,25000,118104.9365
71,2,162.0550417,999.7646,1113.199948,1247.50499,27.75,25000,25000,0
71,3,343.7984329,1149.1188,1322.964394,1630.493477,36.26934911,32675.08929,25000,105554.396
72,1,509.7345289,1288.6453,1157.028298,1630.493477,36.26934911,32675.08929,25000,125780.0258
72,2,233.6559688,1050.8391,1041.599021,1247.50499,27.75,25000,25000,0
72,3,0,1020.2027,1319.635912,1290.920168,28.71574458,25870.04016,25000,106424.4362
73,1,549.6339118,792.5907,1023.430687,1538.834157,34.23044252,30838.2365,25000,131618.2623
73,2,171.1160331,1400.8677,1104.138957,1247.50499,27.75,25000,25000,0
73,3,341.9205997,795.488,1324.842227,1630.493477,36.26934911,32675.08929,25000,114099.5255
74,1,234.1444642,234.2674,960.3289585,1168.481258,25.9921645,23416.36441,25000,130034.6267
74,2,365.1654625,1904.1472,1301.597364,1630.493477,36.26934911,32675.08929,25000,7675.089288
74,3,376.0119522,593.8784,1290.750874,1630.493477,36.26934911,32675.08929,25000,121774.6148
75,1,0,0,768.8376977,752.1075172,16.73018046,15072.23465,25000,120106.8614
75,2,23.59879066,1958.9736,1351.046235,1344.732263,29.91276236,26948.43456,25000,9623.523844
75,3,365.2488971,618.8516,1301.513929,1630.493477,36.26934911,32675.08929,25000,129449.7041
76,1,0,0,611.7985968,598.4856428,13.31295403,11993.65228,25000,107100.5136
76,2,25.77717488,25.7903,893.3276867,899.1048144,20.00004713,18018.06048,25000,2641.584324
76,3,0,951.9961,1353.721702,1324.264239,29.45746343,26538.25535,25000,130987.9594
77,1,0,0,664.9253085,650.4562984,14.46901009,13035.14422,25000,95135.65785
77,2,206.1036145,209.1425,934.4036319,1115.689405,24.8178414,22358.41568,25000,0
77,3,0,1046.1801,1351.08086,1321.680862,29.39999778,26486.48448,25000,132474.4439
78,1,0,18.308,538.3753679,526.6601293,11.71523858,10554.26899,25000,80689.92685
78,2,2.192239147,1162.5992,1273.062751,1247.50499,27.75,25000,25000,0
78,3,0,1087.1647,1360.402028,1330.799198,29.60282969,26669.21594,25000,134143.6598
79,1,0,0,751.6701144,735.3135066,16.35660777,14735.68267,25000,70425.60952
79,2,391.3138475,464.1106,1275.448979,1630.493477,36.26934911,32675.08929,25000,7675.089288
79,3,0,1072.1449,1299.227824,1270.956166,28.27165735,25469.96157,25000,134613.6214
80,1,0,3.2027,788.9157564,771.7486703,17.16708612,15465.84335,25000,60891.45287
80,2,370.1882213,653.5352,1296.574605,1630.493477,36.26934911,32675.08929,25000,15350.17858
80,3,0,1228.7187,1257.727483,1230.358888,27.36859524,24656.39211,25000,134270.0135
81,1,190.801727,351.4625,875.9267047,1043.516043,23.21238828,20912.06151,25000,56803.51438
81,2,0,1299.9587,1261.114925,1233.672618,27.44230718,24722.79926,25000,15072.97784
81,3,0,1420.0665,1355.635134,1326.136034,29.49910039,26575.76612,25000,135845.7796
82,1,321.639015,745.8447,914.2877399,1209.032551,26.89420368,24229.01233,24640.13942,56392.38729
82,2,373.2358073,1116.7207,1293.527019,1630.493477,36.26934911,32675.08929,25000,22748.06712
82,3,0,1594.3027,1360.439342,1330.8357,29.60364165,26669.94743,25000,137515.7271
83,1,338.7915313,995.02,865.6320537,1178.214901,26.20868355,23611.42663,25000,55003.81391
83,2,426.8432406,1246.8742,1239.919586,1630.493477,36.26934911,32675.08929,25000,30423.15641
83,3,0,1484.0918,1359.715084,1330.127202,29.58788153,26655.74913,25000,139171.4762
84,1,617.4090277,1327.8465,1049.353799,1630.493477,36.26934911,32675.08929,25000,62678.9032
84,2,0,1498.42,1293.721143,1265.569313,28.15183004,25362.00904,25000,30785.16545
84,3,0,1765.7158,1362.529609,1332.880482,29.64912659,26710.92486,25000,140882.4011
