i,j,h,s,f_mw
85,88,18,3,5.0083284079
85,88,19,1,-0.7195833419
85,88,19,2,11.1196443316
85,88,19,3,-6.6382135446
85,88,20,1,-3.7051615854
85,88,20,2,7.6286172461
85,88,20,3,-20.8697345865
85,88,21,1,-6.2281564739
85,88,21,2,4.1378573690
85,88,21,3,-4.3055888800
85,88,22,1,-1.3483595649
85,88,22,2,4.7641418017
85,88,22,3,-18.4800741549
85,88,23,1,7.9187499669
85,88,23,2,-60.3790122897
85,88,23,3,7.5606559588
85,88,24,1,-50.3418489971
85,88,24,2,-63.7031995854
85,88,24,3,12.8512088506
85,88,25,1,1.4411535856
85,88,25,2,-11.6690932133
85,88,25,3,6.2671467276
85,88,26,1,7.1518146711
85,88,26,2,-60.6730203213
85,88,26,3,-68.8619585452
85,88,27,1,10.5983706217
85,88,27,2,-65.9315356232
85,88,27,3,19.7507794067
85,88,28,1,9.0065461027
85,88,28,2,1.3485065224
85,88,28,3,16.4750259752
85,88,29,1,-2.3597237015
85,88,29,2,-42.5862056127
85,88,29,3,13.6329223557
85,88,30,1,-4.9455060602
85,88,30,2,-20.7914040444
85,88,30,3,21.8409987382
85,88,31,1,-1.2271903189
85,88,31,2,-9.1936265850
85,88,31,3,6.4428150735
85,88,32,1,-71.6061184978
85,88,32,2,20.9054047266
85,88,32,3,8.3894178631
85,88,33,1,-64.8031973777
85,88,33,2,-67.6656055252
85,88,33,3,13.9901741249
85,88,34,1,-70.7708143158
85,88,34,2,-60.8002976657
85,88,34,3,-1.9293879795
85,88,35,1,-59.6037088411
85,88,35,2,-83.4579725627
85,88,35,3,14.8983690800
85,88,36,1,-68.0383177698
85,88,36,2,-66.9724870003
85,88,36,3,5.8559032633
85,88,37,1,-49.2510259765
85,88,37,2,-88.6899222611
85,88,37,3,-4.1245054025
85,88,38,1,7.3688731366
85,88,38,2,-66.2605184100
85,88,38,3,-6.3325234675
85,88,39,1,3.8241491731
85,88,39,2,2.6598452127
85,88,39,3,-3.9594656130
85,88,40,1,-5.8452096827
85,88,40,2,-14.2272584293
85,88,40,3,20.7383046689
85,88,41,1,-1.2964932737
85,88,41,2,-10.7668806416
85,88,41,3,21.9524843974
85,88,42,1,-0.2233249414
85,88,42,2,-7.3831618424
85,88,42,3,10.6210575850
85,88,43,1,2.8351935067
85,88,43,2,-4.8146286130
85,88,43,3,-28.4113639892
85,88,44,1,17.9310465516
85,88,44,2,-2.1433223457
85,88,44,3,-1.2951351385
85,88,45,1,8.8166564991
85,88,45,2,-4.5697736239
85,88,45,3,-6.2508346432
85,88,46,1,10.7730852453
85,88,46,2,4.1468132312
85,88,46,3,-2.6583557508
85,88,47,1,1.9889187959
85,88,47,2,-20.5041598795
85,88,47,3,-9.0103622637
85,88,48,1,-7.1525752035
85,88,48,2,14.9934205863
85,88,48,3,-6.7806468589
85,88,49,1,8.3937080513
85,88,49,2,-71.8874755893
85,88,49,3,1.3886749975
85,88,50,1,8.1904456549
85,88,50,2,25.0779359040
85,88,50,3,-1.5044939305
85,88,51,1,3.5561082656
85,88,51,2,-70.5290903313
85,88,51,3,2.3270760994
85,88,52,1,4.8135698487
85,88,52,2,22.0355069930
85,88,52,3,-5.1748448108
85,88,53,1,7.3920274591
85,88,53,2,17.4749715526
85,88,53,3,-6.6262305918
85,88,54,1,12.1382440514
85,88,54,2,12.8866600099
85,88,54,3,-14.6485820682
85,88,55,1,43.3274163010
85,88,55,2,18.6096738308
85,88,55,3,-11.9332531279
85,88,56,1,47.0783116687
85,88,56,2,3.1890288865
85,88,56,3,4.2423615501
85,88,57,1,15.5816259537
85,88,57,2,7.3765076575
85,88,57,3,12.8166189401
85,88,58,1,13.7271214083
85,88,58,2,18.9218424623
85,88,58,3,-68.2888097124
85,88,59,1,-37.9493861843
85,88,59,2,12.4145568668
85,88,59,3,15.3238395096
85,88,60,1,-66.9922161769
85,88,60,2,20.5150228281
85,88,60,3,-68.3198409559
85,88,61,1,-14.7061229268
85,88,61,2,-64.4385552202
85,88,61,3,-67.2747034047
85,88,62,1,-19.6979406781
85,88,62,2,-75.5452437534
85,88,62,3,-74.0349314025
85,88,63,1,8.5822829150
85,88,63,2,-77.4981279874
85,88,63,3,-69.4037476103
85,88,64,1,3.3364558784
85,88,64,2,-33.7357375994
85,88,64,3,-12.6565000505
85,88,65,1,4.1348748269
85,88,65,2,-65.8363086109
85,88,65,3,-10.6930225667
85,88,66,1,7.5595780155
85,88,66,2,-41.5218613801
85,88,66,3,-10.2904764214
85,88,67,1,15.5223500144
85,88,67,2,-3.6378748402
85,88,67,3,2.6916174430
85,88,68,1,3.3823099472
85,88,68,2,-60.6535798122
85,88,68,3,-70.1408012578
85,88,69,1,7.9618709776
85,88,69,2,-18.0792752180
85,88,69,3,-66.1811819014
85,88,70,1,13.5002423339
85,88,70,2,16.0268949953
85,88,70,3,-25.6085672611
85,88,71,1,11.3431736965
85,88,71,2,-7.4999144734
85,88,71,3,-78.0556757803
85,88,72,1,-55.7624954648
85,88,72,2,-8.8711717666
85,88,72,3,-27.3031418327
85,88,73,1,9.2717870585
85,88,73,2,7.7055450275
85,88,73,3,-0.4449397390
85,88,74,1,5.9435651658
85,88,74,2,-77.8973481637
85,88,74,3,-7.8435991703
85,88,75,1,14.6453350584
85,88,75,2,-62.2326253553
85,88,75,3,-7.3815455907
85,88,76,1,26.5438822502
85,88,76,2,5.5703982872
85,88,76,3,-67.2483628637
85,88,77,1,22.0766333437
85,88,77,2,7.0899166377
85,88,77,3,-25.0198644726
85,88,78,1,31.4179199838
85,88,78,2,-67.6567288156
85,88,78,3,-36.9318689633
85,88,79,1,15.1149642196
85,88,79,2,-12.1817225259
85,88,79,3,-35.6550280892
85,88,80,1,12.1470905632
85,88,80,2,-5.4907316323
85,88,80,3,-27.1951058094
85,88,81,1,10.8383832827
85,88,81,2,-44.7181680363
85,88,81,3,-76.1607197977
85,88,82,1,11.7330603366
85,88,82,2,7.1438560236
85,88,82,3,-9.1410600433
85,88,83,1,15.8812249303
85,88,83,2,8.3471100791
85,88,83,3,-21.7696995289
85,88,84,1,10.8381373475
85,88,84,2,-66.2686512184
85,88,84,3,-85.9251697812
85,88,85,1,10.7337077316
85,88,85,2,40.7655959657
85,88,85,3,-24.9302079360
85,88,86,1,15.7842142842
85,88,86,2,50.8214471558
85,88,86,3,-45.6017321970
85,88,87,1,16.2084392495
85,88,87,2,-67.4150515886
85,88,87,3,-61.2412653068
85,88,88,1,16.1745047424
85,88,88,2,-62.3730221769
85,88,88,3,3.3232988748
85,88,89,1,21.9166279180
85,88,89,2,-61.7124618760
85,88,89,3,-22.7697078897
85,88,90,1,24.0481959357
85,88,90,2,-48.4059816724
85,88,90,3,-1.9522170934
85,88,91,1,12.7226269033
85,88,91,2,-25.7870865221
85,88,91,3,3.9045259856
85,88,92,1,0.6883743007
85,88,92,2,6.6586503553
85,88,92,3,-3.1061794601
85,88,93,1,-5.0080829383
85,88,93,2,4.3740023491
85,88,93,3,-40.4554300935
85,88,94,1,28.6125726016
85,88,94,2,2.6314939431
85,88,94,3,-33.3710666931
85,88,95,1,11.3146008308
85,88,95,2,-11.2680407802
85,88,95,3,16.2900161074
85,88,96,1,17.7229283266
85,88,96,2,4.4788983061
85,88,96,3,14.0084387412
85,88,97,1,24.6546480841
85,88,97,2,-13.3135887341
85,88,97,3,14.1836090539
85,88,98,1,20.0157736021
85,88,98,2,-81.9673128954
85,88,98,3,16.8093099591
85,88,99,1,27.9935384472
85,88,99,2,-81.4509023714
85,88,99,3,20.0073627167
85,88,100,1,28.9754656744
85,88,100,2,-6.8562056016
85,88,100,3,22.1566321408
85,88,101,1,22.3523279428
85,88,101,2,-0.7734037252
85,88,101,3,27.6582918718
85,88,102,1,16.6861045288
85,88,102,2,14.7394479582
85,88,102,3,21.0977360396
85,88,103,1,19.4606211853
85,88,103,2,24.4419071680
85,88,103,3,23.8145367024
85,88,104,1,-12.2741837905
85,88,104,2,19.9177314166
85,88,104,3,15.3768205122
85,88,105,1,8.3310846421
85,88,105,2,39.1775611934
85,88,105,3,15.2458587147
85,88,106,1,8.2300003495
85,88,106,2,-32.1795173046
85,88,106,3,17.0640156455
85,88,107,1,5.4606152968
85,88,107,2,52.5982203084
85,88,107,3,19.6539513503
85,88,108,1,10.6504943983
85,88,108,2,19.1792879485
85,88,108,3,9.9265117971
85,88,109,1,10.6285428825
85,88,109,2,17.6553198713
85,88,109,3,-55.0929791960
85,88,110,1,9.6362956084
85,88,110,2,15.7906416566
85,88,110,3,-42.6564445823
85,88,111,1,11.5219874540
85,88,111,2,-47.5752781102
85,88,111,3,6.4366831908
85,88,112,1,21.8837521734
85,88,112,2,-67.9699455799
85,88,112,3,10.4816538605
85,88,113,1,13.0423115983
85,88,113,2,-50.0428575328
85,88,113,3,14.1689906508
85,88,114,1,25.3462752723
85,88,114,2,12.1824510293
85,88,114,3,11.9907969379
85,88,115,1,17.7089342672
85,88,115,2,-44.5409914033
85,88,115,3,11.2579920469
85,88,116,1,50.4164558171
85,88,116,2,-42.6131410312
85,88,116,3,12.0460978418
85,88,117,1,20.2946708773
85,88,117,2,5.1511472536
85,88,117,3,15.6440335428
85,88,118,1,21.0325957777
85,88,118,2,-3.9920021170
85,88,118,3,14.3273536570
85,88,119,1,22.7098287760
85,88,119,2,-73.9729621894
85,88,119,3,13.5803068668
85,88,120,1,23.3145043354
85,88,120,2,0.4266394688
85,88,120,3,7.9040130899
85,88,121,1,-7.8589310607
85,88,121,2,-7.5130988978
85,88,121,3,-64.6075392755
85,88,122,1,-9.9223131311
85,88,122,2,-33.2809136333
85,88,122,3,6.6606250689
85,88,123,1,-16.5450808026
85,88,123,2,-51.7621874780
85,88,123,3,8.0120546003
85,88,124,1,-20.3842154272
85,88,124,2,-70.6305717936
85,88,124,3,4.6914689697
85,88,125,1,-8.9248396342
85,88,125,2,-4.2466094576
85,88,125,3,-0.2697926952
85,88,126,1,-11.6799486449
85,88,126,2,6.6895044674
85,88,126,3,3.2344517434
85,88,127,1,-11.6717169578
85,88,127,2,2.8331902773
85,88,127,3,13.4655781795
85,88,128,1,-3.0585762821
85,88,128,2,21.3174617463
85,88,128,3,10.1928616101
85,88,129,1,-6.0826085764
85,88,129,2,-3.8698904396
85,88,129,3,-36.8973471862
85,88,130,1,-3.2256237572
85,88,130,2,-17.7077422672
85,88,130,3,6.0224451202
85,88,131,1,-4.8516515689
85,88,131,2,-6.6670695245
85,88,131,3,2.9711858618
85,88,132,1,-82.7789470083
85,88,132,2,8.9972483215
85,88,132,3,-25.9829524716
85,88,133,1,-59.5653148491
85,88,133,2,10.6388707280
85,88,133,3,-62.5852040523
85,88,134,1,-3.3741142393
85,88,134,2,-56.3532279969
85,88,134,3,-66.9522242657
85,88,135,1,-7.2736707923
85,88,135,2,-64.3004064436
85,88,135,3,-15.1298429921
85,88,136,1,-7.4449950018
85,88,136,2,-59.0210091909
85,88,136,3,1.9732635412
85,88,137,1,4.0831976042
85,88,137,2,29.2910736053
85,88,137,3,7.2941194950
85,88,138,1,13.3627162776
85,88,138,2,0.8414492832
85,88,138,3,10.5477667405
85,88,139,1,12.1054647979
85,88,139,2,-34.6124617626
85,88,139,3,19.3792202833
85,88,140,1,-1.4098579142
85,88,140,2,-40.5116774545
85,88,140,3,24.3235704987
85,88,141,1,9.2189763672
85,88,141,2,-1.5365301027
85,88,141,3,11.9101361982
85,88,142,1,-11.3908864641
85,88,142,2,-59.5206572077
85,88,142,3,21.3047175798
85,88,143,1,-11.6903282032
85,88,143,2,-49.5843069845
85,88,143,3,16.7314612090
85,88,144,1,-10.3143835012
85,88,144,2,12.2517142411
85,88,144,3,13.5207119633
85,88,145,1,-4.0914749263
85,88,145,2,9.0772174319
85,88,145,3,18.9736314826
85,88,146,1,-2.1866525659
85,88,146,2,-14.9406133842
85,88,146,3,28.4472684855
85,88,147,1,-0.8862029454
85,88,147,2,-42.6499791485
85,88,147,3,7.6741472502
85,88,148,1,-64.4717458777
85,88,148,2,8.7688751887
85,88,148,3,-35.8698715065
85,88,149,1,17.4662028577
85,88,149,2,-12.9931971365
85,88,149,3,0.6017309674
85,88,150,1,36.2674020450
85,88,150,2,-59.1735724622
85,88,150,3,16.1627138081
85,88,151,1,-17.3728034513
85,88,151,2,2.3020262179
85,88,151,3,12.4912011328
85,88,152,1,13.2265296240
85,88,152,2,-11.6094662571
85,88,152,3,12.6710358697
85,88,153,1,10.4167273971
85,88,153,2,-7.5069084327
85,88,153,3,9.7476170883
85,88,154,1,-70.2594982648
85,88,154,2,-9.2573051381
85,88,154,3,1.3325958109
85,88,155,1,17.8078256846
85,88,155,2,-2.9850504165
85,88,155,3,4.0734686336
85,88,156,1,12.2762162198
85,88,156,2,-9.4550567561
85,88,156,3,14.3749702357
85,88,157,1,4.8256630894
85,88,157,2,-76.8765350370
85,88,157,3,15.4616995888
85,88,158,1,7.9326401142
85,88,158,2,-10.2001011246
85,88,158,3,17.7479068709
85,88,159,1,7.8361164560
85,88,159,2,11.5447330686
85,88,159,3,19.1619726038
85,88,160,1,14.4043502778
85,88,160,2,-12.0321428983
85,88,160,3,16.8483406308
85,88,161,1,20.6366389779
85,88,161,2,0.0122790512
85,88,161,3,15.2975220553
85,88,162,1,30.0007796737
85,88,162,2,10.2787770055
85,88,162,3,16.2833850592
85,88,163,1,18.6671382350
85,88,163,2,9.0771833957
85,88,163,3,2.2754795315
85,88,164,1,15.4642156277
85,88,164,2,9.6152639965
85,88,164,3,8.8741402619
85,88,165,1,11.4798667753
85,88,165,2,17.3805375413
85,88,165,3,8.8621087128
85,88,166,1,0.2001963877
85,88,166,2,13.4881891787
85,88,166,3,10.2583725299
85,88,167,1,0.7395483354
85,88,167,2,10.8452287477
85,88,167,3,3.4862941200
85,88,168,1,-0.4198811187
85,88,168,2,-51.1082471834
85,88,168,3,5.2809390090
85,89,1,1,-9.4666366322
85,89,1,2,-57.1267710646
85,89,1,3,1.9822628908
85,89,2,1,-6.3623751660
85,89,2,2,-12.6068539737
85,89,2,3,-22.1149259626
85,89,3,1,-5.4356398878
85,89,3,2,-32.0649473008
85,89,3,3,-27.6234563146
85,89,4,1,-4.9809091306
85,89,4,2,-14.2710994466
85,89,4,3,-18.1116843451
85,89,5,1,-9.6255962738
85,89,5,2,-75.1456356218
85,89,5,3,-9.2561108955
85,89,6,1,-26.0910151986
85,89,6,2,-88.8627399946
85,89,6,3,-5.7581753381
85,89,7,1,-21.5989906693
85,89,7,2,-72.0150411815
85,89,7,3,-75.0466510632
85,89,8,1,-101.7974495863
85,89,8,2,-47.5603358824
85,89,8,3,-20.8603031114
85,89,9,1,-4.0959027179
85,89,9,2,-95.0259756476
85,89,9,3,-12.2417297091
85,89,10,1,64.0963001064
85,89,10,2,-58.3870291842
85,89,10,3,-34.3843863377
85,89,11,1,-94.8704274711
85,89,11,2,-68.7705373168
85,89,11,3,-72.1773105709
85,89,12,1,-98.3534659414
85,89,12,2,-73.0494403242
85,89,12,3,-15.9432068048
85,89,13,1,-91.1852875908
85,89,13,2,-53.1317047107
85,89,13,3,-8.1983450384
85,89,14,1,-15.6026430900
85,89,14,2,-68.5405980141
85,89,14,3,-10.9263653398
85,89,15,1,-12.2658279316
85,89,15,2,-55.6229606058
85,89,15,3,-13.6494052915
85,89,16,1,-10.7505313283
85,89,16,2,3.9449567507
85,89,16,3,-10.4882157048
85,89,17,1,-21.3865746640
85,89,17,2,-10.3985215402
85,89,17,3,-9.7930810730
85,89,18,1,-22.9321725295
85,89,18,2,-7.9145429243
85,89,18,3,-14.7407949119
85,89,19,1,-20.4753285249
85,89,19,2,-8.6224138830
85,89,19,3,-26.4008010747
85,89,20,1,-23.4643583040
85,89,20,2,-12.1174768380
85,89,20,3,-40.6487747421
85,89,21,1,-25.9902699496
85,89,21,2,-15.6122722757
85,89,21,3,-24.0654797342
85,89,22,1,-21.1048316568
85,89,22,2,-14.9852638147
85,89,22,3,-38.2563516973
85,89,23,1,-11.8270087037
85,89,23,2,-80.2037279109
85,89,23,3,-12.1855166933
85,89,24,1,-70.1549609613
85,89,24,2,-83.5317581977
85,89,24,3,-6.8888475554
85,89,25,1,-18.3120936357
85,89,25,2,-31.4374967893
85,89,25,3,-13.4805213109
85,89,26,1,-12.5948306299
85,89,26,2,-80.4980758361
85,89,26,3,-88.6964810406
85,89,27,1,-9.1442902215
85,89,27,2,-85.7626703465
85,89,27,3,0.0186993828
85,89,28,1,-10.7379550000
85,89,28,2,-18.4048478053
85,89,28,3,-3.2608410468
85,89,29,1,-22.1173650006
85,89,29,2,-62.3903515152
85,89,29,3,-6.1062303353
85,89,30,1,-24.7061367030
85,89,30,2,-40.5703536445
85,89,30,3,2.1113351529
85,89,31,1,-20.9835223309
85,89,31,2,-28.9591683498
85,89,31,3,-13.3046498802
85,89,32,1,-91.4438134325
85,89,32,2,1.1746595298
85,89,32,3,-11.3557966827
85,89,33,1,-84.6330276637
85,89,33,2,-87.4987449536
85,89,33,3,-5.7485655582
85,89,34,1,-90.6075435809
85,89,34,2,-80.6255003219
85,89,34,3,-21.6865317807
85,89,35,1,-79.4275281577
85,89,35,2,-103.3093690628
85,89,35,3,-4.8393206667
85,89,36,1,-87.8718880794
85,89,36,2,-86.8048251355
85,89,36,3,-13.8922402012
85,89,37,1,-69.0628768736
85,89,37,2,-108.5473672579
85,89,37,3,-23.8841869116
85,89,38,1,-12.3775212297
85,89,38,2,-86.0920334601
85,89,38,3,-26.0947575987
85,89,39,1,-15.9263431400
85,89,39,2,-17.0919931165
85,89,39,3,-23.7189563247
85,89,40,1,-25.6068804453
85,89,40,2,-33.9986194217
85,89,40,3,1.0073662928
85,89,41,1,-21.0529054047
85,89,41,2,-30.5342411972
85,89,41,3,2.2229496973
85,89,42,1,-19.9784964153
85,89,42,2,-27.1466105844
85,89,42,3,-9.1215770305
85,89,43,1,-16.9164421077
85,89,43,2,-24.5751079524
85,89,43,3,-48.1991227915
85,89,44,1,-1.8031372096
85,89,44,2,-21.9007134698
85,89,44,3,-21.0515456993
85,89,45,1,-10.9280641292
85,89,45,2,-24.3299698940
85,89,45,3,-26.0129743365
85,89,46,1,-8.9693736157
85,89,46,2,-15.6033060599
85,89,46,3,-22.4163422892
85,89,47,1,-17.7636951708
85,89,47,2,-40.2827774053
85,89,47,3,-28.7756921622
85,89,48,1,-26.9157573714
85,89,48,2,-4.7441592743
85,89,48,3,-26.5433990518
85,89,49,1,-11.3515015348
85,89,49,2,-91.7254957923
85,89,49,3,-18.3646328926
85,89,50,1,-11.5549989166
85,89,50,2,5.3520144427
85,89,50,3,-21.2611465246
85,89,51,1,-16.1946939214
85,89,51,2,-90.3655401468
85,89,51,3,-17.4251469340
85,89,52,1,-14.9357786254
85,89,52,2,2.3060682728
85,89,52,3,-24.9357405851
85,89,53,1,-12.3543401392
85,89,53,2,-2.2597394629
85,89,53,3,-26.3888042688
85,89,54,1,-7.6026365914
85,89,54,2,-6.8533554120
85,89,54,3,-34.4204301400
85,89,55,1,23.6225925048
85,89,55,2,-1.1237253903
85,89,55,3,-31.7019620910
85,89,56,1,27.3778241677
85,89,56,2,-16.5621976697
85,89,56,3,-15.5076472805
85,89,57,1,-4.1552739007
85,89,57,2,-12.3698778827
85,89,57,3,-6.9234774542
85,89,58,1,-6.0119223820
85,89,58,2,-0.8111958701
85,89,58,3,-88.1226696080
85,89,59,1,-57.7481716019
85,89,59,2,-7.3260043391
85,89,59,3,-4.4133583638
85,89,60,1,-86.8245771205
85,89,60,2,0.7838263227
85,89,60,3,-88.1537367258
85,89,61,1,-34.4780375198
85,89,61,2,-84.2679639546
85,89,61,3,-87.1073909231
85,89,62,1,-39.4756261587
85,89,62,2,-95.3874925901
85,89,62,3,-93.8754342133
85,89,63,1,-11.1627086655
85,89,63,2,-97.3426344937
85,89,63,3,-89.2388964514
85,89,64,1,-16.4146002420
85,89,64,2,-53.5296517469
85,89,64,3,-32.4260451372
85,89,65,1,-15.6152582658
85,89,65,2,-85.6673332451
85,89,65,3,-30.4602977373
85,89,66,1,-12.1865958827
85,89,66,2,-61.3247768268
85,89,66,3,-30.0572862208
85,89,67,1,-4.2146183671
85,89,67,2,-23.3969937706
85,89,67,3,-17.0601841554
85,89,68,1,-16.3686931627
85,89,68,2,-80.4786128525
85,89,68,3,-89.9768021841
85,89,69,1,-11.7838378421
85,89,69,2,-37.8550894090
85,89,69,3,-86.0126052331
85,89,70,1,-6.2390637443
85,89,70,2,-3.7094900971
85,89,70,3,-45.3930858359
85,89,71,1,-8.3986261027
85,89,71,2,-27.2634981895
85,89,71,3,-97.9008268506
85,89,72,1,-75.5818740722
85,89,72,2,-28.6363407513
85,89,72,3,-47.0896194533
85,89,73,1,-10.4724074074
85,89,73,2,-12.0404601227
85,89,73,3,-20.2003674150
85,89,74,1,-13.8044769554
85,89,74,2,-97.7423161963
85,89,74,3,-27.6075802098
85,89,75,1,-5.0926472132
85,89,75,2,-82.0594838817
85,89,75,3,-27.1449924643
85,89,76,1,6.8196555245
85,89,76,2,-14.1780752408
85,89,76,3,-87.0810199306
85,89,77,1,2.3472421684
85,89,77,2,-12.6568002217
85,89,77,3,-44.8037024662
85,89,78,1,11.6993279837
85,89,78,2,-87.4898579818
85,89,78,3,-56.7294780604
85,89,79,1,-4.6224751281
85,89,79,2,-31.9507187369
85,89,79,3,-55.4511610697
85,89,80,1,-7.5937798524
85,89,80,2,-25.2519925938
85,89,80,3,-46.9814585329
85,89,81,1,-8.9040000893
85,89,81,2,-64.5247786352
85,89,81,3,-96.0036801674
85,89,82,1,-8.0082887266
85,89,82,2,-12.6027984781
85,89,82,3,-28.9065410375
85,89,83,1,-3.8553285669
85,89,83,2,-11.3981533775
85,89,83,3,-41.5497801064
85,89,84,1,-8.9042463087
85,89,84,2,-86.1001756707
85,89,84,3,-105.7794185324
85,89,85,1,-9.0087966526
85,89,85,2,21.0578105275
85,89,85,3,-44.7139422804
85,89,86,1,-3.9524513640
85,89,86,2,31.1252869791
85,89,86,3,-65.4093642574
85,89,87,1,-3.5277359652
85,89,87,2,-87.2479013592
85,89,87,3,-81.0669777523
85,89,88,1,-3.5617097030
85,89,88,2,-82.2000430118
85,89,88,3,-16.4277724560
85,89,89,1,2.1870517653
85,89,89,2,-81.5387190574
85,89,89,3,-42.5509445462
85,89,90,1,4.3210840235
85,89,90,2,-68.2168556397
85,89,90,3,-21.7093872866
85,89,91,1,-7.0175781523
85,89,91,2,-45.5718114776
85,89,91,3,-15.8458734063
85,89,92,1,-19.0657431856
85,89,92,2,-13.0885650779
85,89,92,3,-22.8646837138
85,89,93,1,-24.7687859244
85,89,93,2,-15.3758542956
85,89,93,3,-60.2571126717
85,89,94,1,8.8907374254
85,89,94,2,-17.1203771621
85,89,94,3,-53.1645592558
85,89,95,1,-8.4272320006
85,89,95,2,-31.0359807117
85,89,95,3,-3.4460647988
85,89,96,1,-2.0114960337
85,89,96,2,-15.2708370716
85,89,96,3,-5.7302798267
85,89,97,1,4.9282372726
85,89,97,2,-33.0838934610
85,89,97,3,-5.5549070050
85,89,98,1,0.2839999299
85,89,98,2,-101.8169860895
85,89,98,3,-2.9261706074
85,89,99,1,8.2709876246
85,89,99,2,-101.2999785591
85,89,99,3,0.2755793210
85,89,100,1,9.2540500278
85,89,100,2,-26.6190451456
85,89,100,3,2.4273334497
85,89,101,1,2.6232554896
85,89,101,2,-20.5292111284
85,89,101,3,7.9353534809
85,89,102,1,-3.0495184718
85,89,102,2,-4.9984255124
85,89,102,3,1.3672131911
85,89,103,1,-0.2717942815
85,89,103,2,4.7152504133
85,89,103,3,4.0871546639
85,89,104,1,-32.0432868931
85,89,104,2,0.1858444009
85,89,104,3,-4.3603161115
85,89,105,1,-11.4141973410
85,89,105,2,19.4679398769
85,89,105,3,-4.4914293099
85,89,106,1,-11.5153984940
85,89,106,2,-51.9716323535
85,89,106,3,-2.6711704636
85,89,107,1,-14.2879851479
85,89,107,2,32.9041142047
85,89,107,3,-0.0782406134
85,89,108,1,-9.0921061862
85,89,108,2,-0.5534527591
85,89,108,3,-9.8169257615
85,89,109,1,-9.1140830795
85,89,109,2,-2.0791826491
85,89,109,3,-74.9115837962
85,89,110,1,-10.1074774602
85,89,110,2,-3.9460165611
85,89,110,3,-62.4606716859
85,89,111,1,-8.2196056240
85,89,111,2,-67.3851917265
85,89,111,3,-13.3107888518
85,89,112,1,2.1541380140
85,89,112,2,-87.8034368464
85,89,112,3,-9.2611419154
85,89,113,1,-6.6975238796
85,89,113,2,-69.8556238421
85,89,113,3,-5.5695423080
85,89,114,1,5.6206640298
85,89,114,2,-7.5583785071
85,89,114,3,-7.7502541639
85,89,115,1,-2.0255062712
85,89,115,2,-64.3473971737
85,89,115,3,-8.4839062282
85,89,116,1,30.7198274423
85,89,116,2,-62.4173180728
85,89,116,3,-7.6948893283
85,89,117,1,0.5632196298
85,89,117,2,-14.5978109577
85,89,117,3,-4.0927941641
85,89,118,1,1.3019976225
85,89,118,2,-23.7515304432
85,89,118,3,-5.4109962232
85,89,119,1,2.9811696185
85,89,119,2,-93.8133933595
85,89,119,3,-6.1589066513
85,89,120,1,3.5865442248
85,89,120,2,-19.3277806011
85,89,120,3,-11.8417626175
85,89,121,1,-27.6229298250
85,89,121,2,-27.2766978560
85,89,121,3,-84.4371433672
85,89,122,1,-29.6886973081
85,89,122,2,-53.0743019727
85,89,122,3,-13.0865880813
85,89,123,1,-36.3191213584
85,89,123,2,-71.5769414520
85,89,123,3,-11.7335962036
85,89,124,1,-40.1626942889
85,89,124,2,-90.4671389286
85,89,124,3,-15.0580206615
85,89,125,1,-28.6900706627
85,89,125,2,-24.0064321275
85,89,125,3,-20.0250178891
85,89,126,1,-31.4483647705
85,89,126,2,-13.0576752962
85,89,126,3,-16.5167223008
85,89,127,1,-31.4401235670
85,89,127,2,-16.9184476530
85,89,127,3,-6.2737679729
85,89,128,1,-22.8170255033
85,89,128,2,1.5871929159
85,89,128,3,-9.5502680297
85,89,129,1,-25.8445537886
85,89,129,2,-23.6292775961
85,89,129,3,-56.6949163737
85,89,130,1,-22.9842660968
85,89,130,2,-37.4831269404
85,89,130,3,-13.7255058103
85,89,131,1,-24.6121737094
85,89,131,2,-26.4296904141
85,89,131,3,-16.7802925360
85,89,132,1,-102.6295585077
85,89,132,2,-10.7472635302
85,89,132,3,-45.7679038618
85,89,133,1,-79.3890897796
85,89,133,2,-9.1037432943
85,89,133,3,-82.4124701841
85,89,134,1,-23.1329282442
85,89,134,2,-76.1732895322
85,89,134,3,-86.7845389759
85,89,135,1,-27.0369929550
85,89,135,2,-84.1296554684
85,89,135,3,-34.9022474349
85,89,136,1,-27.2085152272
85,89,136,2,-78.8441548662
85,89,136,3,-17.7793685241
85,89,137,1,-15.6669952309
85,89,137,2,9.5700228233
85,89,137,3,-12.4523612917
85,89,138,1,-6.3767487903
85,89,138,2,-18.9124912379
85,89,138,3,-9.1949526043
85,89,139,1,-7.6354537399
85,89,139,2,-54.4073894640
85,89,139,3,-0.3532892887
85,89,140,1,-21.1664011026
85,89,140,2,-60.3134250585
85,89,140,3,4.5967769386
85,89,141,1,-10.5252791514
85,89,141,2,-21.2932197328
85,89,141,3,-7.8310081530
85,89,142,1,-31.1589684138
85,89,142,2,-79.3443805109
85,89,142,3,1.5744340163
85,89,143,1,-31.4587563283
85,89,143,2,-69.3965431776
85,89,143,3,-3.0041093560
85,89,144,1,-30.0812209388
85,89,144,2,-7.4890352222
85,89,144,3,-6.2185704506
85,89,145,1,-23.8511182499
85,89,145,2,-10.6672019699
85,89,145,3,-0.7593469781
85,89,146,1,-21.9440937827
85,89,146,2,-34.7127990645
85,89,146,3,8.7252422063
85,89,147,1,-20.6421407522
85,89,147,2,-62.4541987776
85,89,147,3,-12.0718941981
