w,bus,zone,h,s,net_mw
73,73,2,5,1,170.6226134400
73,73,2,5,2,179.4896908699
73,73,2,5,3,228.5613654400
73,73,2,6,1,107.5145545600
73,73,2,6,2,186.6411527484
73,73,2,6,3,175.6202304000
73,73,2,7,1,137.3101558400
73,73,2,7,2,192.8249937147
73,73,2,7,3,177.5154982400
73,73,2,8,1,224.6850713871
73,73,2,8,2,278.5359404800
73,73,2,8,3,185.9836963200
73,73,2,9,1,218.7534320000
73,73,2,9,2,215.0564358335
73,73,2,9,3,219.4558974754
73,73,2,10,1,185.7134264525
73,73,2,10,2,182.6690770616
73,73,2,10,3,60.5169065600
73,73,2,11,1,196.6366633025
73,73,2,11,2,183.2066380352
73,73,2,11,3,216.3191845331
73,73,2,12,1,208.7305549124
73,73,2,12,2,179.4719558072
73,73,2,12,3,202.5552272000
73,73,2,13,1,199.6728800291
73,73,2,13,2,176.9313302139
73,73,2,13,3,205.0233273600
73,73,2,14,1,212.2720758400
73,73,2,14,2,201.0997230409
73,73,2,14,3,187.9229180800
73,73,2,15,1,220.3423145600
73,73,2,15,2,220.0998433115
73,73,2,15,3,165.6236800000
73,73,2,16,1,180.5558236800
73,73,2,16,2,190.4739795200
73,73,2,16,3,181.4935865600
73,73,2,17,1,158.6516611200
73,73,2,17,2,176.7751593600
73,73,2,17,3,200.7404473600
73,73,2,18,1,87.2928540800
73,73,2,18,2,212.4276284800
73,73,2,18,3,173.8236745600
73,73,2,19,1,164.7717964800
73,73,2,19,2,218.3801059200
73,73,2,19,3,147.7148800000
73,73,2,20,1,176.3010134400
73,73,2,20,2,207.5854505600
73,73,2,20,3,169.6736000000
73,73,2,21,1,182.3622508800
73,73,2,21,2,172.4219660800
73,73,2,21,3,153.7555526400
73,73,2,22,1,224.9547932800
73,73,2,22,2,216.1712595200
73,73,2,22,3,183.6060204800
73,73,2,23,1,208.4473090960
73,73,2,23,2,228.4630352301
73,73,2,23,3,172.2936406400
73,73,2,24,1,204.2830670052
73,73,2,24,2,231.3960882573
73,73,2,24,3,216.0084480000
73,73,2,25,1,217.4742633339
73,73,2,25,2,208.9060615148
73,73,2,25,3,156.2430915200
73,73,2,26,1,211.8157884800
73,73,2,26,2,231.9337818139
73,73,2,26,3,249.8861558400
73,73,2,27,1,210.0839702400
73,73,2,27,2,229.5470139829
73,73,2,27,3,256.6480704000
73,73,2,28,1,218.0171497600
73,73,2,28,2,221.9958086483
73,73,2,28,3,237.4612176000
73,73,2,29,1,193.3295785600
73,73,2,29,2,194.9747280536
73,73,2,29,3,218.3844265600
73,73,2,30,1,253.1218224000
73,73,2,30,2,182.7558713460
73,73,2,30,3,180.5558236800
73,73,2,31,1,294.4748041335
73,73,2,31,2,202.7044841220
73,73,2,31,3,191.4280352000
73,73,2,32,1,201.1090264471
73,73,2,32,2,185.8463144449
73,73,2,32,3,230.4717235200
73,73,2,33,1,204.3216716585
73,73,2,33,2,188.0106125026
73,73,2,33,3,225.3718378513
73,73,2,34,1,173.5698607732
73,73,2,34,2,192.8185612198
73,73,2,34,3,286.5711785600
73,73,2,35,1,184.1996877908
73,73,2,35,2,202.7945584943
73,73,2,35,3,197.0481841899
73,73,2,36,1,198.8699520752
73,73,2,36,2,201.2721981584
73,73,2,36,3,248.7467625233
73,73,2,37,1,192.2205235727
73,73,2,37,2,202.2539276636
73,73,2,37,3,199.5167673600
73,73,2,38,1,236.1212333460
73,73,2,38,2,222.2658462347
73,73,2,38,3,213.3090928000
73,73,2,39,1,238.3100160000
73,73,2,39,2,209.2680105600
73,73,2,39,3,218.9452800000
73,73,2,40,1,196.7271920000
73,73,2,40,2,150.3499932800
73,73,2,40,3,202.5552272000
73,73,2,41,1,229.5695187200
73,73,2,41,2,195.4412908800
73,73,2,41,3,213.9661683200
73,73,2,42,1,233.5309235200
73,73,2,42,2,188.0058793600
73,73,2,42,3,209.0262128000
73,73,2,43,1,226.5932800000
73,73,2,43,2,190.0799132800
73,73,2,43,3,244.6373750400
73,73,2,44,1,259.0321494400
73,73,2,44,2,201.1611305600
73,73,2,44,3,237.7412121600
73,73,2,45,1,259.3182806400
73,73,2,45,2,224.8510915200
73,73,2,45,3,237.5554134400
73,73,2,46,1,225.3933940518
73,73,2,46,2,244.5864533020
73,73,2,46,3,230.6894969600
73,73,2,47,1,224.2744532294
73,73,2,47,2,217.4599014805
73,73,2,47,3,201.4559891200
73,73,2,48,1,203.6551447595
73,73,2,48,2,199.2132088981
73,73,2,48,3,185.7451824000
73,73,2,49,1,219.0500209501
73,73,2,49,2,186.4021053317
73,73,2,49,3,205.5522060800
73,73,2,50,1,236.1856867200
73,73,2,50,2,198.3905238571
73,73,2,50,3,147.9414236800
73,73,2,51,1,212.0231920000
73,73,2,51,2,189.2834977111
73,73,2,51,3,162.0769625600
73,73,2,52,1,228.7917558400
73,73,2,52,2,206.1055802894
73,73,2,52,3,169.1842169600
73,73,2,53,1,231.8551040000
73,73,2,53,2,203.4036985712
73,73,2,53,3,182.3918643200
73,73,2,54,1,220.0780725092
73,73,2,54,2,190.9009276720
73,73,2,54,3,153.7950374400
73,73,2,55,1,163.6267620292
73,73,2,55,2,196.3953465600
73,73,2,55,3,162.0177356800
73,73,2,56,1,145.2922803471
73,73,2,56,2,160.2606643200
73,73,2,56,3,199.3404745600
73,73,2,57,1,180.6310382650
73,73,2,57,2,184.5157087516
73,73,2,57,3,200.6818560000
73,73,2,58,1,166.7555159523
73,73,2,58,2,182.0238381807
73,73,2,58,3,222.2623333585
73,73,2,59,1,167.4154150772
73,73,2,59,2,180.1181491327
73,73,2,59,3,211.2661696000
73,73,2,60,1,174.8833496624
73,73,2,60,2,179.0579438968
73,73,2,60,3,213.1863909240
73,73,2,61,1,189.3102363232
73,73,2,61,2,184.5700884896
73,73,2,61,3,259.3654019200
73,73,2,62,1,213.9100089451
73,73,2,62,2,197.8658735783
73,73,2,62,3,233.8572946039
73,73,2,63,1,227.2972376726
73,73,2,63,2,218.5246877806
73,73,2,63,3,248.7591227175
73,73,2,64,1,258.8627740800
73,73,2,64,2,281.6094219490
73,73,2,64,3,158.0791321600
73,73,2,65,1,232.9605641600
73,73,2,65,2,236.2279140580
73,73,2,65,3,166.0451795200
73,73,2,66,1,225.2347878400
73,73,2,66,2,238.7425050287
73,73,2,66,3,167.4970665600
73,73,2,67,1,216.3857494400
73,73,2,67,2,263.6934084483
73,73,2,67,3,196.2605340800
73,73,2,68,1,157.7533830400
73,73,2,68,2,247.9306195200
73,73,2,68,3,238.6050404529
73,73,2,69,1,197.8990211200
73,73,2,69,2,230.9004547529
73,73,2,69,3,219.5162902147
73,73,2,70,1,223.4060353447
73,73,2,70,2,212.4403320851
73,73,2,70,3,234.0222210494
73,73,2,71,1,214.8320896402
73,73,2,71,2,212.4392577180
73,73,2,71,3,239.9801375754
73,73,2,72,1,195.3416917597
73,73,2,72,2,201.9410737457
73,73,2,72,3,261.6940312316
73,73,2,73,1,216.2042901611
73,73,2,73,2,182.2406068846
73,73,2,73,3,220.4541395200
73,73,2,74,1,208.6839974400
73,73,2,74,2,172.4579430224
73,73,2,74,3,234.9308963200
73,73,2,75,1,215.9223756800
73,73,2,75,2,176.4071127967
73,73,2,75,3,227.4747443200
73,73,2,76,1,235.2316310400
73,73,2,76,2,156.4405152000
73,73,2,76,3,274.0829721600
73,73,2,77,1,202.2726400000
73,73,2,77,2,178.6694400000
73,73,2,77,3,267.4451555420
73,73,2,78,1,216.9386521600
73,73,2,78,2,223.5859308800
73,73,2,78,3,271.8412033309
73,73,2,79,1,88.7658521600
73,73,2,79,2,166.4400272000
73,73,2,79,3,255.1295161133
73,73,2,80,1,77.0547417600
73,73,2,80,2,244.2951593600
73,73,2,80,3,213.6430839953
73,73,2,81,1,204.9889987200
73,73,2,81,2,216.9296383537
73,73,2,81,3,213.6015934165
73,73,2,82,1,211.7012968404
73,73,2,82,2,182.4065065600
73,73,2,82,3,199.8183494865
73,73,2,83,1,180.8357037814
73,73,2,83,2,209.7313843200
73,73,2,83,3,208.8748877845
73,73,2,84,1,180.8047993022
73,73,2,84,2,211.7222901082
73,73,2,84,3,185.5680317172
73,73,2,85,1,194.4339287834
73,73,2,85,2,184.9345965657
73,73,2,85,3,193.3769574577
73,73,2,86,1,215.7156616499
73,73,2,86,2,176.8854107345
73,73,2,86,3,182.3685023573
73,73,2,87,1,222.2948346097
73,73,2,87,2,172.0466743696
73,73,2,87,3,192.9784204202
73,73,2,88,1,207.1701266580
73,73,2,88,2,171.1664257741
73,73,2,88,3,274.8626842206
73,73,2,89,1,222.6878447179
73,73,2,89,2,173.3198245223
73,73,2,89,3,271.7691531724
73,73,2,90,1,227.2663040000
73,73,2,90,2,171.7254690529
73,73,2,90,3,252.5652193957
73,73,2,91,1,177.0219388800
73,73,2,91,2,194.7218884179
73,73,2,91,3,232.1166279086
73,73,2,92,1,216.7616441600
73,73,2,92,2,221.3444702925
73,73,2,92,3,193.5035267183
73,73,2,93,1,220.9519078400
73,73,2,93,2,197.9081814400
73,73,2,93,3,177.5515603597
73,73,2,94,1,197.1523689600
73,73,2,94,2,188.2443932800
73,73,2,94,3,186.5933763196
73,73,2,95,1,227.8377004800
73,73,2,95,2,215.0786208037
73,73,2,95,3,178.6413006358
73,73,2,96,1,197.5407809803
73,73,2,96,2,223.8682026198
73,73,2,96,3,180.9624945431
73,73,2,97,1,221.0404150042
73,73,2,97,2,204.6068268832
73,73,2,97,3,206.5833327884
73,73,2,98,1,224.7370195200
73,73,2,98,2,174.3985086732
73,73,2,98,3,203.0918528499
73,73,2,99,1,179.9240678400
73,73,2,99,2,170.7355459256
73,73,2,99,3,204.8352716580
73,73,2,100,1,143.1736406400
73,73,2,100,2,209.0573235200
73,73,2,100,3,176.7824290555
73,73,2,101,1,155.6064000000
73,73,2,101,2,218.6699520000
73,73,2,101,3,170.5912547459
73,73,2,102,1,125.9910726400
73,73,2,102,2,211.6271780099
73,73,2,102,3,165.5501227841
73,73,2,103,1,175.9064950400
73,73,2,103,2,268.9746044304
73,73,2,103,3,168.3851869225
73,73,2,104,1,184.6227526400
73,73,2,104,2,196.9025806997
73,73,2,104,3,175.7969214336
73,73,2,105,1,204.9851305600
73,73,2,105,2,183.8845199361
73,73,2,105,3,164.4259392777
73,73,2,106,1,213.9624134400
73,73,2,106,2,246.0737582798
73,73,2,106,3,165.1041514291
73,73,2,107,1,202.5759673600
73,73,2,107,2,225.4797498418
73,73,2,107,3,163.3053971185
73,73,2,108,1,210.9025464450
73,73,2,108,2,203.1197610273
73,73,2,108,3,165.1787549369
73,73,2,109,1,216.6998402849
73,73,2,109,2,175.1968727112
73,73,2,109,3,180.8430739972
73,73,2,110,1,189.2606697600
73,73,2,110,2,171.1017539111
73,73,2,110,3,185.3995135096
73,73,2,111,1,179.1343728000
73,73,2,111,2,176.1888023559
73,73,2,111,3,176.6578488035
73,73,2,112,1,190.8991564800
73,73,2,112,2,180.5911734716
73,73,2,112,3,193.3237923660
73,73,2,113,1,156.6478102400
73,73,2,113,2,186.0814171194
73,73,2,113,3,188.4173935900
73,73,2,114,1,150.9083734400
73,73,2,114,2,197.6641666318
73,73,2,114,3,203.5705401616
73,73,2,115,1,185.8799945600
73,73,2,115,2,205.7368074922
73,73,2,115,3,214.4564997270
73,73,2,116,1,222.8800441600
73,73,2,116,2,217.0605244786
73,73,2,116,3,199.6308717431
73,73,2,117,1,219.9508959026
73,73,2,117,2,250.4830265600
73,73,2,117,3,207.7650895823
73,73,2,118,1,193.7509532800
73,73,2,118,2,261.0429111711
73,73,2,118,3,210.3356632507
73,73,2,119,1,212.1232640000
73,73,2,119,2,205.2420313734
73,73,2,119,3,206.8795878400
73,73,2,120,1,179.0554035200
73,73,2,120,2,224.7921405795
73,73,2,120,3,217.8265175084
73,73,2,121,1,147.7834848000
73,73,2,121,2,206.8487057684
73,73,2,121,3,220.3608080000
73,73,2,122,1,144.7234169600
73,73,2,122,2,170.0052230909
73,73,2,122,3,196.2605340800
73,73,2,123,1,133.5492339200
73,73,2,123,2,171.0934781921
73,73,2,123,3,170.2996611200
73,73,2,124,1,116.3445369600
73,73,2,124,2,247.8998361405
73,73,2,124,3,160.9615187200
73,73,2,125,1,151.8693334400
73,73,2,125,2,230.0705705600
73,73,2,125,3,139.0177065600
73,73,2,126,1,171.1203308800
73,73,2,126,2,210.8202521600
73,73,2,126,3,172.6884880000
73,73,2,127,1,155.0684204800
73,73,2,127,2,150.0439865600
73,73,2,127,3,151.2581424000
73,73,2,128,1,264.8786006400
73,73,2,128,2,171.7704678400
73,73,2,128,3,210.5402576000
73,73,2,129,1,199.3612150400
73,73,2,129,2,101.9667958400
73,73,2,129,3,218.3089375457
73,73,2,130,1,206.9210684800
73,73,2,130,2,34.4230400000
73,73,2,130,3,206.3923625600
73,73,2,131,1,247.7421340800
73,73,2,131,2,109.3397910400
73,73,2,131,3,185.1459254400
73,73,2,132,1,227.2968960000
73,73,2,132,2,176.7949017600
73,73,2,132,3,203.1092471268
73,73,2,133,1,225.0475788800
73,73,2,133,2,203.2603987200
73,73,2,133,3,187.7694968723
73,73,2,134,1,202.9804041600
73,73,2,134,2,204.6936245043
73,73,2,134,3,202.5128583510
73,73,2,135,1,189.0874880000
73,73,2,135,2,189.4297643783
73,73,2,135,3,204.3950590038
73,73,2,136,1,155.9370848000
73,73,2,136,2,187.0437380635
73,73,2,136,3,220.2914104911
73,73,2,137,1,184.3068745600
73,73,2,137,2,200.7883984401
73,73,2,137,3,215.4246073600
73,73,2,138,1,144.1410169600
73,73,2,138,2,212.9645861151
73,73,2,138,3,218.3386249600
73,73,2,139,1,168.1765334400
73,73,2,139,2,211.0678063688
73,73,2,139,3,218.5667689600
73,73,2,140,1,128.4754441600
73,73,2,140,2,229.6317395200
73,73,2,140,3,220.6176425600
73,73,2,141,1,161.9782508800
73,73,2,141,2,234.8251692058
73,73,2,141,3,183.2013017600
73,73,2,142,1,119.1384297600
73,73,2,142,2,198.3139852960
73,73,2,142,3,193.2058041600
73,73,2,143,1,153.7061964800
73,73,2,143,2,190.6978799669
73,73,2,143,3,186.3673926400
73,73,2,144,1,150.4715734400
73,73,2,144,2,187.6050163567
73,73,2,144,3,242.4181587200
73,73,2,145,1,274.7112569600
73,73,2,145,2,193.0206047630
73,73,2,145,3,215.7047199421
73,73,2,146,1,278.1726454400
73,73,2,146,2,197.8691748933
73,73,2,146,3,236.3516096000
73,73,2,147,1,295.8276952245
73,73,2,147,2,181.3358415037
73,73,2,147,3,211.4217219200
73,73,2,148,1,306.7015680584
73,73,2,148,2,186.5680580175
73,73,2,148,3,234.9308963200
73,73,2,149,1,251.4490140800
73,73,2,149,2,200.7029617674
73,73,2,149,3,260.3836160000
73,73,2,150,1,269.0638934400
73,73,2,150,2,228.5061014200
73,73,2,150,3,253.4359648000
73,73,2,151,1,279.2034928000
73,73,2,151,2,279.4624126562
73,73,2,151,3,182.1154710400
73,73,2,152,1,192.9671491614
73,73,2,152,2,157.5263459200
73,73,2,152,3,214.3253696000
73,73,2,153,1,248.1323814455
73,73,2,153,2,249.1793356800
73,73,2,153,3,226.4529399839
73,73,2,154,1,223.1782050919
73,73,2,154,2,303.4801897600
73,73,2,154,3,240.6605095979
73,73,2,155,1,191.1115629524
73,73,2,155,2,306.1278374400
73,73,2,155,3,269.3023312843
73,73,2,156,1,199.0362802597
73,73,2,156,2,242.6884660973
73,73,2,156,3,216.5106872666
73,73,2,157,1,204.9326916675
73,73,2,157,2,221.9210015135
73,73,2,157,3,189.0391401861
73,73,2,158,1,245.9854969600
73,73,2,158,2,202.1976079584
73,73,2,158,3,190.2739342368
73,73,2,159,1,265.3026928000
73,73,2,159,2,188.2783702487
73,73,2,159,3,208.8353741035
73,73,2,160,1,251.2399785600
73,73,2,160,2,182.7926572051
73,73,2,160,3,219.2399383815
73,73,2,161,1,212.3965180800
73,73,2,161,2,206.5567508568
73,73,2,161,3,222.0505533953
73,73,2,162,1,181.9871459200
73,73,2,162,2,217.3016080000
73,73,2,162,3,209.1610249600
73,73,2,163,1,187.2799673600
73,73,2,163,2,209.2170240000
73,73,2,163,3,164.3521065600
73,73,2,164,1,228.7087945600
73,73,2,164,2,227.1117884800
73,73,2,164,3,148.6126643200
73,73,2,165,1,195.7259520000
73,73,2,165,2,228.0038811051
73,73,2,165,3,188.0473600000
73,73,2,166,1,262.1926835200
73,73,2,166,2,197.6020722593
73,73,2,166,3,158.1581017600
73,73,2,167,1,285.1031200828
73,73,2,167,2,212.9037358241
73,73,2,167,3,172.0369897600
73,73,2,168,1,266.5906764800
73,73,2,168,2,211.3744098437
73,73,2,168,3,189.2710400000
76,76,3,1,1,243.7973910400
76,76,3,1,2,283.1773939200
76,76,3,1,3,156.2430915200
76,76,3,2,1,211.8157884800
76,76,3,2,2,251.4725750400
76,76,3,2,3,249.8861558400
76,76,3,3,1,210.0839702400
76,76,3,3,2,269.9205859200
76,76,3,3,3,256.6480704000
76,76,3,4,1,218.0171497600
76,76,3,4,2,258.1873680000
76,76,3,4,3,237.4612176000
76,76,3,5,1,193.3295785600
76,76,3,5,2,276.7247785600
76,76,3,5,3,218.3844265600
76,76,3,6,1,253.1218224000
76,76,3,6,2,297.1305219200
76,76,3,6,3,180.5558236800
76,76,3,7,1,304.1401491200
76,76,3,7,2,270.3289708800
76,76,3,7,3,191.4280352000
76,76,3,8,1,319.0107120000
76,76,3,8,2,296.6619120000
76,76,3,8,3,230.4717235200
76,76,3,9,1,318.4444745600
76,76,3,9,2,302.3399049600
76,76,3,9,3,256.3653424000
76,76,3,10,1,319.2569600000
76,76,3,10,2,282.0379734400
76,76,3,10,3,286.5711785600
76,76,3,11,1,316.5524611200
76,76,3,11,2,266.7084800000
76,76,3,11,3,297.0485152000
76,76,3,12,1,309.8650035200
76,76,3,12,2,267.7530035200
76,76,3,12,3,271.4049084800
76,76,3,13,1,302.1056000000
76,76,3,13,2,259.7188121600
76,76,3,13,3,199.5167673600
76,76,3,14,1,273.2583484800
76,76,3,14,2,246.6284473600
76,76,3,14,3,213.3090928000
76,76,3,15,1,238.3100160000
76,76,3,15,2,209.2680105600
76,76,3,15,3,218.9452800000
76,76,3,16,1,196.7271920000
76,76,3,16,2,150.3499932800
76,76,3,16,3,202.5552272000
76,76,3,17,1,229.5695187200
76,76,3,17,2,195.4412908800
76,76,3,17,3,213.9661683200
76,76,3,18,1,233.5309235200
76,76,3,18,2,188.0058793600
76,76,3,18,3,209.0262128000
76,76,3,19,1,226.5932800000
76,76,3,19,2,190.0799132800
76,76,3,19,3,244.6373750400
76,76,3,20,1,259.0321494400
76,76,3,20,2,201.1611305600
76,76,3,20,3,237.7412121600
76,76,3,21,1,259.3182806400
76,76,3,21,2,224.8510915200
76,76,3,21,3,237.5554134400
76,76,3,22,1,273.4625411200
76,76,3,22,2,258.4700963200
76,76,3,22,3,230.6894969600
76,76,3,23,1,252.5563660800
76,76,3,23,2,264.6115795200
76,76,3,23,3,201.4559891200
76,76,3,24,1,272.3708963200
76,76,3,24,2,294.9314208000
76,76,3,24,3,185.7451824000
76,76,3,25,1,268.4127024000
76,76,3,25,2,299.8601763200
76,76,3,25,3,205.5522060800
76,76,3,26,1,236.1856867200
76,76,3,26,2,300.9301696000
76,76,3,26,3,147.9414236800
76,76,3,27,1,212.0231920000
76,76,3,27,2,302.7968000000
76,76,3,27,3,162.0769625600
76,76,3,28,1,228.7917558400
76,76,3,28,2,268.6718697600
76,76,3,28,3,169.1842169600
76,76,3,29,1,231.8551040000
76,76,3,29,2,266.8046489600
76,76,3,29,3,182.3918643200
76,76,3,30,1,256.6794848000
76,76,3,30,2,279.9495811200
76,76,3,30,3,153.7950374400
76,76,3,31,1,275.0411065600
76,76,3,31,2,196.3953465600
76,76,3,31,3,162.0177356800
76,76,3,32,1,296.0956745600
76,76,3,32,2,160.2606643200
76,76,3,32,3,199.3404745600
76,76,3,33,1,285.4706332800
76,76,3,33,2,289.3667840000
76,76,3,33,3,200.6818560000
76,76,3,34,1,313.6755200000
76,76,3,34,2,302.9725289600
76,76,3,34,3,233.7901776000
76,76,3,35,1,316.8642169600
76,76,3,35,2,317.1908412800
76,76,3,35,3,211.2661696000
76,76,3,36,1,306.6433084800
76,76,3,36,2,319.9020800000
76,76,3,36,3,259.0669667200
76,76,3,37,1,282.8553980800
76,76,3,37,2,316.5713356800
76,76,3,37,3,259.3654019200
76,76,3,38,1,253.8462454400
76,76,3,38,2,305.6826576000
76,76,3,38,3,275.8752854400
76,76,3,39,1,258.6271673600
76,76,3,39,2,303.5348611200
76,76,3,39,3,251.0170684800
76,76,3,40,1,258.8627740800
76,76,3,40,2,303.0154848000
76,76,3,40,3,158.0791321600
76,76,3,41,1,232.9605641600
76,76,3,41,2,296.7296000000
76,76,3,41,3,166.0451795200
76,76,3,42,1,225.2347878400
76,76,3,42,2,303.5192406400
76,76,3,42,3,167.4970665600
76,76,3,43,1,216.3857494400
76,76,3,43,2,271.0279376000
76,76,3,43,3,196.2605340800
76,76,3,44,1,157.7533830400
76,76,3,44,2,247.9306195200
76,76,3,44,3,242.4077884800
76,76,3,45,1,197.8990211200
76,76,3,45,2,262.3104867200
76,76,3,45,3,276.3369436800
76,76,3,46,1,233.3546304000
76,76,3,46,2,264.0287145600
76,76,3,46,3,256.7580204800
76,76,3,47,1,266.8969654400
76,76,3,47,2,261.6664950400
76,76,3,47,3,284.2621014400
76,76,3,48,1,288.3782825600
76,76,3,48,2,262.2005369600
76,76,3,48,3,279.5254889600
76,76,3,49,1,251.3469180800
76,76,3,49,2,296.0956745600
76,76,3,49,3,220.4541395200
76,76,3,50,1,208.6839974400
76,76,3,50,2,317.2931254400
76,76,3,50,3,234.9308963200
76,76,3,51,1,215.9223756800
76,76,3,51,2,309.1347526400
76,76,3,51,3,227.4747443200
76,76,3,52,1,235.2316310400
76,76,3,52,2,156.4405152000
76,76,3,52,3,274.0829721600
76,76,3,53,1,202.2726400000
76,76,3,53,2,178.6694400000
76,76,3,53,3,277.3966505600
76,76,3,54,1,216.9386521600
76,76,3,54,2,223.5859308800
76,76,3,54,3,309.9157696000
76,76,3,55,1,88.7658521600
76,76,3,55,2,166.4400272000
76,76,3,55,3,318.2778576000
76,76,3,56,1,77.0547417600
76,76,3,56,2,244.2951593600
76,76,3,56,3,320.0000000000
76,76,3,57,1,204.9889987200
76,76,3,57,2,240.7900419200
76,76,3,57,3,320.0000000000
76,76,3,58,1,232.3487241600
76,76,3,58,2,182.4065065600
76,76,3,58,3,314.4320000000
76,76,3,59,1,285.8711648000
76,76,3,59,2,209.7313843200
76,76,3,59,3,318.8135049600
76,76,3,60,1,294.2368540800
76,76,3,60,2,233.1575974400
76,76,3,60,3,317.0718374400
76,76,3,61,1,282.6017280000
76,76,3,61,2,284.3397206400
76,76,3,61,3,301.7385219200
76,76,3,62,1,262.4832649600
76,76,3,62,2,306.3426169600
76,76,3,62,3,311.3567459200
76,76,3,63,1,246.1514195200
76,76,3,63,2,316.2726400000
76,76,3,63,3,310.0544000000
76,76,3,64,1,273.0620096000
76,76,3,64,2,317.7688950400
76,76,3,64,3,299.7340691200
76,76,3,65,1,260.7947497600
76,76,3,65,2,316.5947660800
76,76,3,65,3,293.1239049600
76,76,3,66,1,227.2663040000
76,76,3,66,2,314.6370169600
76,76,3,66,3,312.7923200000
76,76,3,67,1,177.0219388800
76,76,3,67,2,289.7167008000
76,76,3,67,3,298.5988339200
76,76,3,68,1,216.7616441600
76,76,3,68,2,260.8340176000
76,76,3,68,3,314.7190236800
76,76,3,69,1,220.9519078400
76,76,3,69,2,197.9081814400
76,76,3,69,3,317.9303049600
76,76,3,70,1,197.1523689600
76,76,3,70,2,188.2443932800
76,76,3,70,3,313.0593625600
76,76,3,71,1,227.8377004800
76,76,3,71,2,260.5120217600
76,76,3,71,3,309.6012800000
76,76,3,72,1,270.7687702400
76,76,3,72,2,243.7559104000
76,76,3,72,3,308.8223459200
76,76,3,73,1,239.5041411200
76,76,3,73,2,258.3915606400
76,76,3,73,3,310.0407321600
76,76,3,74,1,224.7370195200
76,76,3,74,2,304.6009491200
76,76,3,74,3,302.0626441600
76,76,3,75,1,179.9240678400
76,76,3,75,2,316.1730169600
76,76,3,75,3,304.5814236800
76,76,3,76,1,143.1736406400
76,76,3,76,2,209.0573235200
76,76,3,76,3,316.7991321600
76,76,3,77,1,155.6064000000
76,76,3,77,2,218.6699520000
76,76,3,77,3,316.1811200000
76,76,3,78,1,125.9910726400
76,76,3,78,2,297.9232540800
76,76,3,78,3,318.3624678400
76,76,3,79,1,175.9064950400
76,76,3,79,2,298.4816812800
76,76,3,79,3,304.0464272000
76,76,3,80,1,184.6227526400
76,76,3,80,2,303.4255187200
76,76,3,80,3,294.3344812800
76,76,3,81,1,204.9851305600
76,76,3,81,2,295.1272134400
76,76,3,81,3,317.2469152000
76,76,3,82,1,213.9624134400
76,76,3,82,2,302.7123200000
76,76,3,82,3,318.3712000000
76,76,3,83,1,202.5759673600
76,76,3,83,2,290.1670617600
76,76,3,83,3,318.2017084800
76,76,3,84,1,245.5706902400
76,76,3,84,2,302.7577491200
76,76,3,84,3,318.8603660800
76,76,3,85,1,241.6241494400
76,76,3,85,2,316.1209491200
76,76,3,85,3,299.3251795200
76,76,3,86,1,189.2606697600
76,76,3,86,2,313.6334102400
76,76,3,86,3,284.0255782400
76,76,3,87,1,179.1343728000
76,76,3,87,2,299.7209600000
76,76,3,87,3,300.9036800000
76,76,3,88,1,190.8991564800
76,76,3,88,2,290.7717859200
76,76,3,88,3,274.9468636800
76,76,3,89,1,156.6478102400
76,76,3,89,2,279.9781516800
76,76,3,89,3,286.3423782400
76,76,3,90,1,150.9083734400
76,76,3,90,2,259.6190720000
76,76,3,90,3,247.7892556800
76,76,3,91,1,185.8799945600
76,76,3,91,2,259.4203769600
76,76,3,91,3,236.2139366400
76,76,3,92,1,222.8800441600
76,76,3,92,2,255.5878400000
76,76,3,92,3,253.9307388800
76,76,3,93,1,282.1407241600
76,76,3,93,2,250.4830265600
76,76,3,93,3,235.5427363200
76,76,3,94,1,193.7509532800
76,76,3,94,2,276.3447974400
76,76,3,94,3,234.1635036800
76,76,3,95,1,212.1232640000
76,76,3,95,2,279.4277120000
76,76,3,95,3,206.8795878400
76,76,3,96,1,179.0554035200
76,76,3,96,2,260.9439673600
76,76,3,96,3,225.4214508800
76,76,3,97,1,147.7834848000
76,76,3,97,2,278.3474550400
76,76,3,97,3,220.3608080000
76,76,3,98,1,144.7234169600
76,76,3,98,2,317.2163254400
76,76,3,98,3,196.2605340800
76,76,3,99,1,133.5492339200
76,76,3,99,2,310.1149289600
76,76,3,99,3,170.2996611200
76,76,3,100,1,116.3445369600
76,76,3,100,2,264.9649897600
76,76,3,100,3,160.9615187200
76,76,3,101,1,151.8693334400
76,76,3,101,2,230.0705705600
76,76,3,101,3,139.0177065600
76,76,3,102,1,171.1203308800
76,76,3,102,2,210.8202521600
76,76,3,102,3,172.6884880000
76,76,3,103,1,155.0684204800
76,76,3,103,2,150.0439865600
76,76,3,103,3,151.2581424000
76,76,3,104,1,264.8786006400
76,76,3,104,2,171.7704678400
76,76,3,104,3,210.5402576000
76,76,3,105,1,199.3612150400
76,76,3,105,2,101.9667958400
76,76,3,105,3,221.3252339200
76,76,3,106,1,206.9210684800
76,76,3,106,2,34.4230400000
76,76,3,106,3,206.3923625600
76,76,3,107,1,247.7421340800
76,76,3,107,2,109.3397910400
76,76,3,107,3,185.1459254400
76,76,3,108,1,227.2968960000
76,76,3,108,2,176.7949017600
76,76,3,108,3,247.5379417600
76,76,3,109,1,225.0475788800
76,76,3,109,2,203.2603987200
76,76,3,109,3,287.5282659200
76,76,3,110,1,202.9804041600
76,76,3,110,2,248.9987036800
76,76,3,110,3,269.9598534400
