timestamp,CF_bus2_AUTUMN,CF_bus3_AUTUMN
2025-01-25 23:00:00,0.4206714836274546,0.9405088714786197
2025-01-26 00:00:00,0.18670989390950055,0.6436355189150066
2025-01-26 01:00:00,0.1626906267861955,0.894625703610429
2025-01-26 02:00:00,0.05822294690393907,0.6692931507376779
2025-01-26 03:00:00,0.23076015423302534,0.4400524503547249
2025-01-26 04:00:00,0.3517864854198324,0.9445256031377881
2025-01-26 05:00:00,0.7641324501339715,0.9445256031377881
2025-01-26 06:00:00,0.07735438237853119,0.773592913210496
2025-01-26 07:00:00,0.44737044404926946,0.7339732054420841
2025-01-26 08:00:00,0.47681851281832865,0.6105025448462748
2025-01-26 09:00:00,1.0,0.3771769363711651
2025-01-26 10:00:00,1.0,0.006921263833111367
2025-01-26 11:00:00,0.3816700989199673,0.026111439819358186
