timestamp,CF_bus2_SUMMER,CF_bus3_SUMMER
2025-01-15 00:00:00,0.19363335976767018,0.1714131598607994
2025-01-15 01:00:00,0.22534540517017523,0.2111704672910528
2025-01-15 02:00:00,0.16051906844128325,0.23593829879915282
2025-01-15 03:00:00,0.0,0.588000006297018
2025-01-15 04:00:00,0.07888901348711613,0.3881464065407238
2025-01-15 05:00:00,0.09720728508417659,0.223496772865051
2025-01-15 06:00:00,0.004757862889625537,0.5034660872494439
2025-01-15 07:00:00,0.0,0.3504674070417968
2025-01-15 08:00:00,0.009029614180236472,0.3083476451537442
2025-01-15 09:00:00,0.12524702643268695,0.16397937932100393
2025-01-15 10:00:00,0.0,0.09304238613770599
2025-01-15 11:00:00,0.12422381823370457,0.41192441717959166
2025-01-15 12:00:00,0.3341741412442259,0.5140675022283931
2025-01-15 13:00:00,0.21281135574072954,0.15397119641512497
2025-01-15 14:00:00,0.1968326884692603,0.0747762464802324
2025-01-15 15:00:00,0.1665840067933679,0.0
2025-01-15 16:00:00,0.5948804669600993,0.0
2025-01-15 17:00:00,0.40045292300733815,0.0
2025-01-15 18:00:00,0.19733463268734439,0.0
2025-01-15 19:00:00,0.17100531567004404,0.0
2025-01-15 20:00:00,0.24072412422399758,0.0
2025-01-15 21:00:00,0.939243334273837,0.0
2025-01-15 22:00:00,1.0,0.0
2025-01-15 23:00:00,0.3113517259212089,0.0
2025-01-16 00:00:00,0.21401831061223806,0.0
2025-01-16 01:00:00,0.3957674970450931,0.0
2025-01-16 02:00:00,0.19787138923427114,0.0
2025-01-16 03:00:00,0.25463197770787493,0.0
2025-01-16 04:00:00,0.17477138269961545,0.0
2025-01-16 05:00:00,0.2092279507248791,0.0
2025-01-16 06:00:00,0.26032106775163,0.0
2025-01-16 07:00:00,0.02725910389691921,0.025425317414399556
2025-01-16 08:00:00,0.022912773849795575,0.25411859953946575
2025-01-16 09:00:00,0.019898308963605133,0.5056846386711874
2025-01-16 10:00:00,0.0,0.31180234513399113
2025-01-16 11:00:00,0.0,0.7263151113777487
2025-01-16 12:00:00,0.0,0.7065203374541338
2025-01-16 13:00:00,0.0,1.0
2025-01-16 14:00:00,0.0,1.0
2025-01-16 15:00:00,0.0,0.5699804567279811
2025-01-16 16:00:00,0.0,0.1197639021377975
2025-01-16 17:00:00,0.0,0.07498832193271741
2025-01-16 18:00:00,0.024101732726645998,0.5065190402185353
2025-01-16 19:00:00,0.0,0.12163460020228352
2025-01-16 20:00:00,0.0,0.12277594108520815
2025-01-16 21:00:00,0.0,0.018058528224451243
2025-01-16 22:00:00,0.0938905756796006,0.1597118251863152
2025-01-16 23:00:00,0.06046602153283552,0.05734572672626148
2025-01-17 00:00:00,0.01055115316027418,0.20042341348779777
2025-01-17 01:00:00,0.0,0.4228883085867178
2025-01-17 02:00:00,0.0,1.0
2025-01-17 03:00:00,0.0,1.0
2025-01-17 04:00:00,0.0,1.0
2025-01-17 05:00:00,0.0,1.0
2025-01-17 06:00:00,0.0,0.43982550963911393
2025-01-17 07:00:00,0.0,0.2620154538174647
2025-01-17 08:00:00,0.004623842965930298,0.16260836517907667
2025-01-17 09:00:00,0.0,1.0
2025-01-17 10:00:00,0.0,1.0
2025-01-17 11:00:00,0.0,1.0
2025-01-17 12:00:00,0.0,1.0
2025-01-17 13:00:00,0.0,1.0
2025-01-17 14:00:00,0.14868358339031615,1.0
2025-01-17 15:00:00,0.06352936480869167,1.0
2025-01-17 16:00:00,0.04766503533610038,1.0
2025-01-17 17:00:00,0.2918748215680815,1.0
2025-01-17 18:00:00,0.7346019152904568,1.0
2025-01-17 19:00:00,0.6347129433329636,1.0
2025-01-17 20:00:00,1.0,1.0
2025-01-17 21:00:00,0.27465621772112,1.0
2025-01-17 22:00:00,1.0,1.0
2025-01-17 23:00:00,1.0,0.8679982520951025
2025-01-18 00:00:00,0.4286633800325726,0.9416317453368771
2025-01-18 01:00:00,0.40066214232632386,0.4959118383827576
2025-01-18 02:00:00,0.4755131033414965,0.3591790364517079
2025-01-18 03:00:00,0.8007490287810601,0.4720339225146967
2025-01-18 04:00:00,0.5418545120626876,0.2919071635465324
2025-01-18 05:00:00,0.4084331531416682,0.19063504694758976
2025-01-18 06:00:00,0.11479353505494438,0.04996314079661611
2025-01-18 07:00:00,0.09610135660247927,0.12725909215368444
